UserAccountId,CertificateDegree,Major,University
UA005884,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Necmettin Erbakan University"
UA005885,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Wilbur Wright College"
UA005886,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Tamil Nadu Dr. M.G.R. Medical University"
UA005887,Master,"COMPUTER SYSTEMS ANALYSTS","Universiti Malaysia Perlis"
UA005888,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Emmanuel College"
UA005889,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Nanjing University of Traditional Chinese Medicine"
UA005890,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Abia State Polytechnic"
UA005891,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Catholic University of Malawi"
UA005892,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Panthéon-Assas (Paris II)"
UA005893,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Illinois Wesleyan University"
UA005894,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Yaroslavl State Pedagogical University"
UA005895,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Nationale Supérieure d'Ingénieurs de Génie Chimique"
UA005896,Bachelor,"INFORMATION SECURITY ANALYSTS","Nanhua University"
UA005897,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","North Kazakhstan State University"
UA005898,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Institute of Teachers Education, Tawau"
UA005899,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Guelph"
UA005900,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Northwest University Xi'an"
UA005901,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Instituto Superior de Ciências do Trabalho e da Empresa"
UA005902,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","God's Bible School and College"
UA005903,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Sohag University"
UA005904,Bachelor,"COMMERCIAL AND INDUSTRIAL DESIGNERS","Institute of Teachers Education, Rajang"
UA005905,Master,"MANAGEMENT ANALYSTS","Grand Canyon University"
UA005906,Master,"MANAGEMENT ANALYSTS","Georgia State University"
UA005907,Bachelor,"COMMERCIAL AND INDUSTRIAL DESIGNERS","Cambodia University of Specialties"
UA005908,Bachelor,"BIOCHEMISTS AND BIOPHYSICISTS","Université Stendhal (Grenoble III)"
UA005909,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","The College of New Jersey"
UA005910,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Yorker International University"
UA005911,Bachelor,"BIOLOGICAL SCIENTISTS, ALL OTHER","Janos Selye University"
UA005912,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Siena College"
UA005913,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Cape Coast"
UA005914,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Fachhochschule Dortmund"
UA005915,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Arkansas State University, Mountain Home"
UA005916,Doctor,"ACCOUNTANTS AND AUDITORS","Kyunghee University"
UA005917,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université des Antilles et de la Guyane"
UA005918,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","International Ataturk Alatoo University"
UA005919,Master,"ELECTRICAL ENGINEERS","Chongqing Normal University Foreign Trade and Business College"
UA005920,Master,"COMPUTER HARDWARE ENGINEERS","Shanxi Normal University"
UA005921,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Universidad Santo Tomás"
UA005922,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tsuda College"
UA005923,Master,"COMPUTER PROGRAMMERS","University of Technology Sydney"
UA005924,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Widener University"
UA005925,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Espam Formation University"
UA005926,Doctor,"COMPUTER PROGRAMMERS","Oregon State University"
UA005927,Bachelor,"MARKETING MANAGERS","Dumlupinar University"
UA005928,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Novi Sad"
UA005929,Master,"COMPUTER SYSTEMS ANALYSTS","Stamford University"
UA005930,Master,"MECHANICAL ENGINEERS","National Taiwan Normal University"
UA005931,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Shonan Institute of Technology"
UA005932,Bachelor,"FINANCIAL ANALYSTS","Shanxi Normal University"
UA005933,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Teachers College, Columbia University"
UA005934,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Schreiner College"
UA005935,Bachelor,"COMPUTER NETWORK ARCHITECTS","St. Bernard's Institute"
UA005936,Master,"MANAGEMENT ANALYST","Seoul National University of Technology"
UA005937,Bachelor,"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS","Tafila Technical University "
UA005938,Master,"COMPUTER SYSTEMS ANALYST","University of the Visual & Performing Arts"
UA005939,Master,"COMPUTER PROGRAMMERS","Universidad de Caldas"
UA005940,Doctor,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS","Chung-Ju National University"
UA005941,Doctor,"COMPUTER SYSTEMS ANALYST","Universidad de Sonora"
UA005942,Bachelor,"COMPUTER SYSTEMS ANALYST","Embry Riddle Aeronautical University, Prescott"
UA005943,Master,"COMPUTER SYSTEMS ANALYST","University of Texas"
UA005944,Master,"COMPUTER SYSTEMS ANALYST","University of Hawaii - Hilo"
UA005945,Bachelor,"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS","Assam Agricultural University"
UA005946,Bachelor,STATISTICIANS,"Gomel State Medical University"
UA005947,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Nacional de Ingeniería"
UA005948,Bachelor,"COMPUTER SYSTEMS ANALYST","Andon College - Modesto"
UA005949,Bachelor,"COMPUTER SYSTEMS ANALYST","Kagoshima Women's College"
UA005950,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Adventista Dominicana"
UA005951,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Suan Dusit Rajabhat University"
UA005952,Master,STATISTICIANS,"Western Mindanao State University"
UA005953,Doctor,"MANAGEMENT ANALYSTS","Agricultural-Technical Academy in Olsztyn"
UA005954,Doctor,"COMPUTER SYSTEMS ANALYST","Blessing-Rieman College of Nursing"
UA005955,Bachelor,"PEDIATRICIANS, GENERAL","African Virtual University"
UA005956,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, R&D","Middle East Technical University"
UA005957,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Paul Sabatier (Toulouse III)"
UA005958,Master,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","International Turkmen Turkish University"
UA005959,Bachelor,"COMPUTER SYSTEMS ANALYSTS","National American University, Albuquerque"
UA005960,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Baptist Bible College of Missouri"
UA005961,Doctor,"COMPUTER PROGRAMMERS","International College"
UA005962,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ho Chi Minh City Open University"
UA005963,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Odessa State Medical University"
UA005964,Master,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Universidade Aberta Lisboa"
UA005965,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Ohio University"
UA005966,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","International Islamic University, Islamabad"
UA005967,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Fachhochschule Wedel"
UA005968,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad de la Empresa (UDE)"
UA005969,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Islamic Azad University, Mobarakeh"
UA005970,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Eastern Mediterranean University"
UA005971,Master,"PHYSICIANS AND SURGEONS, ALL OTHER","Agricultural-Technical Academy in Olsztyn"
UA005972,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","University of Pavia"
UA005973,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Elon College"
UA005974,Bachelor,"BIOLOGICAL SCIENTISTS, ALL OTHER","Busoga University"
UA005975,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Pembangunan Nasional "Veteran" East Java"
UA005976,Bachelor,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","Institute of Social Studies"
UA005977,Bachelor,"COMPUTER PROGRAMMERS","Belarussian State Agricultural Academy"
UA005978,Master,"COMPUTER SYSTEMS ANALYSTS","National Tainan Teachers College"
UA005979,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","University of Northern Virginia"
UA005980,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","National Academy for Theatre and Film Arts "Krustju Sarafov" "
UA005981,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","International Business University of Beijing"
UA005982,Doctor,"COMPUTER PROGRAMMERS","School of Economic Sciences"
UA005983,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Life University"
UA005984,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidad Católica de Occidente"
UA005985,Master,"COMPUTER SYSTEMS ANALYSTS","Davenport College of Business, Lansing"
UA005986,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Pontificia Universidad Catolica de Puerto Rico"
UA005987,Bachelor,"ART DIRECTORS","Qom University"
UA005988,Bachelor,"FASHION DESIGNERS","University of East Anglia"
UA005989,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universitas Tarumanagara"
UA005990,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Syrian International Private University for Science & Technology"
UA005991,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Tbilisi State Medical University"
UA005992,Master,"FINANCIAL SPECIALISTS, ALL OTHER","Concordia University"
UA005993,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Jilin Agricultural University"
UA005994,Master,"BIOLOGICAL TECHNICIANS","Baki Business University"
UA005995,Master,"MANUFACTURING ENGINEERS","University of Zambia"
UA005996,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Université de Nantes"
UA005997,Doctor,LAWYERS,"Lancaster Bible College"
UA005998,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Keimyung University"
UA005999,Master,"COMPUTER SYSTEMS ANALYST","Brest State Technical University"
UA006000,Master,"COMPUTER SYSTEMS ANALYST","Otterbein College"
UA006001,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Oklahoma State University"
UA006002,Bachelor,"COMPUTER PROGRAMMERS","Chaudhary Charan Singh University"
UA006003,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Hong Kong Polytechnic University"
UA006004,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Tohwa University"
UA006005,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad de Viña del Mar"
UA006006,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","St. Bernard's Institute"
UA006007,Master,"COMPUTER SYSTEMS ANALYSTS","Aquinas College"
UA006008,Master,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Kyrgyz National Agrarian University"
UA006009,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université de Saida"
UA006010,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Syrian Virtual University"
UA006011,Bachelor,"POSTSECONDARY TEACHERS, ALL OTHER","Universidad de León"
UA006012,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidad César Vallejo"
UA006013,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Northwest Nazarene University"
UA006014,Master,"INDUSTRIAL PRODUCTION MANAGERS","Universitas Islam Malang"
UA006015,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Dravidian University"
UA006016,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Supérieure de Commerce de Brest"
UA006017,Doctor,"COMPUTER SYSTEMS ANALYSTS","Asian Management Institute"
UA006018,Bachelor,"MARKETING MANAGERS","COMSATS Institute of Information Technology"
UA006019,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Islam Indonesia"
UA006020,Master,"COMPUTER SYSTEMS ANALYSTS","University of Osteopathic Medicine and Health Science"
UA006021,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Daneshestan Institute of Higher Education"
UA006022,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Western Governors University"
UA006023,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Cedar Crest College"
UA006024,Doctor,"COMPUTER PROGRAMMERS","Nizam's Institute of Medical Sciences"
UA006025,Doctor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Altai State University"
UA006026,Bachelor,"COMPUTER PROGRAMMERS","Yorker International University"
UA006027,Master,"COMPUTER PROGRAMMERS","Universität Ulm"
UA006028,Master,"INFORMATION SECURITY ANALYSTS","Millsaps College"
UA006029,Bachelor,"MANAGEMENT ANALYSTS","Universidad de Panamá"
UA006030,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidad Cuauhtémoc"
UA006031,Master,"COMPUTER OCCUPATIONS, ALL OTHER","University of Colorado Health Sciences Center"
UA006032,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kardan University"
UA006033,Doctor,"COMPUTER SYSTEMS ANALYSTS","Life University"
UA006034,Doctor,"COMPUTER SYSTEMS ANALYSTS","Nakhchivan State University"
UA006035,Bachelor,"HEALTHCARE SOCIAL WORKERS","Universitas Narotama"
UA006036,Bachelor,"COMPUTER PROGRAMMERS","Universitas Jambi"
UA006037,Master,"CIVIL ENGINEERS, R&D","Virginia State University"
UA006038,Master,"AEROSPACE ENGINEERS","Ulsan University"
UA006039,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Alvernia College"
UA006040,Bachelor,"MARKETING MANAGERS","Slippery Rock University"
UA006041,Doctor,"COMMERCIAL AND INDUSTRIAL DESIGNERS","Southern University - New Orleans"
UA006042,Bachelor,"COMPUTER SYSTEMS ANALYSTS","National Institute of the Arts"
UA006043,Bachelor,"MUSEUM TECHNICIANS AND CONSERVATORS","University of Mary Hardin-Baylor"
UA006044,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Maasai Mara University"
UA006045,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","South Asian University"
UA006046,Master,"COMPUTER SYSTEMS ANALYSTS","School of Education Pisa"
UA006047,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Hispanoamericana"
UA006048,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Chukyo Women's University"
UA006049,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Bangabandhu Sheikh Mujibur Rahman Medical University"
UA006050,Bachelor,"ANIMAL SCIENTISTS","National Kaohsiung First University of Science and Technology"
UA006051,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Nationale Supérieure de Physique de Strasbourg"
UA006052,Master,"COMPUTER SYSTEMS ANALYSTS","California Institute of Technology"
UA006053,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Denver Technical College"
UA006054,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Sri Padmavati Women's University"
UA006055,Doctor,"FINANCIAL MANAGERS","Ho Chi Minh City University of Pedagogics"
UA006056,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Thierno Amadou Diallo"
UA006057,Bachelor,"SALES REPRESENTATIVES, WHOLESALE AND","Wilmington College"
UA006058,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Uzhgorod National University"
UA006059,Master,"COMPUTER PROGRAMMERS","Puget Sound Christian College"
UA006060,Master,"COMMERCIAL AND INDUSTRIAL DESIGNERS","Vancouver Community College"
UA006061,Doctor,"COMPUTER SYSTEMS ANALYSTS","Huaihai Institute of Technology"
UA006062,Doctor,"COMMERCIAL AND INDUSTRIAL DESIGNERS","European Carolus Magnus University"
UA006063,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Kosin University"
UA006064,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Neijiang Teacher University"
UA006065,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Joensuu"
UA006066,Master,"ARCHITECTURAL AND ENGINEERING MANAGERS","Universidad de Los Andes"
UA006067,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Université Dakar Bourguiba"
UA006068,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Institute of Teachers Education, Temenggong Ibrahim"
UA006069,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Yanbu University College"
UA006070,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","New York Institute of Technology"
UA006071,Bachelor,"INDUSTRIAL PRODUCTION MANAGERS","Guangdong Peizheng College "
UA006072,Master,"MECHANICAL ENGINEERS, NON-R&D","Universidad de Valparaiso"
UA006073,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Modular Abierta"
UA006074,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Al-Manar University"
UA006075,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Dammam"
UA006076,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Mizan Tepi University"
UA006077,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","COMSATS Institute of Information Technology, Wah"
UA006078,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","University of Southern Denmark"
UA006079,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Liaquat University of Medical & Health Sciences Jamshoro"
UA006080,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Detroit Mercy"
UA006081,Bachelor,"COMPUTER SYSTEMS ANALYSTS","The Southern Christian University"
UA006082,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Shanghai Institue of Foreign Trade"
UA006083,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Davenport College of Business, Kalamazoo"
UA006084,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Reykjavík University"
UA006085,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Patras"
UA006086,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Autónoma del Estado de México"
UA006087,Master,"COMPUTER SYSTEMS ANALYSTS","Sapporo International University"
UA006088,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade Autónoma de Lisboa Luís de Camoes"
UA006089,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Umea University"
UA006090,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Vietnam National University Ho Chi Minh City"
UA006091,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Central University College"
UA006092,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Texas at Arlington"
UA006093,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Keio University"
UA006094,Master,"COMPUTER OCCUPATIONS, ALL OTHER","University of Mary"
UA006095,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Universidade Federal do ABC"
UA006096,Bachelor,"WEB DEVELOPERS","Kuzbass State Technical University"
UA006097,Doctor,"MECHANICAL ENGINEERS","College of St. Catherine"
UA006098,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Seian University of Art & Design"
UA006099,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Baker College of Mount Clemens"
UA006100,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Hormozgan"
UA006101,Bachelor,"ELECTRICAL ENGINEERS","Islamic Azad University, Najaf Abad"
UA006102,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Marist College"
UA006103,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Institut de Recherche et d'Enseignement Supérieur aux Techniques de l'électronique"
UA006104,Doctor,"COMPUTER SYSTEMS ANALYSTS","Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung"
UA006105,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Elizabethtown College"
UA006106,Bachelor,"COMPUTER SYSTEMS ANALYSTS","All Nations University College"
UA006107,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Shri Jagannath Sanskrit University"
UA006108,Master,"COMPUTER PROGRAMMERS","Zaporizhzhe National University"
UA006109,Bachelor,"MECHANICAL ENGINEERS","University of Massachusetts Medical Center at Worcester"
UA006110,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Universidad de Iberoamérica"
UA006111,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Kursk State University"
UA006112,Bachelor,"MECHANICAL ENGINEERS","McKendree College"
UA006113,Bachelor,"CHEMICAL ENGINEERS","Rikkyo University (St. Paul's University)"
UA006114,Master,"FINANCIAL ANALYSTS","National American University, Denver"
UA006115,Master,"COMPUTER HARDWARE ENGINEERS","Central Institute of Higher Tibetan Studies"
UA006116,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Autónoma de Santo Domingo"
UA006117,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","National Agricultural University"
UA006118,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Illinois College"
UA006119,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Slovak Medical University"
UA006120,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","ITT Technical Institute Portland"
UA006121,Master,"INDUSTRIAL ENGINEERS","Pwani University"
UA006122,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Islamic Azad University, Shahryar"
UA006123,Bachelor,"COMPUTER SYSTEMS ANALYST","Lander University"
UA006124,Bachelor,"COMPUTER PROGRAMMER","Universidad de Managua (U de M)"
UA006125,Doctor,"MANAGEMENT ANALYSTS","Fuji University"
UA006126,Bachelor,"COMPUTER SYSTEMS ANALYST","Premier University"
UA006127,Bachelor,"COMPUTER SYSTEMS ANALYST","Virtual University of Pakistan"
UA006128,Master,"COMPUTER SYSTEMS ANALYST","Southwest University"
UA006129,Bachelor,"COMPUTER SYSTEMS ANALYST","Nagoya Women's University"
UA006130,Master,"COMPUTER SYSTEMS ANALYST","Vietnam Maritime University"
UA006131,Master,"COMPUTER SYSTEMS ANALYST","Law University of Bratislava"
UA006132,Doctor,"COMPUTER PROGRAMMERS","Northrise University"
UA006133,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ueno Gakuen College"
UA006134,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Turkish Military Academy"
UA006135,Master,"OPERATIONS RESEARCH ANALYSTS","IntelliTec College - Grand Junction"
UA006136,Master,"OPERATIONS RESEARCH ANALYSTS","Technological University of the Philippines"
UA006137,Bachelor,"SOIL AND PLANT SCIENTISTS","Sichuan University"
UA006138,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad de Talca"
UA006139,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Wales, Swansea"
UA006140,Master,"INFORMATION SECURITY ANALYSTS","Regis College"
UA006141,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Indiana State University"
UA006142,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Immanuel Kant State University of Russia"
UA006143,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidade do Amazonas"
UA006144,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","First Nations University of Canada"
UA006145,Master,"ELECTRICAL ENGINEERS","Sultan Idris Shah Polytechnic"
UA006146,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Antioch University"
UA006147,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Indiana University - Northwest"
UA006148,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université d'Antananarivo"
UA006149,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Regina"
UA006150,Bachelor,"SALES ENGINEERS","Hogeschool van Amsterdam"
UA006151,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","St. Petersburg State Technical University"
UA006152,Master,"ACCOUNTANTS AND AUDITORS","National Sanskrit University"
UA006153,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Moscow State Industrial University"
UA006154,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Kyushu Institute of Design"
UA006155,Master,"COMPUTER SYSTEMS ANALYSTS","Universität Bayreuth"
UA006156,Doctor,"COMPUTER SYSTEMS ANALYSTS","Karaganda State Technical University"
UA006157,Doctor,MATHEMATICIANS,"Spartan University of Health Sciences"
UA006158,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Université Shalom de Bunia"
UA006159,Master,"FINANCIAL ANALYSTS","Southern Medial University"
UA006160,Master,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS","Universidad del Valle de Guatemala"
UA006161,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","PTPL College"
UA006162,Bachelor,"ACCOUNTANTS AND AUDITORS","Brac University"
UA006163,Doctor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Benedict College"
UA006164,Master,"COMPUTER PROGRAMMERS","The College of Westchester"
UA006165,Master,"FINANCIAL MANAGERS","Antioch University Los Angeles"
UA006166,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Northwood University, Florida Campus"
UA006167,Doctor,"ACCOUNTANTS AND AUDITORS","Saint Louis College"
UA006168,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Northern Jiaotong University"
UA006169,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Oregon"
UA006170,Master,"COMPUTER SYSTEMS ANALYSTS","Science University of Tokyo"
UA006171,Master,"COMPUTER SYSTEMS ANALYSTS","Jamia Hamdard University"
UA006172,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Tabriz University"
UA006173,Bachelor,"COMPUTER PROGRAMMERS","Norfolk State University"
UA006174,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Nacional de la Patagonia "San Juan Bosco" "
UA006175,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Polytechnic Institute of Bari"
UA006176,Bachelor,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY","Kazan State Pedagogical University"
UA006177,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Americana"
UA006178,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Vaal University of Technology"
UA006179,Master,"COMPUTER PROGRAMMERS","Regent University"
UA006180,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Breyer State University (Virtual University)"
UA006181,Doctor,"CIVIL ENGINEERS","Kenyon College"
UA006182,Doctor,"ARCHITECTURAL AND CIVIL DRAFTERS","Banat's University of Agricultural Sciences"
UA006183,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of South Carolina - Salkehatchie"
UA006184,Master,"TECHNICAL WRITERS","Bethany College California"
UA006185,Master,"COMPUTER PROGRAMMERS","Chowan College"
UA006186,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Gunma University"
UA006187,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of St. Andrews"
UA006188,Doctor,"COMPUTER SYSTEMS ANALYSTS","Islamic Azad University, Shiraz"
UA006189,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tezukayama Gakuin University"
