SeekerSkillSetId,UserAccountId,SkillSetId,SkillLevel
10761,UA001710,3131,III
10762,UA007667,5778,II
10763,UA009818,4428,I
10764,UA001103,3010,II
10765,UA000289,4311,III
10766,UA009588,5220,II
10767,UA004103,4760,I
10768,UA006810,4256,II
10769,UA007926,2280,III
10770,UA000934,4473,II
10771,UA008442,123,I
10772,UA002857,3769,II
10773,UA008010,19,III
10774,UA006798,1895,II
10775,UA007433,4403,I
10776,UA000933,5546,II
10777,UA002462,5234,III
10778,UA004882,5726,II
10779,UA007490,977,I
10780,UA007229,3475,II
10781,UA005774,1320,III
10782,UA009404,5464,II
10783,UA007406,207,I
10784,UA007564,64,II
10785,UA005276,1667,III
10786,UA000276,93,II
10787,UA009027,1025,I
10788,UA003061,630,II
10789,UA007339,2681,III
10790,UA007161,462,II
10791,UA003633,731,I
10792,UA000269,2356,II
10793,UA003833,2434,III
10794,UA008570,1241,II
10795,UA005843,654,I
10796,UA005337,897,II
10797,UA002379,3151,III
10798,UA002725,4005,II
10799,UA004881,5863,I
10800,UA000656,1177,II
10801,UA008053,4225,III
10802,UA007642,608,II
10803,UA003401,3760,I
10804,UA006854,4888,II
10805,UA006327,5761,III
10806,UA007859,2829,II
10807,UA000539,296,I
10808,UA005771,1443,II
10809,UA002180,3752,III
10810,UA008486,5554,II
10811,UA004363,5971,I
10812,UA000775,5905,II
10813,UA009486,5774,III
10814,UA005222,400,II
10815,UA009276,5689,I
10816,UA000547,2744,II
10817,UA002550,4161,III
10818,UA008572,3502,II
10819,UA004242,1062,I
10820,UA004974,5682,II
10821,UA009451,5036,III
10822,UA000256,1478,II
10823,UA000985,5222,I
10824,UA006358,1598,II
10825,UA001448,2199,III
10826,UA002617,5948,II
10827,UA005087,2116,I
10828,UA009215,2419,II
10829,UA006619,5755,III
10830,UA002504,1670,II
10831,UA001365,2914,I
10832,UA008321,3165,II
10833,UA008965,644,III
10834,UA001622,5140,II
10835,UA001645,1642,I
10836,UA006409,2564,II
10837,UA005928,225,III
10838,UA002881,3115,II
10839,UA006114,5496,I
10840,UA005479,2734,II
10841,UA003936,4473,III
10842,UA003823,3715,II
10843,UA003161,2458,I
10844,UA001922,5123,II
10845,UA010148,1243,III
10846,UA004042,5533,II
10847,UA000444,402,III
10848,UA006292,4128,II
10849,UA007963,4248,I
10850,UA002503,3755,II
10851,UA004310,134,III
10852,UA005672,677,II
10853,UA006326,591,I
10854,UA004598,1782,II
10855,UA000935,5504,III
10856,UA001221,4757,II
10857,UA008865,2260,I
10858,UA001014,4011,II
10859,UA002432,3962,III
10860,UA007907,2557,II
10861,UA001216,2597,I
10862,UA003825,806,II
10863,UA001415,1663,III
10864,UA005381,810,II
10865,UA007624,5402,I
10866,UA006648,3982,II
10867,UA002166,4609,III
10868,UA009698,307,II
10869,UA009712,5345,I
10870,UA009929,657,II
10871,UA006825,3898,III
10872,UA001720,1678,II
10873,UA003741,1499,I
10874,UA009997,4301,II
10875,UA000117,5962,III
10876,UA010096,4572,II
10877,UA002698,4634,I
10878,UA003071,1108,II
10879,UA002264,5472,III
10880,UA003640,3458,II
10881,UA000769,4831,I
10882,UA006794,4170,II
10883,UA005367,2118,III
10884,UA009456,2720,II
10885,UA007372,1832,I
10886,UA007275,1974,II
10887,UA008123,4340,III
10888,UA009092,2789,II
10889,UA001573,1372,I
10890,UA004990,2130,II
10891,UA008722,4200,III
10892,UA006128,3723,II
10893,UA000830,483,I
10894,UA003620,3848,II
10895,UA007060,1818,III
10896,UA007902,3088,II
10897,UA005507,5900,I
10898,UA001221,1463,II
10899,UA004574,3615,III
10900,UA009672,794,II
10901,UA006542,1734,I
10902,UA001817,5642,II
10903,UA006764,3650,III
10904,UA007280,2917,II
10905,UA008115,4652,I
10906,UA007428,474,II
10907,UA006120,784,III
10908,UA010006,3038,II
10909,UA002379,4814,I
10910,UA000052,5634,II
10911,UA000518,2979,III
10912,UA002406,3844,II
10913,UA005470,5675,I
10914,UA003905,4068,II
10915,UA010023,2308,III
10916,UA004693,1584,II
10917,UA004180,113,I
10918,UA010163,2091,II
10919,UA007805,5091,III
10920,UA004638,4587,II
10921,UA007511,3229,I
10922,UA004158,4964,II
10923,UA008700,1399,III
10924,UA006721,5937,II
10925,UA004641,1810,I
10926,UA005762,4726,II
10927,UA002082,5142,III
10928,UA007797,3850,II
10929,UA005238,5658,I
10930,UA009876,3974,II
10931,UA009663,4362,III
10932,UA008338,1831,II
10933,UA005791,5480,I
10934,UA008753,4105,II
10935,UA008468,2518,III
10936,UA005532,2313,II
10937,UA007981,5134,I
10938,UA010132,3438,II
10939,UA006223,2986,III
10940,UA010029,1592,II
10941,UA005148,1417,I
10942,UA008896,4943,II
10943,UA004549,2131,III
10944,UA010083,1703,II
10945,UA005339,1912,I
10946,UA000466,4120,II
10947,UA005954,3841,III
10948,UA005964,1369,II
10949,UA003786,5347,I
10950,UA006273,455,II
10951,UA006553,509,III
10952,UA009484,561,II
10953,UA009273,5052,I
10954,UA007652,4666,II
10955,UA009717,4233,III
10956,UA001232,4280,II
10957,UA002705,411,I
10958,UA004789,2432,II
10959,UA008631,5481,III
10960,UA009973,3518,II
10961,UA002250,503,I
10962,UA005996,719,II
10963,UA009410,5255,III
10964,UA007687,3862,II
10965,UA003580,3921,I
10966,UA009105,4082,II
10967,UA009549,2555,III
10968,UA007512,2837,II
10969,UA002052,3621,I
10970,UA006080,3598,II
10971,UA009227,2049,III
10972,UA009709,1784,II
10973,UA010037,4998,I
10974,UA006300,1780,II
10975,UA009020,1936,III
10976,UA005389,5676,II
10977,UA007770,4649,I
10978,UA001549,5985,II
10979,UA006354,4143,III
10980,UA009348,25,II
10981,UA002421,807,I
10982,UA007302,138,II
10983,UA007644,4033,III
10984,UA001188,378,II
10985,UA003770,3455,I
10986,UA008614,4323,II
10987,UA010021,1503,III
10988,UA008538,3267,II
10989,UA002310,1041,I
10990,UA000412,2571,II
10991,UA001680,4107,III
10992,UA003838,3180,II
10993,UA004446,861,I
10994,UA004862,5962,II
10995,UA004172,2230,III
10996,UA007457,2402,II
10997,UA004452,3782,I
10998,UA005996,1461,II
10999,UA004732,3778,III
11000,UA006524,2507,II
11001,UA002852,4791,I
11002,UA007428,5750,II
11003,UA001834,4744,III
11004,UA009831,4016,II
11005,UA009563,4694,I
11006,UA008211,1093,II
11007,UA008227,4499,III
11008,UA000100,5615,II
11009,UA007518,2657,I
11010,UA002834,2375,II
11011,UA000325,329,III
11012,UA003983,5346,II
11013,UA008064,3540,I
11014,UA002059,5351,II
11015,UA003672,4799,III
11016,UA006906,1866,II
11017,UA001284,5239,I
11018,UA001000,1054,II
11019,UA009564,2552,III
11020,UA000942,2332,II
11021,UA004601,3412,I
11022,UA006116,2693,II
11023,UA004867,3227,III
11024,UA008029,744,II
11025,UA002235,1468,I
11026,UA005910,4169,II
11027,UA000300,1799,III
11028,UA000935,2470,II
11029,UA001781,4718,I
11030,UA006762,3606,II
11031,UA002451,1286,III
11032,UA000922,1659,II
11033,UA009657,5345,I
11034,UA002208,5110,II
11035,UA007170,825,III
11036,UA006913,2864,II
11037,UA003764,5322,I
11038,UA000713,5482,II
11039,UA001929,2306,III
11040,UA004983,2747,II
11041,UA008795,5302,I
11042,UA001329,2747,II
11043,UA003859,5926,III
11044,UA004851,5034,II
11045,UA004655,882,I
11046,UA004507,5615,II
11047,UA004936,3916,III
11048,UA004173,3445,II
11049,UA004856,2439,I
11050,UA008721,4101,II
11051,UA003180,1368,III
11052,UA009958,1080,II
11053,UA002605,4116,I
11054,UA002418,5173,II
11055,UA001009,5056,III
11056,UA000357,46,II
11057,UA001340,5230,I
11058,UA008858,3472,II
11059,UA003460,705,III
11060,UA001063,2403,II
11061,UA003865,4946,I
11062,UA007578,4696,II
11063,UA008752,5612,III
11064,UA002197,67,II
11065,UA002313,5256,I
11066,UA009828,1224,II
11067,UA008707,847,III
11068,UA003410,2725,II
11069,UA000118,4913,III
11070,UA005935,151,II
11071,UA001665,5998,I
11072,UA009002,1220,II
11073,UA005624,1939,III
11074,UA004478,4018,II
11075,UA001029,5348,I
11076,UA009474,4416,II
11077,UA002086,4352,III
11078,UA003098,2217,II
11079,UA002080,5149,I
11080,UA001963,278,II
11081,UA001787,2291,III
11082,UA005932,705,II
11083,UA003850,1351,I
11084,UA000925,677,II
11085,UA003787,2502,III
11086,UA001294,1422,II
11087,UA008896,1166,I
11088,UA003565,4549,II
11089,UA000182,1683,III
11090,UA006499,5060,II
11091,UA002915,5635,I
11092,UA007595,1286,II
11093,UA005366,4179,III
11094,UA000926,4776,II
11095,UA002443,4524,I
11096,UA004907,5949,II
11097,UA007137,5435,III
11098,UA000399,2890,II
11099,UA008296,1307,I
11100,UA000180,5831,II
11101,UA008078,2896,III
11102,UA003997,3450,II
11103,UA005990,1409,I
11104,UA000129,2133,II
11105,UA002223,4907,III
11106,UA001887,1862,II
11107,UA000590,863,I
11108,UA004164,1229,II
11109,UA004591,4621,III
11110,UA005577,49,II
11111,UA007570,3737,I
11112,UA006558,5406,II
11113,UA002581,1238,III
11114,UA001815,2435,II
11115,UA009742,4760,I
11116,UA000554,2806,II
11117,UA006938,2494,III
11118,UA009471,4632,II
11119,UA005984,1157,I
11120,UA005698,4514,II
11121,UA007945,2301,III
11122,UA003982,789,II
11123,UA004237,1126,I
11124,UA005664,1524,II
11125,UA002378,3912,III
11126,UA003819,4560,II
11127,UA010056,3863,I
11128,UA009966,2840,II
11129,UA005193,5154,III
11130,UA009507,4453,II
11131,UA003598,3274,I
11132,UA004025,5366,II
11133,UA003346,307,III
11134,UA009149,2482,II
11135,UA003020,315,I
11136,UA008493,2379,II
11137,UA008756,162,III
11138,UA004543,5064,II
11139,UA002245,5146,I
11140,UA009201,1367,II
11141,UA001851,4115,III
11142,UA001034,3590,II
11143,UA000359,397,I
11144,UA002080,642,II
11145,UA003435,87,III
11146,UA002809,1264,II
11147,UA001963,5855,I
11148,UA001561,5605,II
11149,UA001642,4427,III
11150,UA009612,5739,II
11151,UA005615,25,I
11152,UA004098,4614,II
11153,UA006259,4547,III
11154,UA005502,156,II
11155,UA004085,528,I
11156,UA008597,1986,II
11157,UA005793,1627,III
11158,UA008994,4261,II
11159,UA003027,2804,I
11160,UA009537,5612,II
11161,UA004391,3700,III
11162,UA009688,1099,II
11163,UA004060,3466,I
11164,UA006186,5896,II
11165,UA008090,4882,III
11166,UA006644,5717,II
11167,UA001069,5494,I
11168,UA003627,3978,II
11169,UA009683,3363,III
11170,UA005291,4552,II
11171,UA001267,3835,I
11172,UA001668,2786,II
11173,UA009511,469,III
11174,UA009100,3329,II
11175,UA007548,5377,I
11176,UA007685,4816,II
11177,UA006145,4413,III
11178,UA008682,3022,II
11179,UA006847,2217,I
11180,UA000739,1930,II
11181,UA008214,5438,III
11182,UA000179,4381,II
11183,UA008426,384,I
11184,UA006435,3109,II
11185,UA003254,5804,III
11186,UA005254,1265,II
11187,UA000416,1081,I
11188,UA005193,1492,II
11189,UA005740,2930,III
11190,UA000295,3948,II
11191,UA001703,953,I
11192,UA001607,2204,II
11193,UA008743,3241,III
11194,UA007404,2877,II
11195,UA003378,1801,I
11196,UA008050,483,II
11197,UA001502,5321,III
11198,UA005947,5702,II
11199,UA005623,1915,I
11200,UA005904,1584,II
11201,UA000912,4365,III
11202,UA006317,2465,II
11203,UA001028,2796,I
11204,UA009050,231,II
11205,UA010125,5995,III
11206,UA002554,2435,II
11207,UA004807,1229,I
11208,UA001885,963,II
11209,UA005060,2903,III
11210,UA008930,5320,II
11211,UA007606,1590,I
11212,UA010048,4275,II
11213,UA009214,3036,III
11214,UA005371,5539,II
11215,UA004834,2039,I
11216,UA007883,304,II
11217,UA001449,4191,III
11218,UA002572,5266,II
11219,UA000988,64,I
11220,UA001264,102,II
11221,UA006148,5842,III
11222,UA003315,396,II
11223,UA004420,1824,I
11224,UA006186,5790,II
11225,UA008210,2550,III
11226,UA006413,2940,II
11227,UA001409,2297,I
11228,UA005914,5125,II
11229,UA001729,2539,III
11230,UA007056,4635,II
11231,UA008422,959,I
11232,UA007194,4730,II
11233,UA008260,2206,III
11234,UA003720,4686,II
11235,UA006903,2827,I
11236,UA002071,3599,II
11237,UA000889,3222,III
11238,UA000247,349,II
11239,UA007993,5528,I
11240,UA007338,258,II
11241,UA000578,1922,III
11242,UA005651,1486,II
11243,UA001248,4213,I
11244,UA005007,4838,II
11245,UA009638,3222,III
11246,UA007867,2636,II
11247,UA004425,381,I
11248,UA007970,5196,II
11249,UA009315,2509,III
11250,UA003090,5501,II
11251,UA001635,241,I
11252,UA008916,5013,II
11253,UA003947,5434,III
11254,UA000952,5982,II
11255,UA002861,2348,I
11256,UA008938,4549,II
11257,UA005835,4385,III
11258,UA005949,1167,II
11259,UA010092,4348,I
11260,UA001471,1169,II
11261,UA001847,4349,III
11262,UA006641,2498,II
11263,UA001702,5931,I
11264,UA008109,4276,II
11265,UA005399,5654,III
11266,UA007726,2289,II
11267,UA009121,335,I
11268,UA001455,3388,II
11269,UA003807,1615,III
11270,UA001716,4182,II
11271,UA005487,4721,I
11272,UA006710,1435,II
11273,UA001829,1836,III
11274,UA000743,2473,II
11275,UA001771,284,I
11276,UA005821,2241,II
11277,UA003772,4400,III
11278,UA002171,4674,II
11279,UA008171,3465,I
11280,UA002910,5131,II
11281,UA002811,3487,III
11282,UA009835,2043,II
11283,UA008502,1540,I
11284,UA009150,4957,II
11285,UA008063,60,III
11286,UA009991,2723,II
11287,UA004218,4945,I
11288,UA002336,4641,II
11289,UA009464,17,III
11290,UA007899,5224,II
11291,UA003497,5160,III
11292,UA002718,1218,II
11293,UA008943,1501,I
11294,UA006935,4020,II
11295,UA004644,5352,III
11296,UA008017,686,II
11297,UA006489,5262,I
11298,UA000161,1889,II
11299,UA010091,5981,III
11300,UA003034,3785,II
11301,UA009618,4439,I
11302,UA008792,175,II
11303,UA005924,893,III
11304,UA008904,1966,II
11305,UA004600,378,I
11306,UA000455,5790,II
11307,UA003759,4442,III
11308,UA005295,4898,II
11309,UA007447,4006,I
11310,UA005711,51,II
11311,UA003952,4513,III
11312,UA001920,5764,II
11313,UA001562,1570,I
11314,UA009752,5614,II
11315,UA007816,772,III
11316,UA000669,3511,II
11317,UA001737,4194,I
11318,UA002312,5187,II
11319,UA004826,2661,III
11320,UA002310,3931,II
11321,UA001071,2673,I
11322,UA007232,652,II
11323,UA001894,2061,III
11324,UA002310,6,II
11325,UA005765,2798,I
11326,UA001498,1151,II
11327,UA000300,883,III
11328,UA007356,2739,II
11329,UA000606,1264,I
11330,UA001528,5213,II
11331,UA006215,3075,III
11332,UA000627,4421,II
11333,UA007501,4691,I
11334,UA008586,3905,II
11335,UA007324,5026,III
11336,UA008813,4934,II
11337,UA005871,5222,I
11338,UA001396,4853,II
11339,UA004462,2909,III
11340,UA005769,2013,II
11341,UA007503,3136,I
11342,UA007256,741,II
11343,UA006193,3651,III
11344,UA003059,4533,II
11345,UA002848,5079,I
11346,UA007915,444,II
11347,UA005908,3480,III
11348,UA000515,5354,II
11349,UA002908,3912,I
11350,UA008233,5002,II
11351,UA006023,182,III
11352,UA003211,3510,II
11353,UA005108,2793,I
11354,UA000112,2920,II
11355,UA005512,584,III
11356,UA000490,3026,II
11357,UA005873,1505,I
11358,UA003941,18,II
11359,UA000738,3986,III
11360,UA005404,5511,II
11361,UA001638,549,I
11362,UA009782,3017,II
11363,UA005700,1186,III
11364,UA009056,222,II
11365,UA008358,863,I
11366,UA004262,3590,II
11367,UA000770,3523,III
11368,UA001701,5312,II
11369,UA001963,3880,I
11370,UA007584,2015,II
11371,UA003152,2913,III
11372,UA000137,4519,II
11373,UA002926,1494,I
11374,UA004976,4092,II
11375,UA005790,5018,III
11376,UA003053,1235,II
11377,UA000191,5794,I
11378,UA002462,2987,II
11379,UA007720,1038,III
11380,UA003853,5333,II
11381,UA004768,4304,I
11382,UA003577,3005,II
11383,UA002802,3332,III
11384,UA006935,2473,II
11385,UA002584,2624,I
11386,UA007633,3865,II
11387,UA009013,1230,III
11388,UA006710,689,II
11389,UA000015,4204,I
11390,UA005056,2921,II
11391,UA006172,5770,III
11392,UA002756,4076,II
11393,UA005455,4337,I
11394,UA006284,26,II
11395,UA005377,4091,III
11396,UA002044,3747,II
11397,UA008644,2233,I
11398,UA000180,2010,II
11399,UA006266,4989,III
11400,UA007164,4591,II
11401,UA003265,5781,I
11402,UA006970,1930,II
11403,UA001330,1173,III
11404,UA003248,1013,II
11405,UA001352,4506,I
11406,UA003640,1815,II
11407,UA001109,5801,III
11408,UA003948,2322,II
11409,UA003711,508,I
11410,UA009836,955,II
11411,UA009833,5352,III
11412,UA007476,1595,II
11413,UA006269,3463,I
11414,UA005426,5168,II
11415,UA008754,3074,III
11416,UA004615,3542,II
11417,UA001065,650,I
11418,UA000821,2356,II
11419,UA000635,2236,III
11420,UA003079,423,II
11421,UA009565,5069,I
11422,UA010059,686,II
11423,UA006160,5538,III
11424,UA008813,1077,II
11425,UA005223,1785,I
11426,UA001782,3420,II
11427,UA006173,439,III
11428,UA000204,796,II
11429,UA009444,4465,I
11430,UA008449,3958,II
11431,UA006440,2031,III
11432,UA002397,2616,II
11433,UA003661,3601,I
11434,UA006596,2360,II
11435,UA005398,1713,III
11436,UA006097,4946,II
11437,UA005627,2171,I
11438,UA004627,4594,II
11439,UA008931,861,III
11440,UA006039,4439,II
11441,UA005786,1135,I
11442,UA004027,4363,II
11443,UA005733,4754,III
11444,UA006737,3320,II
11445,UA001530,3516,I
11446,UA003850,3238,II
11447,UA007837,1900,III
11448,UA006365,475,II
11449,UA003227,4966,I
11450,UA008696,4240,II
11451,UA009857,219,III
11452,UA006802,491,II
11453,UA001740,4527,I
11454,UA006109,5938,II
11455,UA009767,1049,III
11456,UA001922,4343,II
11457,UA003195,357,I
11458,UA005820,5608,II
11459,UA003269,5535,III
11460,UA009271,457,II
11461,UA001057,3460,I
11462,UA005259,4674,II
11463,UA003213,261,III
11464,UA006717,5965,II
11465,UA006027,3849,I
11466,UA000253,753,II
11467,UA000588,2882,III
11468,UA009511,5880,II
11469,UA000756,5626,I
11470,UA005297,5096,II
11471,UA008269,5305,III
11472,UA002283,3936,II
11473,UA000949,607,I
11474,UA003342,3618,II
11475,UA000002,2147,III
11476,UA008021,5723,II
11477,UA006556,862,I
11478,UA008295,3195,II
11479,UA000753,2273,III
11480,UA003448,5191,II
11481,UA007363,3293,I
11482,UA002858,4904,II
11483,UA000734,2126,III
11484,UA009760,769,II
11485,UA004598,4711,I
11486,UA008818,5860,II
11487,UA005842,76,III
11488,UA009477,2928,II
11489,UA002714,347,I
11490,UA001638,5546,II
11491,UA003064,5374,III
11492,UA004553,5155,II
11493,UA007820,3557,I
11494,UA007990,4069,II
11495,UA004481,2668,III
11496,UA004616,4029,II
11497,UA000791,3612,I
11498,UA007566,4980,II
11499,UA004034,2499,III
11500,UA003778,1640,II
11501,UA005258,856,I
11502,UA007981,4550,II
11503,UA009734,83,III
11504,UA000460,2972,II
11505,UA007765,1941,I
11506,UA004633,1993,II
11507,UA007648,4525,III
11508,UA008662,2617,II
11509,UA007378,2545,I
11510,UA006815,72,II
11511,UA004830,4833,III
11512,UA006067,5040,II
11513,UA008549,4131,III
11514,UA000770,5784,II
11515,UA009076,3996,I
11516,UA008579,5633,II
11517,UA005311,1907,III
11518,UA002296,1184,II
11519,UA000992,409,I
11520,UA001945,3620,II
11521,UA002802,2347,III
11522,UA007268,1518,II
11523,UA007011,5629,I
11524,UA006625,3722,II
11525,UA005746,3692,III
11526,UA002851,5313,II
11527,UA006280,4180,I
11528,UA005635,822,II
11529,UA009964,1216,III
11530,UA007641,29,II
11531,UA001749,5646,I
11532,UA006837,1472,II
11533,UA008360,3596,III
11534,UA005894,5310,II
11535,UA007359,5045,I
11536,UA006002,283,II
11537,UA003709,4697,III
11538,UA005669,2037,II
11539,UA004127,4570,I
11540,UA010138,4154,II
11541,UA002890,5595,III
11542,UA007123,4891,II
11543,UA002408,1119,I
11544,UA010144,3504,II
11545,UA002648,3204,III
11546,UA001458,282,II
11547,UA003667,367,I
11548,UA000124,5027,II
11549,UA010087,832,III
11550,UA007615,2718,II
11551,UA001014,4452,I
11552,UA004069,2760,II
11553,UA003469,242,III
11554,UA008962,4281,II
11555,UA002998,1571,I
11556,UA005290,4758,II
11557,UA009670,3182,III
11558,UA007080,921,II
11559,UA002476,5806,I
11560,UA010036,5335,II
11561,UA002145,2397,III
11562,UA001025,4250,II
11563,UA007592,3116,I
11564,UA003986,817,II
11565,UA003974,2823,III
11566,UA007812,2734,II
11567,UA001774,5334,I
11568,UA007242,666,II
11569,UA008553,5297,III
11570,UA001180,3728,II
11571,UA007366,1949,I
11572,UA001703,479,II
11573,UA003265,2111,III
11574,UA004525,1805,II
11575,UA001417,3371,I
11576,UA007848,5394,II
11577,UA005980,545,III
11578,UA008367,3148,II
11579,UA001452,327,I
11580,UA000030,5128,II
11581,UA000950,4185,III
11582,UA003383,4030,II
11583,UA008210,5632,I
11584,UA002002,1998,II
11585,UA005612,2671,III
11586,UA001259,13,II
11587,UA005956,1809,I
11588,UA002308,1640,II
11589,UA007485,3139,III
11590,UA004534,3974,II
11591,UA009518,4181,I
11592,UA009593,1204,II
11593,UA008454,5256,III
11594,UA003967,1924,II
11595,UA008467,4188,I
11596,UA000742,502,II
11597,UA004949,930,III
11598,UA002178,1426,II
11599,UA001587,1879,I
11600,UA004094,1651,II
11601,UA002277,1363,III
11602,UA001979,2309,II
11603,UA004006,4171,I
11604,UA008121,788,II
11605,UA000805,3234,III
11606,UA005133,3920,II
11607,UA004348,4715,I
11608,UA007341,2399,II
11609,UA007440,4301,III
11610,UA005920,5828,II
11611,UA000627,2745,I
11612,UA009206,2680,II
11613,UA009207,5386,III
11614,UA005742,2161,II
11615,UA002440,1733,I
11616,UA002287,2162,II
11617,UA002409,3113,III
11618,UA005005,4651,II
11619,UA000776,5817,I
11620,UA009129,4661,II
11621,UA008515,5948,III
11622,UA009261,5724,II
11623,UA004581,5976,I
11624,UA005065,4047,II
11625,UA009652,4457,III
11626,UA004145,4572,II
11627,UA004633,5890,I
11628,UA005173,414,II
11629,UA006841,2772,III
11630,UA004870,522,II
11631,UA001831,3850,I
11632,UA001938,2314,II
11633,UA006649,4882,III
11634,UA003074,4467,II
11635,UA001011,5212,I
11636,UA003137,3484,II
11637,UA009459,111,III
11638,UA003773,1687,II
11639,UA007301,1424,I
11640,UA009089,598,II
11641,UA009645,4977,III
11642,UA005271,4728,II
11643,UA004293,1062,I
11644,UA003744,4285,II
11645,UA002592,5667,III
11646,UA003231,2241,II
11647,UA004907,3902,I
11648,UA007808,3747,II
11649,UA001338,1162,III
11650,UA005441,5238,II
11651,UA007991,5515,I
11652,UA009112,1741,II
11653,UA003844,2541,III
11654,UA007139,4655,II
11655,UA002961,677,I
11656,UA004856,1580,II
11657,UA005612,5203,III
11658,UA000727,5605,II
11659,UA009869,2671,I
11660,UA007166,4005,II
11661,UA001802,1432,III
11662,UA007837,2045,II
11663,UA007501,3386,I
11664,UA005767,5296,II
11665,UA002629,5534,III
11666,UA009128,3502,II
11667,UA008802,5710,I
11668,UA003685,4608,II
11669,UA004982,949,III
11670,UA000909,231,II
11671,UA002336,2737,I
11672,UA001805,733,II
11673,UA004840,901,III
11674,UA005804,5547,II
11675,UA000555,4716,I
11676,UA003977,4733,II
11677,UA007456,1842,III
11678,UA001770,2375,II
11679,UA007255,3261,I
11680,UA009069,2465,II
11681,UA004828,1973,III
11682,UA010137,32,II
11683,UA001919,2389,I
11684,UA006002,5984,II
11685,UA006339,4645,III
11686,UA000238,3270,II
11687,UA002894,1612,I
11688,UA000653,4508,II
11689,UA005384,3388,III
11690,UA001136,4053,II
11691,UA004816,44,I
11692,UA009578,4052,II
11693,UA009243,642,III
11694,UA003498,739,II
11695,UA004524,326,I
11696,UA003748,2652,II
11697,UA009234,494,III
11698,UA006105,3073,II
11699,UA007380,2967,I
11700,UA004945,4382,II
11701,UA007649,5217,III
11702,UA002914,5497,II
11703,UA000860,2280,I
11704,UA000158,4661,II
11705,UA007354,1049,III
11706,UA001465,728,II
11707,UA006503,1164,I
11708,UA000921,3721,II
11709,UA004352,3997,III
11710,UA002924,4197,II
11711,UA000276,3982,I
11712,UA007430,3666,II
11713,UA001434,3477,III
11714,UA010082,5859,II
11715,UA000532,3868,I
11716,UA003089,618,II
11717,UA000465,4009,III
11718,UA003003,3980,II
11719,UA000717,3945,I
11720,UA006338,5851,II
11721,UA008354,5500,III
11722,UA004676,2433,II
11723,UA003010,4897,I
11724,UA001134,3537,II
11725,UA000492,1903,III
11726,UA001256,2206,II
11727,UA004148,5803,I
11728,UA004060,352,II
11729,UA004107,5919,III
11730,UA006471,3863,II
11731,UA008650,5225,I
11732,UA004793,1232,II
11733,UA006059,5128,III
11734,UA007754,4423,II
11735,UA005501,4818,III
11736,UA007284,2845,II
11737,UA009733,4708,I
11738,UA006709,297,II
11739,UA005544,5240,III
11740,UA000914,4910,II
11741,UA008337,5155,I
11742,UA006972,840,II
11743,UA008669,3440,III
11744,UA007813,59,II
11745,UA004146,195,I
11746,UA001371,1753,II
11747,UA007780,5781,III
11748,UA003938,4907,II
11749,UA003796,473,I
11750,UA008558,2316,II
11751,UA008130,3588,III
11752,UA005246,2215,II
11753,UA000405,5695,I
11754,UA002112,3068,II
11755,UA003143,4696,III
11756,UA003133,92,II
11757,UA006626,205,I
11758,UA000988,526,II
11759,UA009908,2324,III
11760,UA004803,1722,II
11761,UA009012,5588,I
11762,UA006935,940,II
11763,UA005314,2560,III
11764,UA008910,468,II
11765,UA006441,2564,I
11766,UA006183,3246,II
11767,UA006359,4735,III
11768,UA000919,815,II
11769,UA004611,198,I
11770,UA008439,5186,II
11771,UA009691,5656,III
11772,UA001222,1880,II
11773,UA008825,404,I
11774,UA009210,2928,II
11775,UA004167,1123,III
11776,UA001227,174,II
11777,UA005037,3300,I
11778,UA008875,4590,II
11779,UA001571,5085,III
11780,UA001464,1309,II
11781,UA001723,816,I
11782,UA004212,4228,II
11783,UA009872,977,III
11784,UA005121,5108,II
11785,UA007441,5177,I
11786,UA007608,73,II
11787,UA007268,3498,III
11788,UA008783,2213,II
11789,UA000317,3139,I
11790,UA010100,956,II
11791,UA003478,768,III
11792,UA003819,2550,II
11793,UA007056,4979,I
11794,UA006157,2867,II
11795,UA008767,4362,III
11796,UA002602,2309,II
11797,UA006670,4902,I
11798,UA001637,3839,II
11799,UA006030,5048,III
11800,UA003314,1869,II
11801,UA003873,2838,I
11802,UA009617,2517,II
11803,UA005685,1198,III
11804,UA007543,918,II
11805,UA009178,696,I
11806,UA007762,5472,II
11807,UA003131,2184,III
11808,UA008532,1705,II
11809,UA002056,1055,I
11810,UA006069,1171,II
11811,UA006820,887,III
11812,UA008801,1509,II
11813,UA008413,983,I
11814,UA003968,408,II
11815,UA005762,2926,III
11816,UA004098,4058,II
11817,UA003356,3046,I
11818,UA008824,752,II
11819,UA003460,3039,III
11820,UA006364,2994,II
11821,UA008261,3656,I
11822,UA001039,5389,II
11823,UA008097,1470,III
11824,UA006100,731,II
11825,UA006476,2698,I
11826,UA007953,2138,II
11827,UA000806,3222,III
11828,UA009322,192,II
11829,UA005102,5186,I
11830,UA009738,5828,II
11831,UA001067,960,III
11832,UA002614,4331,II
11833,UA005159,4967,I
11834,UA000949,1640,II
11835,UA004654,4424,III
11836,UA008736,5263,II
11837,UA000259,1350,I
11838,UA006941,2771,II
11839,UA001998,236,III
11840,UA003463,1957,II
11841,UA000596,5722,I
11842,UA005301,1446,II
11843,UA009397,1576,III
11844,UA001457,1936,II
11845,UA002892,3508,I
11846,UA006836,974,II
11847,UA003626,5139,III
11848,UA009515,977,II
11849,UA000098,3905,I
