UserAccountId,LastLoginDate,LastJobApplyDate,LastJobPostDate
UA009551,2018-07-08,2018-07-08,NULL
UA009552,2018-08-26,2018-08-26,NULL
UA009553,2018-09-24,2018-09-24,NULL
UA009554,2018-05-11,2018-05-11,NULL
UA009555,2018-09-21,2018-09-21,NULL
UA009556,2018-07-31,2018-07-31,NULL
UA009557,2018-06-20,2018-06-20,NULL
UA009558,2018-06-12,2018-06-12,NULL
UA009559,2018-07-10,2018-07-10,NULL
UA009560,2018-07-06,2018-07-06,NULL
UA009561,2018-06-11,2018-06-11,NULL
UA009562,2018-08-10,2018-08-10,NULL
UA009563,2017-12-06,NULL,NULL
UA009564,2017-07-23,NULL,NULL
UA009565,2018-08-01,2018-08-01,NULL
UA009566,2017-08-09,NULL,NULL
UA009567,2018-06-26,2018-06-26,NULL
UA009568,2018-08-31,2018-08-31,NULL
UA009569,2018-06-19,2018-06-19,NULL
UA009570,2018-09-19,2018-09-19,NULL
UA009571,2018-06-14,2018-06-14,NULL
UA009572,2017-07-26,NULL,NULL
UA009573,2018-07-07,2018-07-07,NULL
UA009574,2018-08-21,2018-08-21,NULL
UA009575,2017-07-16,NULL,NULL
UA009576,2018-08-27,2018-08-27,NULL
UA009577,2018-09-13,2018-09-13,NULL
UA009578,2018-08-30,2018-08-30,NULL
UA009579,2018-06-01,2018-06-01,NULL
UA009580,2018-09-15,2018-09-15,NULL
UA009581,2018-08-29,2018-08-29,NULL
UA009582,2018-06-30,2018-06-30,NULL
UA009583,2018-05-13,2018-05-13,NULL
UA009584,2018-08-01,2018-08-01,NULL
UA009585,2017-09-21,NULL,NULL
UA009586,2018-09-12,2018-09-12,NULL
UA009587,2017-02-18,NULL,NULL
UA009588,2018-06-04,2018-06-04,NULL
UA009589,2017-03-03,NULL,NULL
UA009590,2018-09-20,2018-09-20,NULL
UA009591,2017-10-17,NULL,NULL
UA009592,2018-07-25,2018-07-25,NULL
UA009593,2017-03-28,NULL,NULL
UA009594,2017-05-21,NULL,NULL
UA009595,2018-06-28,2018-06-28,NULL
UA009596,2018-07-19,2018-07-19,NULL
UA009597,2018-06-01,2018-06-01,NULL
UA009598,2018-07-07,2018-07-07,NULL
UA009599,2017-08-29,NULL,NULL
UA009600,2018-05-20,2018-05-20,NULL
UA009601,2018-09-03,2018-09-03,NULL
UA009602,2018-08-14,2018-08-14,NULL
UA009603,2017-10-30,NULL,NULL
UA009604,2018-06-14,2018-06-14,NULL
UA009605,2018-09-01,2018-09-01,NULL
UA009606,2018-07-19,2018-07-19,NULL
UA009607,2018-08-15,2018-08-15,NULL
UA009608,2017-09-03,NULL,NULL
UA009609,2018-08-17,2018-08-17,NULL
UA009610,2017-05-10,NULL,NULL
UA009611,2018-05-29,2018-05-29,NULL
UA009612,2018-09-19,2018-09-19,NULL
UA009613,2018-06-18,2018-06-18,NULL
UA009614,2018-08-09,2018-08-09,NULL
UA009615,2018-08-03,2018-08-03,NULL
UA009616,2018-09-21,2018-09-21,NULL
UA009617,2017-04-15,NULL,NULL
UA009618,2017-06-02,NULL,NULL
UA009619,2017-01-22,NULL,NULL
UA009620,2018-08-18,2018-08-18,NULL
UA009621,2018-06-29,2018-06-29,NULL
UA009622,2018-06-24,2018-06-24,NULL
UA009623,2018-06-13,2018-06-13,NULL
UA009624,2017-02-07,NULL,NULL
UA009625,2018-08-14,2018-08-14,NULL
UA009626,2018-07-23,2018-07-23,NULL
UA009627,2018-09-11,2018-09-11,NULL
UA009628,2018-07-01,2018-07-01,NULL
UA009629,2018-09-13,2018-09-13,NULL
UA009630,2017-04-07,NULL,NULL
UA009631,2018-09-28,2018-09-28,NULL
UA009632,2018-06-07,2018-06-07,NULL
UA009633,2018-07-05,2018-07-05,NULL
UA009634,2018-08-27,2018-08-27,NULL
UA009635,2018-08-26,2018-08-26,NULL
UA009636,2018-08-26,2018-08-26,NULL
UA009637,2018-08-12,2018-08-12,NULL
UA009638,2018-09-25,2018-09-25,NULL
UA009639,2018-05-29,2018-05-29,NULL
UA009640,2017-07-29,NULL,NULL
UA009641,2018-08-16,2018-08-16,NULL
UA009642,2018-07-21,2018-07-21,NULL
UA009643,2017-12-21,NULL,NULL
UA009644,2018-09-09,2018-09-09,NULL
UA009645,2017-12-21,NULL,NULL
UA009646,2018-06-19,2018-06-19,NULL
UA009647,2017-04-09,NULL,NULL
UA009648,2018-07-10,2018-07-10,NULL
UA009649,2017-04-05,NULL,NULL
UA009650,2017-04-14,NULL,NULL
UA009651,2018-06-13,2018-06-13,NULL
UA009652,2018-07-09,2018-07-09,NULL
UA009653,2018-08-06,2018-08-06,NULL
UA009654,2018-08-09,2018-08-09,NULL
UA009655,2017-09-28,NULL,NULL
UA009656,2018-09-24,2018-09-24,NULL
UA009657,2017-01-18,NULL,NULL
UA009658,2018-05-29,2018-05-29,NULL
UA009659,2018-05-14,2018-05-14,NULL
UA009660,2018-07-19,2018-07-19,NULL
UA009661,2017-02-18,NULL,NULL
UA009662,2018-08-05,2018-08-05,NULL
UA009663,2018-06-07,2018-06-07,NULL
UA009664,2018-05-20,2018-05-20,NULL
UA009665,2017-11-15,NULL,NULL
UA009666,2017-12-09,NULL,NULL
UA009667,2018-08-22,2018-08-22,NULL
UA009668,2018-09-05,2018-09-05,NULL
UA009669,2018-05-14,2018-05-14,NULL
UA009670,2018-08-18,2018-08-18,NULL
UA009671,2017-02-04,NULL,NULL
UA009672,2018-09-20,2018-09-20,NULL
UA009673,2017-05-27,NULL,NULL
UA009674,2017-11-01,NULL,NULL
UA009675,2018-08-19,2018-08-19,NULL
UA009676,2017-07-22,NULL,NULL
UA009677,2018-09-06,2018-09-06,NULL
UA009678,2018-06-07,2018-06-07,NULL
UA009679,2018-06-02,2018-06-02,NULL
UA009680,2018-09-09,2018-09-09,NULL
UA009681,2018-09-05,2018-09-05,NULL
UA009682,2018-09-17,2018-09-17,NULL
UA009683,2018-07-25,2018-07-25,NULL
UA009684,2018-09-14,2018-09-14,NULL
UA009685,2018-09-24,2018-09-24,NULL
UA009686,2017-09-19,NULL,NULL
UA009687,2018-07-24,2018-07-24,NULL
UA009688,2018-08-31,2018-08-31,NULL
UA009689,2018-08-25,2018-08-25,NULL
UA009690,2018-09-08,2018-09-08,NULL
UA009691,2018-09-23,2018-09-23,NULL
UA009692,2018-08-26,2018-08-26,NULL
UA009693,2018-09-23,2018-09-23,NULL
UA009694,2018-06-16,2018-06-16,NULL
UA009695,2018-06-04,2018-06-04,NULL
UA009696,2018-05-04,2018-05-04,NULL
UA009697,2018-08-19,2018-08-19,NULL
UA009698,2018-08-25,2018-08-25,NULL
UA009699,2018-07-17,2018-07-17,NULL
UA009700,2018-09-02,2018-09-02,NULL
UA009701,2018-08-27,2018-08-27,NULL
UA009702,2018-09-06,2018-09-06,NULL
UA009703,2018-09-22,2018-09-22,NULL
UA009704,2018-06-23,2018-06-23,NULL
UA009705,2017-10-06,NULL,NULL
UA009706,2018-08-25,2018-08-25,NULL
UA009707,2018-06-04,2018-06-04,NULL
UA009708,2018-06-18,2018-06-18,NULL
UA009709,2018-05-31,2018-05-31,NULL
UA009710,2018-07-11,2018-07-11,NULL
UA009711,2018-09-08,2018-09-08,NULL
UA009712,2018-09-29,2018-09-29,NULL
UA009713,2018-06-04,2018-06-04,NULL
UA009714,2017-10-18,NULL,NULL
UA009715,2018-08-21,2018-08-21,NULL
UA009716,2018-07-19,2018-07-19,NULL
UA009717,2017-07-30,NULL,NULL
UA009718,2018-06-01,2018-06-01,NULL
UA009719,2017-08-13,NULL,NULL
UA009720,2018-08-09,2018-08-09,NULL
UA009721,2018-09-29,2018-09-29,NULL
UA009722,2017-08-20,NULL,NULL
UA009723,2017-08-18,NULL,NULL
UA009724,2018-07-09,2018-07-09,NULL
UA009725,2018-06-25,2018-06-25,NULL
UA009726,2018-08-28,2018-08-28,NULL
UA009727,2018-05-05,2018-05-05,NULL
UA009728,2018-09-15,2018-09-15,NULL
UA009729,2018-09-08,2018-09-08,NULL
UA009730,2018-09-20,2018-09-20,NULL
UA009731,2018-07-28,2018-07-28,NULL
UA009732,2018-08-19,2018-08-19,NULL
UA009733,2017-09-26,NULL,NULL
UA009734,2017-11-21,NULL,NULL
UA009735,2018-08-03,2018-08-03,NULL
UA009736,2018-07-15,2018-07-15,NULL
UA009737,2017-11-13,NULL,NULL
UA009738,2018-09-28,2018-09-28,NULL
UA009739,2018-08-20,2018-08-20,NULL
UA009740,2018-06-28,2018-06-28,NULL
UA009741,2018-07-01,2018-07-01,NULL
UA009742,2017-10-19,NULL,NULL
UA009743,2018-08-01,2018-08-01,NULL
UA009744,2018-09-12,2018-09-12,NULL
UA009745,2018-05-08,2018-05-08,NULL
UA009746,2017-10-08,NULL,NULL
UA009747,2018-09-12,2018-09-12,NULL
UA009748,2018-09-08,2018-09-08,NULL
UA009749,2018-09-11,2018-09-11,NULL
UA009750,2018-06-02,2018-06-02,NULL
UA009751,2018-05-21,2018-05-21,NULL
UA009752,2018-08-02,2018-08-02,NULL
UA009753,2018-08-04,2018-08-04,NULL
UA009754,2018-08-12,2018-08-12,NULL
UA009755,2018-09-15,2018-09-15,NULL
UA009756,2018-05-31,2018-05-31,NULL
UA009757,2017-09-01,NULL,NULL
UA009758,2017-03-13,NULL,NULL
UA009759,2017-05-19,NULL,NULL
UA009760,2018-06-23,2018-06-23,NULL
UA009761,2018-09-02,2018-09-02,NULL
UA009762,2018-05-17,2018-05-17,NULL
UA009763,2018-09-04,2018-09-04,NULL
UA009764,2018-07-07,2018-07-07,NULL
UA009765,2017-09-26,NULL,NULL
UA009766,2017-12-09,NULL,NULL
UA009767,2017-10-01,NULL,NULL
UA009768,2018-06-20,2018-06-20,NULL
UA009769,2018-08-13,2018-08-13,NULL
UA009770,2018-09-03,2018-09-03,NULL
UA009771,2017-04-28,NULL,NULL
UA009772,2018-09-03,2018-09-03,NULL
UA009773,2018-08-25,2018-08-25,NULL
UA009774,2018-09-15,2018-09-15,NULL
UA009775,2017-03-09,NULL,NULL
UA009776,2018-08-28,2018-08-28,NULL
UA009777,2017-09-27,NULL,NULL
UA009778,2017-07-22,NULL,NULL
UA009779,2017-05-27,NULL,NULL
UA009780,2017-12-30,NULL,NULL
UA009781,2017-08-21,NULL,NULL
UA009782,2018-09-27,2018-09-27,NULL
UA009783,2018-08-12,2018-08-12,NULL
UA009784,2018-07-06,2018-07-06,NULL
UA009785,2018-06-25,2018-06-25,NULL
UA009786,2018-05-25,2018-05-25,NULL
UA009787,2018-06-28,2018-06-28,NULL
UA009788,2018-09-15,2018-09-15,NULL
UA009789,2018-09-25,2018-09-25,NULL
UA009790,2018-09-01,2018-09-01,NULL
UA009791,2017-06-10,NULL,NULL
UA009792,2017-01-08,NULL,NULL
UA009793,2018-08-27,2018-08-27,NULL
UA009794,2017-02-08,NULL,NULL
UA009795,2018-08-13,2018-08-13,NULL
UA009796,2018-07-06,2018-07-06,NULL
UA009797,2018-09-22,2018-09-22,NULL
UA009798,2018-07-04,2018-07-04,NULL
UA009799,2018-08-05,2018-08-05,NULL
UA009800,2018-09-28,2018-09-28,NULL
UA009801,2017-09-30,NULL,NULL
UA009802,2017-06-20,NULL,NULL
UA009803,2017-11-03,NULL,NULL
UA009804,2018-08-30,2018-08-30,NULL
UA009805,2017-06-18,NULL,NULL
UA009806,2018-09-30,2018-09-30,NULL
UA009807,2017-11-26,NULL,NULL
UA009808,2017-11-05,NULL,NULL
UA009809,2018-08-29,2018-08-29,NULL
UA009810,2017-08-02,NULL,NULL
UA009811,2017-03-22,NULL,NULL
UA009812,2017-07-22,NULL,NULL
UA009813,2018-09-20,2018-09-20,NULL
UA009814,2018-09-26,2018-09-26,NULL
UA009815,2017-08-11,NULL,NULL
UA009816,2018-09-13,2018-09-13,NULL
UA009817,2017-04-06,NULL,NULL
UA009818,2018-08-17,2018-08-17,NULL
UA009819,2018-08-14,2018-08-14,NULL
UA009820,2018-08-26,2018-08-26,NULL
UA009821,2018-09-19,2018-09-19,NULL
UA009822,2018-09-09,2018-09-09,NULL
UA009823,2018-08-05,2018-08-05,NULL
UA009824,2018-09-15,2018-09-15,NULL
UA009825,2017-07-12,NULL,NULL
UA009826,2018-08-17,2018-08-17,NULL
UA009827,2018-06-03,2018-06-03,NULL
UA009828,2018-09-08,2018-09-08,NULL
UA009829,2018-09-15,2018-09-15,NULL
UA009830,2018-08-18,2018-08-18,NULL
UA009831,2018-09-20,2018-09-20,NULL
UA009832,2018-09-25,2018-09-25,NULL
UA009833,2018-07-15,2018-07-15,NULL
UA009834,2018-09-13,2018-09-13,NULL
UA009835,2018-06-17,2018-06-17,NULL
UA009836,2018-08-22,2018-08-22,NULL
UA009837,2018-08-08,2018-08-08,NULL
UA009838,2017-03-13,NULL,NULL
UA009839,2018-07-11,2018-07-11,NULL
UA009840,2017-01-30,NULL,NULL
UA009841,2018-09-19,2018-09-19,NULL
UA009842,2018-09-27,2018-09-27,NULL
UA009843,2017-12-03,NULL,NULL
UA009844,2018-08-28,2018-08-28,NULL
UA009845,2018-07-31,2018-07-31,NULL
UA009846,2018-09-02,2018-09-02,NULL
UA009847,2018-09-14,2018-09-14,NULL
UA009848,2017-03-14,NULL,NULL
UA009849,2018-08-15,2018-08-15,NULL
UA009850,2018-07-02,2018-07-02,NULL
UA009851,2017-04-20,NULL,NULL
UA009852,2018-07-14,2018-07-14,NULL
UA009853,2018-08-18,2018-08-18,NULL
UA009854,2018-05-22,2018-05-22,NULL
UA009855,2017-07-01,NULL,NULL
UA009856,2017-12-12,NULL,NULL
UA009857,2018-09-15,2018-09-15,NULL
UA009858,2018-01-01,NULL,NULL
UA009859,2018-08-19,2018-08-19,NULL
UA009860,2018-07-25,2018-07-25,NULL
UA009861,2017-04-25,NULL,NULL
UA009862,2018-10-01,2018-10-01,NULL
UA009863,2018-08-30,2018-08-30,NULL
UA009864,2018-08-16,2018-08-16,NULL
UA009865,2018-07-29,2018-07-29,NULL
UA009866,2018-06-11,2018-06-11,NULL
UA009867,2018-09-30,2018-09-30,NULL
UA009868,2017-12-08,NULL,NULL
UA009869,2018-09-09,2018-09-09,NULL
UA009870,2018-09-12,2018-09-12,NULL
UA009871,2017-12-24,NULL,NULL
UA009872,2018-09-19,2018-09-19,NULL
UA009873,2018-05-13,2018-05-13,NULL
UA009874,2018-08-14,2018-08-14,NULL
UA009875,2018-07-17,2018-07-17,NULL
UA009876,2018-07-21,2018-07-21,NULL
UA009877,2018-08-31,2018-08-31,NULL
UA009878,2017-11-24,NULL,NULL
UA009879,2018-07-15,2018-07-15,NULL
UA009880,2018-08-29,2018-08-29,NULL
UA009881,2017-02-07,NULL,NULL
UA009882,2018-07-28,2018-07-28,NULL
UA009883,2018-06-12,2018-06-12,NULL
UA009884,2018-09-13,2018-09-13,NULL
UA009885,2018-09-19,2018-09-19,NULL
UA009886,2018-09-21,2018-09-21,NULL
UA009887,2018-09-18,2018-09-18,NULL
UA009888,2018-07-10,2018-07-10,NULL
UA009889,2018-08-20,2018-08-20,NULL
UA009890,2017-11-02,NULL,NULL
UA009891,2017-09-14,NULL,NULL
UA009892,2017-10-28,NULL,NULL
UA009893,2018-06-29,2018-06-29,NULL
UA009894,2017-11-09,NULL,NULL
UA009895,2017-03-13,NULL,NULL
UA009896,2018-09-28,2018-09-28,NULL
UA009897,2017-01-11,NULL,NULL
UA009898,2018-08-25,2018-08-25,NULL
UA009899,2018-09-22,2018-09-22,NULL
UA009900,2018-09-05,2018-09-05,NULL
UA009901,2018-08-15,2018-08-15,NULL
UA009902,2018-09-24,2018-09-24,NULL
UA009903,2018-09-20,2018-09-20,NULL
UA009904,2018-06-27,2018-06-27,NULL
UA009905,2018-09-12,2018-09-12,NULL
UA009906,2018-09-22,2018-09-22,NULL
UA009907,2018-06-25,2018-06-25,NULL
UA009908,2018-09-24,2018-09-24,NULL
UA009909,2018-07-16,2018-07-16,NULL
UA009910,2017-01-19,NULL,NULL
UA009911,2017-02-02,NULL,NULL
UA009912,2018-09-01,2018-09-01,NULL
UA009913,2018-09-21,2018-09-21,NULL
UA009914,2018-09-05,2018-09-05,NULL
UA009915,2018-05-26,2018-05-26,NULL
UA009916,2018-09-08,2018-09-08,NULL
UA009917,2018-05-23,2018-05-23,NULL
UA009918,2017-12-24,NULL,NULL
UA009919,2018-08-10,2018-08-10,NULL
UA009920,2018-09-15,2018-09-15,NULL
UA009921,2017-01-03,NULL,NULL
UA009922,2018-08-24,2018-08-24,NULL
UA009923,2018-09-28,2018-09-28,NULL
UA009924,2018-08-06,2018-08-06,NULL
UA009925,2018-08-14,2018-08-14,NULL
UA009926,2018-09-20,2018-09-20,NULL
UA009927,2018-08-10,2018-08-10,NULL
UA009928,2018-07-31,2018-07-31,NULL
UA009929,2018-08-27,2018-08-27,NULL
UA009930,2017-02-20,NULL,NULL
UA009931,2017-08-14,NULL,NULL
UA009932,2018-07-14,2018-07-14,NULL
UA009933,2017-01-24,NULL,NULL
UA009934,2018-08-18,2018-08-18,NULL
UA009935,2018-09-22,2018-09-22,NULL
UA009936,2017-11-18,NULL,NULL
UA009937,2018-07-08,2018-07-08,NULL
UA009938,2018-05-22,2018-05-22,NULL
UA009939,2018-06-21,2018-06-21,NULL
UA009940,2017-04-04,NULL,NULL
UA009941,2017-03-22,NULL,NULL
UA009942,2018-09-21,2018-09-21,NULL
UA009943,2018-09-15,2018-09-15,NULL
UA009944,2018-10-01,2018-10-01,NULL
UA009945,2018-09-21,2018-09-21,NULL
UA009946,2017-09-07,NULL,NULL
UA009947,2018-05-22,2018-05-22,NULL
UA009948,2018-08-09,2018-08-09,NULL
UA009949,2018-09-03,2018-09-03,NULL
UA009950,2017-08-14,NULL,NULL
UA009951,2018-09-10,2018-09-10,NULL
UA009952,2018-09-17,2018-09-17,NULL
UA009953,2018-05-14,2018-05-14,NULL
UA009954,2018-06-16,2018-06-16,NULL
UA009955,2018-07-27,2018-07-27,NULL
UA009956,2018-06-28,2018-06-28,NULL
UA009957,2018-10-01,2018-10-01,NULL
UA009958,2018-09-16,2018-09-16,NULL
UA009959,2018-08-27,2018-08-27,NULL
UA009960,2018-06-23,2018-06-23,NULL
UA009961,2018-08-11,2018-08-11,NULL
UA009962,2018-06-14,2018-06-14,NULL
UA009963,2018-06-26,2018-06-26,NULL
UA009964,2018-09-19,2018-09-19,NULL
UA009965,2018-07-20,2018-07-20,NULL
UA009966,2018-05-20,2018-05-20,NULL
UA009967,2018-08-15,2018-08-15,NULL
UA009968,2017-05-02,NULL,NULL
UA009969,2017-02-09,NULL,NULL
UA009970,2018-07-23,2018-07-23,NULL
UA009971,2018-08-29,2018-08-29,NULL
UA009972,2018-10-01,2018-10-01,NULL
UA009973,2018-08-20,2018-08-20,NULL
UA009974,2018-06-09,2018-06-09,NULL
UA009975,2018-05-02,2018-05-02,NULL
UA009976,2017-05-09,NULL,NULL
UA009977,2017-09-26,NULL,NULL
UA009978,2017-11-16,NULL,NULL
UA009979,2018-08-26,2018-08-26,NULL
UA009980,2018-09-29,2018-09-29,NULL
UA009981,2018-09-22,2018-09-22,NULL
UA009982,2018-08-10,2018-08-10,NULL
UA009983,2018-05-07,2018-05-07,NULL
UA009984,2018-09-05,2018-09-05,NULL
UA009985,2018-09-13,2018-09-13,NULL
UA009986,2017-10-30,NULL,NULL
UA009987,2018-08-22,2018-08-22,NULL
UA009988,2018-09-15,2018-09-15,NULL
UA009989,2018-05-04,2018-05-04,NULL
UA009990,2018-09-28,2018-09-28,NULL
UA009991,2018-09-17,2018-09-17,NULL
UA009992,2018-06-18,2018-06-18,NULL
UA009993,2017-11-17,NULL,NULL
UA009994,2017-07-23,NULL,NULL
UA009995,2018-06-20,2018-06-20,NULL
UA009996,2018-09-06,2018-09-06,NULL
UA009997,2018-09-21,2018-09-21,NULL
UA009998,2018-06-06,2018-06-06,NULL
UA009999,2018-07-01,2018-07-01,NULL
UA010000,2017-01-23,NULL,NULL
UA010001,2018-08-05,2018-08-05,NULL
UA010002,2018-05-12,2018-05-12,NULL
UA010003,2018-07-21,2018-07-21,NULL
UA010004,2018-09-11,2018-09-11,NULL
UA010005,2018-07-12,2018-07-12,NULL
UA010006,2017-10-16,NULL,NULL
UA010007,2018-07-16,2018-07-16,NULL
UA010008,2017-05-17,NULL,NULL
UA010009,2018-07-09,2018-07-09,NULL
UA010010,2018-08-04,2018-08-04,NULL
UA010011,2017-05-16,NULL,NULL
UA010012,2018-07-09,2018-07-09,NULL
UA010013,2018-08-12,2018-08-12,NULL
UA010014,2018-06-09,2018-06-09,NULL
UA010015,2018-09-10,2018-09-10,NULL
UA010016,2018-09-24,2018-09-24,NULL
UA010017,2017-06-21,NULL,NULL
UA010018,2017-02-04,NULL,NULL
UA010019,2018-08-31,2018-08-31,NULL
UA010020,2017-03-03,NULL,NULL
UA010021,2018-09-23,2018-09-23,NULL
UA010022,2018-09-13,2018-09-13,NULL
UA010023,2018-09-21,2018-09-21,NULL
UA010024,2018-06-19,2018-06-19,NULL
UA010025,2018-08-22,2018-08-22,NULL
UA010026,2018-05-22,2018-05-22,NULL
UA010027,2017-03-22,NULL,NULL
UA010028,2017-11-09,NULL,NULL
UA010029,2018-07-15,2018-07-15,NULL
UA010030,2017-10-01,NULL,NULL
UA010031,2018-09-11,2018-09-11,NULL
UA010032,2018-08-31,2018-08-31,NULL
UA010033,2018-09-28,2018-09-28,NULL
UA010034,2018-06-21,2018-06-21,NULL
UA010035,2017-04-29,NULL,NULL
UA010036,2018-07-27,2018-07-27,NULL
UA010037,2017-08-28,NULL,NULL
UA010038,2018-09-30,2018-09-30,NULL
UA010039,2017-11-18,NULL,NULL
UA010040,2018-06-14,2018-06-14,NULL
UA010041,2018-09-28,2018-09-28,NULL
UA010042,2017-09-10,NULL,NULL
UA010043,2018-05-18,2018-05-18,NULL
UA010044,2017-11-19,NULL,NULL
UA010045,2018-08-29,2018-08-29,NULL
UA010046,2018-07-08,2018-07-08,NULL
UA010047,2018-09-07,2018-09-07,NULL
UA010048,2018-09-06,2018-09-06,NULL
UA010049,2018-08-29,2018-08-29,NULL
UA010050,2018-05-30,2018-05-30,NULL
UA010051,2018-07-05,2018-07-05,NULL
UA010052,2017-06-06,NULL,NULL
UA010053,2018-09-20,2018-09-20,NULL
UA010054,2018-09-22,2018-09-22,NULL
UA010055,2018-09-24,2018-09-24,NULL
UA010056,2017-12-29,NULL,NULL
UA010057,2018-09-02,2018-09-02,NULL
UA010058,2018-06-21,2018-06-21,NULL
UA010059,2018-09-16,2018-09-16,NULL
UA010060,2018-07-09,2018-07-09,NULL
UA010061,2018-08-19,2018-08-19,NULL
UA010062,2018-09-16,2018-09-16,NULL
UA010063,2018-05-05,2018-05-05,NULL
UA010064,2018-08-08,2018-08-08,NULL
UA010065,2018-06-06,2018-06-06,NULL
UA010066,2018-09-25,2018-09-25,NULL
UA010067,2018-06-28,2018-06-28,NULL
UA010068,2018-07-30,2018-07-30,NULL
UA010069,2017-02-03,NULL,NULL
UA010070,2018-06-17,2018-06-17,NULL
UA010071,2017-08-17,NULL,NULL
UA010072,2018-08-25,2018-08-25,NULL
UA010073,2018-09-10,2018-09-10,NULL
UA010074,2018-06-18,2018-06-18,NULL
UA010075,2017-07-03,NULL,NULL
UA010076,2017-12-06,NULL,NULL
UA010077,2018-08-06,2018-08-06,NULL
UA010078,2018-08-03,2018-08-03,NULL
UA010079,2018-07-02,2018-07-02,NULL
UA010080,2017-03-07,NULL,NULL
UA010081,2018-07-01,2018-07-01,NULL
UA010082,2018-09-10,2018-09-10,NULL
UA010083,2018-05-16,2018-05-16,NULL
UA010084,2018-09-28,2018-09-28,NULL
UA010085,2017-03-07,NULL,NULL
UA010086,2018-09-06,2018-09-06,NULL
UA010087,2018-09-28,2018-09-28,NULL
UA010088,2017-03-19,NULL,NULL
UA010089,2018-05-13,2018-05-13,NULL
UA010090,2017-08-02,NULL,NULL
UA010091,2018-09-12,2018-09-12,NULL
UA010092,2018-07-22,2018-07-22,NULL
UA010093,2017-02-23,NULL,NULL
UA010094,2018-09-14,2018-09-14,NULL
UA010095,2018-05-24,2018-05-24,NULL
UA010096,2018-05-22,2018-05-22,NULL
UA010097,2018-09-08,2018-09-08,NULL
UA010098,2018-06-23,2018-06-23,NULL
UA010099,2017-06-21,NULL,NULL
UA010100,2017-07-12,NULL,NULL
UA010101,2017-04-09,NULL,NULL
UA010102,2017-07-01,NULL,NULL
UA010103,2018-05-03,2018-05-03,NULL
UA010104,2018-09-26,2018-09-26,NULL
UA010105,2018-05-19,2018-05-19,NULL
UA010106,2018-05-23,2018-05-23,NULL
UA010107,2018-06-13,2018-06-13,NULL
UA010108,2018-09-26,2018-09-26,NULL
UA010109,2018-05-22,2018-05-22,NULL
UA010110,2018-07-11,2018-07-11,NULL
UA010111,2018-07-31,2018-07-31,NULL
UA010112,2018-07-04,2018-07-04,NULL
UA010113,2017-07-18,NULL,NULL
UA010114,2018-07-24,2018-07-24,NULL
UA010115,2017-07-14,NULL,NULL
UA010116,2018-08-28,2018-08-28,NULL
UA010117,2018-09-30,2018-09-30,NULL
UA010118,2018-07-03,2018-07-03,NULL
UA010119,2017-04-01,NULL,NULL
UA010120,2017-05-24,NULL,NULL
UA010121,2017-09-23,NULL,NULL
UA010122,2018-05-30,2018-05-30,NULL
UA010123,2018-07-15,2018-07-15,NULL
UA010124,2018-06-09,2018-06-09,NULL
UA010125,2018-08-30,2018-08-30,NULL
UA010126,2017-06-16,NULL,NULL
UA010127,2018-09-10,2018-09-10,NULL
UA010128,2018-07-25,2018-07-25,NULL
UA010129,2018-05-22,2018-05-22,NULL
UA010130,2018-09-25,2018-09-25,NULL
UA010131,2018-06-26,2018-06-26,NULL
UA010132,2018-10-01,2018-10-01,NULL
UA010133,2018-08-04,2018-08-04,NULL
UA010134,2018-06-26,2018-06-26,NULL
UA010135,2017-10-14,NULL,NULL
UA010136,2018-09-20,2018-09-20,NULL
UA010137,2018-09-09,2018-09-09,NULL
UA010138,2018-07-29,2018-07-29,NULL
UA010139,2018-09-21,2018-09-21,NULL
UA010140,2017-07-15,NULL,NULL
UA010141,2018-09-20,2018-09-20,NULL
UA010142,2017-09-24,NULL,NULL
UA010143,2018-08-14,2018-08-14,NULL
UA010144,2018-06-14,2018-06-14,NULL
UA010145,2018-09-02,2018-09-02,NULL
UA010146,2017-04-19,NULL,NULL
UA010147,2018-09-05,2018-09-05,NULL
UA010148,2018-07-30,2018-07-30,NULL
UA010149,2018-06-22,2018-06-22,NULL
UA010150,2018-09-06,2018-09-06,NULL
UA010151,2018-09-28,2018-09-28,NULL
UA010152,2018-08-17,2018-08-17,NULL
UA010153,2018-08-24,2018-08-24,NULL
UA010154,2017-02-28,NULL,NULL
UA010155,2018-09-18,2018-09-18,NULL
UA010156,2018-07-06,2018-07-06,NULL
UA010157,2018-08-26,2018-08-26,NULL
UA010158,2018-06-30,2018-06-30,NULL
UA010159,2018-09-19,2018-09-19,NULL
UA010160,2017-08-14,NULL,NULL
UA010161,2018-06-11,2018-06-11,NULL
UA010162,2018-07-21,2018-07-21,NULL
UA010163,2018-07-22,2018-07-22,NULL
UA010164,2018-05-30,2018-05-30,NULL
UA010165,2017-06-08,NULL,NULL
UA010166,2018-05-15,2018-05-15,NULL
UA010167,2018-07-25,2018-07-25,NULL
UA010168,2018-08-16,2018-08-16,NULL
UA010169,2018-08-19,2018-08-19,NULL
UA010170,2018-06-30,2018-06-30,NULL
UA010171,2018-06-25,2018-06-25,NULL
UA010172,2018-08-15,2018-08-15,NULL
UA010173,2018-07-03,2018-07-03,NULL
UA010174,2018-07-03,2018-07-03,NULL
UA010175,2018-06-16,2018-06-16,NULL
UA010176,2018-07-09,2018-07-09,NULL
UA010177,2018-07-13,2018-07-13,NULL
