UserAccountId,Industry,CurrentSalary,SalaryUnit,Resume
UA005346,"COMPUTER OCCUPATIONS, ALL OTHER","72,000.00",Year,NULL
UA005347,"COMPUTER PROGRAMMERS","79,498.00",Year,NULL
UA005348,"ACCOUNTANTS AND AUDITORS","6,500.00",Month,NULL
UA005349,"SOFTWARE DEVELOPERS, APPLICATIONS","110,000.00",Year,NULL
UA005350,"SOFTWARE DEVELOPERS, APPLICATIONS","93,163.00",Year,NULL
UA005351,"COMPUTER SYSTEMS ANALYSTS","76,000.00",Year,NULL
UA005352,"MANAGEMENT ANALYSTS","137,500.00",Year,NULL
UA005353,"COMPUTER OCCUPATIONS, ALL OTHER","85,000.00",Year,NULL
UA005354,"SOFTWARE DEVELOPERS, APPLICATIONS","95,000.00",Year,NULL
UA005355,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","164,944.00",Year,NULL
UA005356,"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL","49,440.00",Year,NULL
UA005357,"COMPUTER SYSTEMS ANALYSTS","85,000.00",Year,NULL
UA005358,"SOFTWARE DEVELOPERS, APPLICATIONS","74,200.00",Year,NULL
UA005359,"SOFTWARE DEVELOPERS, APPLICATIONS","100,000.00",Year,NULL
UA005360,"SOFTWARE DEVELOPERS, APPLICATIONS","93,000.00",Year,NULL
UA005361,"OPERATIONS RESEARCH ANALYSTS","111,051.00",Year,NULL
UA005362,"COMPUTER SYSTEMS ANALYSTS","70,000.00",Year,NULL
UA005363,"COMPUTER SYSTEMS ANALYSTS","83,000.00",Year,NULL
UA005364,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","131,082.00",Year,NULL
UA005365,"SOFTWARE DEVELOPERS, APPLICATIONS","133,000.00",Year,NULL
UA005366,"ELECTRICAL ENGINEERS","113,238.00",Year,NULL
UA005367,"SOFTWARE DEVELOPERS, APPLICATIONS","88,088.00",Year,NULL
UA005368,"COMPUTER SYSTEMS ANALYSTS","76,731.00",Year,NULL
UA005369,"MECHANICAL ENGINEERS","94,720.00",Year,NULL
UA005370,"SOFTWARE DEVELOPERS, APPLICATIONS","174,440.00",Year,NULL
UA005371,"SOFTWARE DEVELOPERS, APPLICATIONS","94,000.00",Year,NULL
UA005372,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005373,"SOFTWARE DEVELOPERS, APPLICATIONS","164,345.00",Year,NULL
UA005374,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005375,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005376,PSYCHIATRISTS,"260,000.00",Year,NULL
UA005377,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005378,"COMPUTER SYSTEMS ANALYSTS","72,000.00",Year,NULL
UA005379,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005380,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005381,"AEROSPACE ENGINEERS","95,511.00",Year,NULL
UA005382,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","165,000.00",Year,NULL
UA005383,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005384,"COMPUTER OCCUPATIONS, ALL OTHER","85,000.00",Year,NULL
UA005385,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","97,302.00",Year,NULL
UA005386,"COMPUTER OCCUPATIONS, ALL OTHER","85,000.00",Year,NULL
UA005387,"OPERATIONS RESEARCH ANALYSTS","105,055.00",Year,NULL
UA005388,"COMPUTER OCCUPATIONS, ALL OTHER","85,000.00",Year,NULL
UA005389,"COMPUTER OCCUPATIONS, ALL OTHER","85,000.00",Year,NULL
UA005390,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005391,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA005392,"FINANCIAL ANALYSTS","180,000.00",Year,NULL
UA005393,"OPERATIONS RESEARCH ANALYSTS","98,000.00",Year,NULL
UA005394,"COMPUTER OCCUPATIONS, ALL OTHER","87,339.00",Year,NULL
UA005395,"MANAGEMENT ANALYSTS","98,363.00",Year,NULL
UA005396,"SOFTWARE DEVELOPERS, APPLICATIONS","95,000.00",Year,NULL
UA005397,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","74,277.00",Year,NULL
UA005398,"SOFTWARE DEVELOPERS, APPLICATIONS","105,000.00",Year,NULL
UA005399,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE, R&D","83,803.00",Year,NULL
UA005400,"COMPUTER SYSTEMS ANALYSTS","65,000.00",Year,NULL
UA005401,"COMPUTER SYSTEMS ANALYSTS","64,000.00",Year,NULL
UA005402,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","80,000.00",Year,NULL
UA005403,"SOFTWARE DEVELOPERS, APPLICATIONS","111,000.00",Year,NULL
UA005404,"COMPUTER SYSTEMS ANALYSTS","75,100.00",Year,NULL
UA005405,"COMPUTER SYSTEMS ANALYSTS",51.57,Hour,NULL
UA005406,"GENERAL AND OPERATIONS MANAGERS","195,000.00",Year,NULL
UA005407,"COMPUTER SYSTEMS ANALYSTS",36.00,Hour,NULL
UA005408,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","107,625.00",Year,NULL
UA005409,"COMPUTER SYSTEMS ANALYSTS","75,046.00",Year,NULL
UA005410,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",48.00,Hour,NULL
UA005411,"SOFTWARE DEVELOPERS, APPLICATIONS",37.92,Hour,NULL
UA005412,"PHYSICAL THERAPISTS",38.00,Hour,NULL
UA005413,"COMPUTER SYSTEMS ANALYSTS","83,500.00",Year,NULL
UA005414,"SOFTWARE DEVELOPERS, APPLICATIONS","83,000.00",Year,NULL
UA005415,"SOFTWARE DEVELOPERS, APPLICATIONS",55.52,Hour,NULL
UA005416,"SOFTWARE DEVELOPERS, APPLICATIONS","115,200.00",Year,NULL
UA005417,"SOFTWARE DEVELOPERS, APPLICATIONS","95,000.00",Year,NULL
UA005418,"PHYSICS TEACHERS, POSTSECONDARY","91,000.00",Year,NULL
UA005419,"SOFTWARE DEVELOPERS, APPLICATIONS","93,000.00",Year,NULL
UA005420,"COMPUTER SYSTEMS ANALYSTS",46.00,Hour,NULL
UA005421,"COMPUTER SYSTEMS ANALYSTS","85,000.00",Year,NULL
UA005422,"COMPUTER OCCUPATIONS, ALL OTHER","105,000.00",Year,NULL
UA005423,"SOFTWARE DEVELOPERS, APPLICATIONS","168,300.00",Year,NULL
UA005424,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","130,000.00",Year,NULL
UA005425,"MANAGERS, ALL OTHER","89,362.00",Year,NULL
UA005426,"COMPUTER OCCUPATIONS, ALL OTHER",48.00,Hour,NULL
UA005427,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","110,907.00",Year,NULL
UA005428,"SOFTWARE DEVELOPERS, APPLICATIONS","135,000.00",Year,NULL
UA005429,"COMPUTER SYSTEMS ANALYSTS","61,000.00",Year,NULL
UA005430,"COMPUTER SYSTEMS ANALYSTS","78,000.00",Year,NULL
UA005431,"COMPUTER PROGRAMMERS","75,795.00",Year,NULL
UA005432,"SOFTWARE DEVELOPERS, APPLICATIONS","99,424.00",Year,NULL
UA005433,"SOFTWARE DEVELOPERS, APPLICATIONS","103,000.00",Year,NULL
UA005434,"COMPUTER SYSTEMS ANALYSTS",43.49,Hour,NULL
UA005435,MICROBIOLOGISTS,"75,000.00",Year,NULL
UA005436,"COMPUTER OCCUPATIONS, ALL OTHER","110,843.00",Year,NULL
UA005437,"ARCHITECTURAL AND ENGINEERING MANAGERS","225,000.00",Year,NULL
UA005438,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","112,000.00",Year,NULL
UA005439,CHEMISTS,"85,000.00",Year,NULL
UA005440,"COMPUTER SYSTEMS ANALYSTS","66,040.00",Year,NULL
UA005441,"COMPUTER SYSTEMS ANALYSTS","77,917.00",Year,NULL
UA005442,"COMPUTER SYSTEMS ANALYSTS","65,000.00",Year,NULL
UA005443,"SOFTWARE DEVELOPERS, APPLICATIONS","120,000.00",Year,NULL
UA005444,"COMPUTER SYSTEMS ANALYSTS","96,720.00",Year,NULL
UA005445,"COMPUTER SYSTEMS ANALYSTS","62,941.00",Year,NULL
UA005446,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","110,000.00",Year,NULL
UA005447,"COMPUTER SYSTEMS ANALYSTS","78,000.00",Year,NULL
UA005448,"COMPUTER SYSTEMS ANALYSTS","85,000.00",Year,NULL
UA005449,"COMPUTER OCCUPATIONS, ALL OTHER","86,029.00",Year,NULL
UA005450,"COMPUTER OCCUPATIONS, ALL OTHER","86,029.00",Year,NULL
UA005451,"COMPUTER SYSTEMS ANALYSTS","95,500.00",Year,NULL
UA005452,"GRAPHIC DESIGNERS","115,000.00",Year,NULL
UA005453,"COMPUTER SYSTEMS ANALYSTS","80,000.00",Year,NULL
UA005454,"SOFTWARE DEVELOPERS, APPLICATIONS","99,000.00",Year,NULL
UA005455,"COMPUTER OCCUPATIONS, ALL OTHER","92,000.00",Year,NULL
UA005456,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",43.00,Hour,NULL
UA005457,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",55.00,Hour,NULL
UA005458,"SOFTWARE DEVELOPERS, APPLICATIONS","130,000.00",Year,NULL
UA005459,"COMPUTER OCCUPATIONS, ALL OTHER","90,576.00",Year,NULL
UA005460,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","70,000.00",Year,NULL
UA005461,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL","41,610.00",Year,NULL
UA005462,"COMPUTER SYSTEMS ANALYSTS",35.00,Hour,NULL
UA005463,"SOFTWARE DEVELOPERS, APPLICATIONS","124,705.24",Year,NULL
UA005464,"COMPUTER OCCUPATIONS, ALL OTHER","98,000.00",Year,NULL
UA005465,"OPERATIONS RESEARCH ANALYSTS",31.00,Hour,NULL
UA005466,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",36.00,Hour,NULL
UA005467,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",43.00,Hour,NULL
UA005468,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","70,000.00",Year,NULL
UA005469,"SOFTWARE DEVELOPERS, APPLICATIONS",72.00,Hour,NULL
UA005470,"ENGINEERS, ALL OTHER","81,000.00",Year,NULL
UA005471,"COMPUTER OCCUPATIONS, ALL OTHER","90,000.00",Year,NULL
UA005472,"SOFTWARE DEVELOPERS, APPLICATIONS","73,000.00",Year,NULL
UA005473,"PHYSICIANS AND SURGEONS, ALL OTHER",144.23,Hour,NULL
UA005474,"COMPUTER SYSTEMS ANALYSTS","103,813.00",Year,NULL
UA005475,"COMPUTER SYSTEMS ANALYSTS","85,000.00",Year,NULL
UA005476,"ELECTRICAL ENGINEERS","64,000.00",Year,NULL
UA005477,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","137,696.00",Year,NULL
UA005478,"SOFTWARE DEVELOPERS, APPLICATIONS","96,000.00",Year,NULL
UA005479,"SOFTWARE DEVELOPERS, APPLICATIONS","175,000.00",Year,NULL
UA005480,"COMPUTER SYSTEMS ANALYSTS","70,000.00",Year,NULL
UA005481,"COMPUTER PROGRAMMERS","74,277.00",Year,NULL
UA005482,"COMPUTER SYSTEMS ANALYSTS",44.00,Hour,NULL
UA005483,"COMPUTER PROGRAMMERS","75,000.00",Year,NULL
UA005484,"COMPUTER HARDWARE ENGINEERS","135,000.00",Year,NULL
UA005485,"SPEECH-LANGUAGE PATHOLOGISTS",35.07,Hour,NULL
UA005486,"SOFTWARE DEVELOPERS, APPLICATIONS","74,152.00",Year,NULL
UA005487,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA005488,"COMPUTER OCCUPATIONS, ALL OTHER","76,800.00",Year,NULL
UA005489,"SOFTWARE DEVELOPERS, APPLICATIONS","83,470.00",Year,NULL
UA005490,"SOFTWARE DEVELOPERS, APPLICATIONS","98,000.00",Year,NULL
UA005491,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","89,024.00",Year,NULL
UA005492,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","405,000.00",Year,NULL
UA005493,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","400,000.00",Year,NULL
UA005494,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","529,000.00",Year,NULL
UA005495,"COMPUTER PROGRAMMERS","75,000.00",Year,NULL
UA005496,"PUBLIC RELATIONS SPECIALISTS","52,000.00",Year,NULL
UA005497,"SOFTWARE DEVELOPERS, APPLICATIONS","207,900.00",Year,NULL
UA005498,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005499,"SOFTWARE DEVELOPERS, APPLICATIONS","84,000.00",Year,NULL
UA005500,"FASHION DESIGNERS",32.00,Hour,NULL
UA005501,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","125,050.00",Year,NULL
UA005502,"SOFTWARE DEVELOPERS, APPLICATIONS","90,000.00",Year,NULL
UA005503,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","400,000.00",Year,NULL
UA005504,"SOFTWARE DEVELOPERS, APPLICATIONS","100,000.00",Year,NULL
UA005505,"GRAPHIC DESIGNERS","48,000.00",Year,NULL
UA005506,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",46.00,Hour,NULL
UA005507,"COMPUTER PROGRAMMERS","47,299.00",Year,NULL
UA005508,"COMPUTER SYSTEMS ANALYSTS","75,000.00",Year,NULL
UA005509,"COMPUTER OCCUPATIONS, ALL OTHER","83,000.00",Year,NULL
UA005510,"SOFTWARE DEVELOPERS, APPLICATIONS","90,050.00",Year,NULL
UA005511,"SOFTWARE DEVELOPERS, APPLICATIONS","90,000.00",Year,NULL
UA005512,STATISTICIANS,"81,037.00",Year,NULL
UA005513,"PHYSICAL THERAPISTS","80,000.00",Year,NULL
UA005514,"COMPUTER OCCUPATIONS, ALL OTHER",43.25,Hour,NULL
UA005515,"COMPUTER SYSTEMS ANALYSTS","85,200.00",Year,NULL
UA005516,"EDUCATION TEACHERS, POSTSECONDARY","64,000.00",Year,NULL
UA005517,"COMPUTER SYSTEMS ANALYSTS",46.00,Hour,NULL
UA005518,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",58.00,Hour,NULL
UA005519,"SOFTWARE DEVELOPERS, APPLICATIONS","95,000.00",Year,NULL
UA005520,PSYCHIATRISTS,"245,000.00",Year,NULL
UA005521,"SOFTWARE DEVELOPERS, APPLICATIONS","122,429.00",Year,NULL
UA005522,"COMPUTER PROGRAMMERS","74,300.00",Year,NULL
UA005523,"BIOMEDICAL ENGINEERS","93,000.00",Year,NULL
UA005524,"COMPUTER OCCUPATIONS, ALL OTHER","70,000.00",Year,NULL
UA005525,"SOFTWARE DEVELOPERS, APPLICATIONS","92,800.00",Year,NULL
UA005526,"COMPUTER OCCUPATIONS, ALL OTHER","100,000.00",Year,NULL
UA005527,"SOFTWARE DEVELOPERS, APPLICATIONS","92,331.00",Year,NULL
UA005528,"COMPUTER SYSTEMS ANALYSTS",46.00,Hour,NULL
UA005529,"SOFTWARE DEVELOPERS, APPLICATIONS","89,669.00",Year,NULL
UA005530,"OPERATIONS RESEARCH ANALYSTS",40.00,Hour,NULL
UA005531,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",45.00,Hour,NULL
UA005532,"COMPUTER AND INFORMATION SYSTEMS MANAGERS",56.00,Hour,NULL
UA005533,"SOFTWARE DEVELOPERS, APPLICATIONS","83,470.00",Year,NULL
UA005534,"SOFTWARE DEVELOPERS, APPLICATIONS",64.50,Hour,NULL
UA005535,"COMPUTER PROGRAMMERS","64,641.00",Year,NULL
UA005536,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","98,000.00",Year,NULL
UA005537,"ACCOUNTANTS AND AUDITORS","81,500.00",Year,NULL
UA005538,"ACCOUNTANTS AND AUDITORS","81,500.00",Year,NULL
UA005539,"COMPUTER OCCUPATIONS, ALL OTHER","75,700.00",Year,NULL
UA005540,"CIVIL ENGINEERS","104,332.80",Year,NULL
UA005541,"COMPUTER SYSTEMS ANALYSTS","80,000.00",Year,NULL
UA005542,"SOFTWARE DEVELOPERS, APPLICATIONS",53.30,Hour,NULL
UA005543,"SOFTWARE DEVELOPERS, APPLICATIONS","86,500.00",Year,NULL
UA005544,"COMPUTER SYSTEMS ANALYSTS","69,555.00",Year,NULL
UA005545,"COMPUTER PROGRAMMERS","55,000.00",Year,NULL
UA005546,"SOFTWARE DEVELOPERS, APPLICATIONS","99,500.00",Year,NULL
UA005547,"COMPUTER SYSTEMS ANALYSTS","89,000.00",Year,NULL
UA005548,"COMPUTER SYSTEMS ANALYSTS","88,000.00",Year,NULL
UA005549,"COMPUTER OCCUPATIONS, ALL OTHER","90,000.00",Year,NULL
UA005550,"SOFTWARE DEVELOPERS, APPLICATIONS","74,000.00",Year,NULL
UA005551,"SOFTWARE DEVELOPERS, APPLICATIONS","100,000.00",Year,NULL
UA005552,"SOFTWARE DEVELOPERS, APPLICATIONS","91,000.00",Year,NULL
UA005553,CHEMISTS,"90,000.00",Year,NULL
UA005554,"PHYSICAL SCIENTISTS, ALL OTHER","64,008.00",Year,NULL
UA005555,"SOFTWARE DEVELOPERS, APPLICATIONS",68.00,Hour,NULL
UA005556,"AIRLINE PILOTS, COPILOTS, AND FLIGHT ENGINEERS",37.23,Hour,NULL
UA005557,"SOFTWARE DEVELOPERS, APPLICATIONS","100,000.00",Year,NULL
UA005558,"COMPUTER NETWORK ARCHITECTS","116,500.00",Year,NULL
UA005559,"SOFTWARE DEVELOPERS, APPLICATIONS","80,000.00",Year,NULL
UA005560,"SOFTWARE DEVELOPERS, APPLICATIONS","93,000.00",Year,NULL
UA005561,"MARINE ENGINEERS AND NAVAL ARCHITECTS","70,949.00",Year,NULL
UA005562,"COMPUTER SYSTEMS ANALYSTS","78,000.00",Year,NULL
UA005563,"MANAGEMENT ANALYSTS","74,901.00",Year,NULL
UA005564,"SOCIAL WORK TEACHERS, POSTSECONDARY","68,500.00",Year,NULL
UA005565,"SOFTWARE DEVELOPERS, APPLICATIONS","118,000.00",Year,NULL
UA005566,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","74,110.00",Year,NULL
UA005567,"COMPUTER SYSTEMS ANALYSTS","86,071.00",Year,NULL
UA005568,"COMPUTER SYSTEMS ANALYSTS","113,407.00",Year,NULL
UA005569,"SOFTWARE DEVELOPERS, APPLICATIONS","95,200.00",Year,NULL
UA005570,"SOFTWARE DEVELOPERS, APPLICATIONS","95,000.00",Year,NULL
UA005571,"COMPUTER OCCUPATIONS, ALL OTHER",65.20,Hour,NULL
UA005572,"SOFTWARE DEVELOPERS, APPLICATIONS","109,325.00",Year,NULL
UA005573,"SOFTWARE DEVELOPERS, APPLICATIONS",54.00,Hour,NULL
UA005574,"COMPUTER SYSTEMS ANALYSTS","82,326.00",Year,NULL
UA005575,"COMPUTER SYSTEMS ANALYSTS","85,000.00",Year,NULL
UA005576,"COMPUTER PROGRAMMERS","102,000.00",Year,NULL
UA005577,"COMPUTER SYSTEMS ANALYSTS","81,848.00",Year,NULL
UA005578,"SOFTWARE DEVELOPERS, APPLICATIONS",54.00,Hour,NULL
UA005579,"SOFTWARE DEVELOPERS, APPLICATIONS","108,160.00",Year,NULL
UA005580,"COMPUTER SYSTEMS ANALYSTS","60,466.00",Year,NULL
UA005581,"COMPUTER SYSTEMS ANALYSTS","110,000.00",Year,NULL
UA005582,"COMPUTER SYSTEMS ANALYSTS","98,100.00",Year,NULL
UA005583,"COMPUTER PROGRAMMERS","72,280.00",Year,NULL
UA005584,"COMPUTER OCCUPATIONS, ALL OTHER","72,218.00",Year,NULL
UA005585,"COMPUTER SYSTEMS ANALYSTS","74,734.00",Year,NULL
UA005586,"WEB DEVELOPERS","63,419.00",Year,NULL
UA005587,"WEB DEVELOPERS","75,546.00",Year,NULL
UA005588,"WEB DEVELOPERS","70,845.00",Year,NULL
UA005589,"MECHANICAL ENGINEERS","142,459.00",Year,NULL
UA005590,"ELECTRICAL ENGINEERS","115,000.00",Year,NULL
UA005591,"FINANCIAL MANAGERS","166,019.00",Year,NULL
UA005592,"INFORMATION SECURITY ANALYSTS","96,000.00",Year,NULL
UA005593,"SOFTWARE DEVELOPERS, APPLICATIONS","120,234.87",Year,NULL
UA005594,"COMPUTER OCCUPATIONS, ALL OTHER","135,000.00",Year,NULL
UA005595,"COMPUTER SYSTEMS ANALYST","100,000.00",Year,NULL
UA005596,"COMPUTER SYSTEMS ANALYST","99,112.00",Year,NULL
UA005597,"COMPUTER SYSTEMS ANALYST","86,099.00",Year,NULL
UA005598,"SOFTWARE DEVELOPERS, APPLICATIONS","107,280.00",Year,NULL
UA005599,"SOFTWARE DEVELOPERS, APPLICATIONS","116,000.00",Year,NULL
UA005600,"COMPUTER SYSTEMS ANALYSTS","90,300.00",Year,NULL
UA005601,"COMPUTER OCCUPATIONS, ALL OTHER","140,000.00",Year,NULL
UA005602,"COMPUTER SYSTEMS ANALYSTS","116,522.00",Year,NULL
UA005603,"COMPUTER OCCUPATIONS, ALL OTHER","90,000.04",Year,NULL
UA005604,"ELECTRICAL ENGINEERS","102,000.00",Year,NULL
UA005605,"SOFTWARE DEVELOPERS, APPLICATIONS","110,000.00",Year,NULL
UA005606,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","185,000.00",Year,NULL
UA005607,"OPERATIONS RESEARCH ANALYSTS","93,700.00",Year,NULL
UA005608,"COMPUTER PROGRAMMERS",56.00,Hour,NULL
UA005609,"SOFTWARE DEVELOPERS, APPLICATIONS","90,000.00",Year,NULL
UA005610,"SOFTWARE DEVELOPERS, APPLICATIONS","168,000.00",Year,NULL
UA005611,"COMPUTER PROGRAMMERS","74,000.00",Year,NULL
UA005612,"COMPUTER SYSTEMS ANALYSTS","80,000.00",Year,NULL
UA005613,"COMPUTER SYSTEMS ANALYSTS","86,700.00",Year,NULL
UA005614,"OPERATIONS RESEARCH ANALYSTS","158,000.00",Year,NULL
UA005615,"COMPUTER OCCUPATIONS, ALL OTHER","110,850.00",Year,NULL
UA005616,"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,","64,000.00",Year,NULL
UA005617,"COMPUTER SYSTEMS ANALYSTS","79,000.00",Year,NULL
UA005618,"PHYSICAL THERAPISTS","80,000.00",Year,NULL
UA005619,"COMPUTER PROGRAMMERS","74,277.00",Year,NULL
UA005620,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","95,555.00",Year,NULL
UA005621,"COMPUTER PROGRAMMERS","74,277.00",Year,NULL
UA005622,"COMPUTER PROGRAMMERS","80,000.00",Year,NULL
UA005623,"PRESCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION","30,000.00",Year,NULL
UA005624,"INTERNISTS, GENERAL",159.83,Hour,NULL
UA005625,"COMPUTER SYSTEMS ANALYSTS","87,000.00",Year,NULL
UA005626,"COMPUTER PROGRAMMERS","77,997.00",Year,NULL
UA005627,"COMPUTER PROGRAMMERS","79,508.00",Year,NULL
UA005628,"SOFTWARE DEVELOPERS, APPLICATIONS","81,500.00",Year,NULL
UA005629,"SOFTWARE DEVELOPERS, APPLICATIONS","115,500.00",Year,NULL
UA005630,"FINANCIAL ANALYSTS","115,000.00",Year,NULL
UA005631,"COMPUTER OCCUPATIONS, ALL OTHER","115,000.00",Year,NULL
UA005632,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA005633,"COMPUTER PROGRAMMERS","74,277.00",Year,NULL
UA005634,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA005635,"COMPUTER PROGRAMMERS","74,277.00",Year,NULL
UA005636,"COMPUTER PROGRAMMERS","69,930.00",Year,NULL
UA005637,"COMPUTER PROGRAMMERS","72,280.00",Year,NULL
UA005638,"COMPUTER PROGRAMMERS","72,904.00",Year,NULL
UA005639,"COMPUTER PROGRAMMERS","67,870.00",Year,NULL
UA005640,"COMPUTER PROGRAMMERS","81,370.00",Year,NULL
UA005641,"SOFTWARE DEVELOPERS, APPLICATIONS","92,768.00",Year,NULL
UA005642,"COMPUTER PROGRAMMERS","72,280.00",Year,NULL
UA005643,"SOFTWARE DEVELOPERS, APPLICATIONS","87,797.00",Year,NULL
UA005644,"COMPUTER PROGRAMMERS","75,941.00",Year,NULL
UA005645,"COMPUTER OCCUPATIONS, ALL OTHER","87,339.00",Year,NULL
UA005646,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","79,685.00",Year,NULL
UA005647,"SOFTWARE DEVELOPERS, APPLICATIONS","87,797.00",Year,NULL
UA005648,"SOFTWARE DEVELOPERS, APPLICATIONS","118,965.00",Year,NULL
UA005649,"COMPUTER OCCUPATIONS, ALL OTHER","94,182.00",Year,NULL
UA005650,"INDUSTRIAL ENGINEERS","110,000.00",Year,NULL
UA005651,"SOFTWARE DEVELOPERS, APPLICATIONS","175,000.00",Year,NULL
UA005652,"COMPUTER SYSTEMS ANALYSTS","100,000.00",Year,NULL
UA005653,"COMPUTER PROGRAMMERS","79,768.00",Year,NULL
UA005654,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","75,941.00",Year,NULL
UA005655,"COMPUTER OCCUPATIONS, ALL OTHER","73,008.00",Year,NULL
UA005656,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","75,837.00",Year,NULL
UA005657,"COMPUTER SYSTEMS ANALYSTS","108,000.00",Year,NULL
UA005658,"SOFTWARE DEVELOPERS, APPLICATIONS","115,000.00",Year,NULL
UA005659,"COMPUTER PROGRAMMERS","63,600.00",Year,NULL
UA005660,"PHYSICIANS AND SURGEONS, ALL OTHER",115.00,Hour,NULL
UA005661,"COMPUTER PROGRAMMERS",28.00,Hour,NULL
UA005662,"BIOLOGICAL SCIENTISTS, ALL OTHER","50,250.00",Year,NULL
UA005663,"COMPUTER OCCUPATIONS, ALL OTHER",40.32,Hour,NULL
UA005664,"SOFTWARE DEVELOPERS, APPLICATIONS","89,627.00",Year,NULL
UA005665,"DENTISTS, GENERAL","120,750.00",Year,NULL
UA005666,"SOFTWARE DEVELOPERS, APPLICATIONS","84,000.00",Year,NULL
UA005667,"SOFTWARE DEVELOPERS, APPLICATIONS","95,987.49",Year,NULL
UA005668,"FINANCIAL ANALYSTS","140,500.00",Year,NULL
UA005669,"SOFTWARE DEVELOPERS, APPLICATIONS","139,927.00",Year,NULL
UA005670,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","103,300.00",Year,NULL
UA005671,"FINANCIAL SPECIALISTS, ALL OTHER","115,000.00",Year,NULL
UA005672,"SOFTWARE DEVELOPERS, APPLICATIONS","99,300.00",Year,NULL
UA005673,"SOFTWARE DEVELOPERS, APPLICATIONS","100,200.00",Year,NULL
UA005674,"COMPUTER SYSTEMS ANALYSTS","109,000.00",Year,NULL
UA005675,"COMPUTER SYSTEMS ANALYSTS","74,422.00",Year,NULL
UA005676,"COMPUTER SYSTEMS ANALYSTS","99,112.00",Year,NULL
UA005677,"FINANCIAL ANALYSTS","98,842.00",Year,NULL
UA005678,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","47,861.00",Year,NULL
UA005679,"SOFTWARE DEVELOPERS, APPLICATIONS","86,000.00",Year,NULL
UA005680,"SOFTWARE DEVELOPERS, APPLICATIONS","86,000.00",Year,NULL
UA005681,"COMPUTER SYSTEMS ANALYSTS","62,150.00",Year,NULL
