JobApplyActivityId,JobId,UserAccountId,ApplyDate
8514,19756,UA001964,2018-06-13
8515,3137,UA000424,2018-09-08
8516,21315,UA006529,2018-09-07
8517,3102,UA003708,2018-07-30
8518,15170,UA006852,2018-07-27
8519,347,UA004060,2018-09-14
8520,21147,UA009347,2018-09-11
8521,462,UA006496,2018-08-18
8522,16751,UA007663,2018-06-12
8523,616,UA002390,2018-05-01
8524,18319,UA005653,2018-08-14
8525,21655,UA002578,2018-08-03
8526,2475,UA000180,2018-06-29
8527,9125,UA005340,2018-05-29
8528,2749,UA006770,2018-09-07
8529,9041,UA009467,2018-05-31
8530,20434,UA003118,2018-06-10
8531,721,UA001591,2018-07-20
8532,16724,UA007279,2018-08-29
8533,21504,UA009762,2018-05-17
8534,14730,UA003260,2018-06-09
8535,18654,UA005698,2018-06-01
8536,2265,UA008665,2018-09-16
8537,11028,UA001458,2018-06-08
8538,15249,UA007325,2018-06-04
8539,250,UA001275,2018-06-30
8540,14636,UA007744,2018-05-09
8541,13996,UA000801,2018-08-07
8542,14580,UA002825,2018-05-27
8543,6387,UA001656,2018-07-07
8544,8885,UA007025,2018-05-01
8545,11421,UA005219,2018-08-07
8546,19145,UA001872,2018-09-12
8547,17622,UA009641,2018-06-16
8548,10675,UA008990,2018-09-18
8549,3802,UA000465,2018-09-20
8550,18078,UA005985,2018-06-11
8551,11823,UA002576,2018-08-16
8552,13237,UA009135,2018-07-07
8553,7623,UA005943,2018-08-19
8554,12769,UA009912,2018-07-16
8555,4703,UA004217,2018-05-12
8556,522,UA008231,2018-07-10
8557,8205,UA005900,2018-07-07
8558,15607,UA007243,2018-05-31
8559,14158,UA000639,2018-07-23
8560,4481,UA000986,2018-05-31
8561,10272,UA005361,2018-07-26
8562,16206,UA001164,2018-07-31
8563,3886,UA005347,2018-09-03
8564,1270,UA008145,2018-07-03
8565,20599,UA002884,2018-06-05
8566,21690,UA007241,2018-05-14
8567,16362,UA005993,2018-07-26
8568,7235,UA003688,2018-07-20
8569,21122,UA005044,2018-05-14
8570,3744,UA006316,2018-06-28
8571,12229,UA008483,2018-09-06
8572,3850,UA000168,2018-09-25
8573,2326,UA004829,2018-05-06
8574,7394,UA005451,2018-06-27
8575,17853,UA000566,2018-05-01
8576,13049,UA005447,2018-08-22
8577,8805,UA005127,2018-06-09
8578,9762,UA002504,2018-05-15
8579,1878,UA006520,2018-08-29
8580,765,UA009159,2018-08-20
8581,3341,UA000358,2018-05-12
8582,13445,UA006752,2018-06-10
8583,10455,UA000966,2018-05-14
8584,15329,UA004273,2018-06-01
8585,16940,UA008752,2018-05-15
8586,16176,UA002053,2018-05-11
8587,10383,UA004894,2018-06-03
8588,2132,UA009691,2018-09-23
8589,18504,UA006650,2018-07-29
8590,2040,UA006665,2018-08-21
8591,20186,UA000435,2018-08-22
8592,12748,UA006096,2018-08-13
8593,11245,UA000003,2018-08-04
8594,18039,UA004826,2018-07-16
8595,18138,UA009680,2018-09-09
8596,15316,UA005865,2018-07-18
8597,4181,UA006390,2018-06-05
8598,1255,UA010066,2018-07-22
8599,7361,UA000490,2018-09-09
8600,16284,UA001549,2018-08-05
8601,17246,UA001488,2018-06-01
8602,12220,UA007599,2018-05-27
8603,4281,UA008037,2018-07-26
8604,21455,UA004249,2018-09-15
8605,3594,UA005710,2018-06-13
8606,10789,UA005380,2018-07-31
8607,16237,UA008794,2018-05-19
8608,1720,UA000445,2018-09-07
8609,4003,UA007240,2018-08-03
8610,1886,UA008682,2018-07-12
8611,16951,UA001873,2018-08-01
8612,16200,UA000327,2018-07-10
8613,126,UA007691,2018-08-21
8614,16707,UA008579,2018-05-20
8615,3514,UA003796,2018-09-17
8616,19747,UA004908,2018-09-10
8617,11106,UA002354,2018-05-25
8618,20050,UA001779,2018-09-26
8619,19462,UA003835,2018-09-17
8620,6266,UA001608,2018-07-06
8621,12616,UA004854,2018-05-06
8622,10708,UA001894,2018-06-26
8623,16963,UA001093,2018-08-11
8624,3807,UA002186,2018-05-16
8625,19933,UA004877,2018-07-27
8626,14630,UA008941,2018-09-18
8627,443,UA002747,2018-09-18
8628,17432,UA001039,2018-05-31
8629,13062,UA000843,2018-07-21
8630,16201,UA008696,2018-07-26
8631,14690,UA001671,2018-05-08
8632,5560,UA006356,2018-09-07
8633,11095,UA002201,2018-05-12
8634,17455,UA006065,2018-10-01
8635,21086,UA006985,2018-05-17
8636,4645,UA000767,2018-07-22
8637,15492,UA008098,2018-08-01
8638,4405,UA000004,2018-05-02
8639,18061,UA000022,2018-08-31
8640,16857,UA000647,2018-07-17
8641,10025,UA002217,2018-08-27
8642,13800,UA002220,2018-09-27
8643,10084,UA008466,2018-05-31
8644,20077,UA006194,2018-06-16
8645,380,UA005597,2018-07-17
8646,16263,UA008366,2018-09-26
8647,12821,UA001933,2018-05-25
8648,11515,UA004168,2018-05-26
8649,10077,UA007885,2018-08-12
8650,6138,UA008278,2018-05-26
8651,2276,UA001424,2018-06-21
8652,221,UA004786,2018-08-01
8653,5922,UA000380,2018-07-29
8654,12464,UA004236,2018-09-23
8655,13002,UA009854,2018-05-22
8656,12363,UA007929,2018-09-17
8657,331,UA000059,2018-09-10
8658,12441,UA001928,2018-08-16
8659,19887,UA007117,2018-07-13
8660,7637,UA008680,2018-07-25
8661,17085,UA000370,2018-07-24
8662,7224,UA004761,2018-06-11
8663,10618,UA000421,2018-08-03
8664,4167,UA006806,2018-07-14
8665,2656,UA007435,2018-08-09
8666,1017,UA010130,2018-09-25
8667,2645,UA005239,2018-09-14
8668,9272,UA003262,2018-08-31
8669,15582,UA006885,2018-06-28
8670,6549,UA002702,2018-05-30
8671,16521,UA002673,2018-08-12
8672,15206,UA002529,2018-07-04
8673,14276,UA001659,2018-09-23
8674,12892,UA005849,2018-05-16
8675,16649,UA002680,2018-07-30
8676,11085,UA005889,2018-08-14
8677,11887,UA007197,2018-08-06
8678,12367,UA006265,2018-08-16
8679,16731,UA009232,2018-08-10
8680,10368,UA007943,2018-06-25
8681,10920,UA008860,2018-07-09
8682,20559,UA000193,2018-09-16
8683,5652,UA000975,2018-07-07
8684,5945,UA007240,2018-05-20
8685,15086,UA003460,2018-05-05
8686,9760,UA005038,2018-08-09
8687,19065,UA009576,2018-08-10
8688,3911,UA001281,2018-07-21
8689,21210,UA001412,2018-06-07
8690,19589,UA002927,2018-09-17
8691,10540,UA005888,2018-09-24
8692,7613,UA002672,2018-05-11
8693,17811,UA001704,2018-09-12
8694,10988,UA009225,2018-08-20
8695,19067,UA003122,2018-07-13
8696,16157,UA003074,2018-09-01
8697,18419,UA005672,2018-05-27
8698,7830,UA003831,2018-05-16
8699,7814,UA006966,2018-07-16
8700,12458,UA005453,2018-08-21
8701,10289,UA005249,2018-05-09
8702,10612,UA004510,2018-08-26
8703,17855,UA000792,2018-07-11
8704,1916,UA003497,2018-05-11
8705,6831,UA006630,2018-05-12
8706,6776,UA004793,2018-06-14
8707,5772,UA006673,2018-08-13
8708,9826,UA006963,2018-08-04
8709,2006,UA006374,2018-06-05
8710,14066,UA007668,2018-06-15
8711,19874,UA001869,2018-09-27
8712,4153,UA007872,2018-05-03
8713,13675,UA002850,2018-08-04
8714,4890,UA007506,2018-05-23
8715,19169,UA004406,2018-09-05
8716,9706,UA009003,2018-05-07
8717,21562,UA000075,2018-07-07
8718,6616,UA008892,2018-09-16
8719,6099,UA007080,2018-09-18
8720,7129,UA005331,2018-05-09
8721,20784,UA001843,2018-09-14
8722,3604,UA004133,2018-05-22
8723,576,UA008295,2018-08-21
8724,17625,UA008645,2018-05-09
8725,19322,UA004882,2018-09-03
8726,915,UA006096,2018-07-29
8727,7845,UA001627,2018-07-27
8728,21753,UA006756,2018-08-01
8729,18609,UA004937,2018-09-16
8730,20697,UA001139,2018-07-01
8731,11820,UA000462,2018-09-23
8732,18954,UA003151,2018-05-29
8733,20454,UA001201,2018-05-01
8734,17577,UA009629,2018-05-14
8735,17827,UA009396,2018-09-30
8736,8361,UA007239,2018-08-29
8737,18765,UA004966,2018-05-12
8738,18182,UA009083,2018-08-10
8739,1899,UA005327,2018-06-23
8740,18959,UA008349,2018-08-16
8741,16221,UA003074,2018-08-13
8742,8460,UA004769,2018-05-19
8743,381,UA008479,2018-09-30
8744,12117,UA008778,2018-08-08
8745,5705,UA001798,2018-07-12
8746,2961,UA006648,2018-07-07
8747,14703,UA007386,2018-09-20
8748,6176,UA006547,2018-07-12
8749,21429,UA004906,2018-08-07
8750,6539,UA003856,2018-06-28
8751,1927,UA005931,2018-09-29
8752,7828,UA005019,2018-09-27
8753,20692,UA008639,2018-07-25
8754,19658,UA001267,2018-08-22
8755,7887,UA008246,2018-08-06
8756,10975,UA003349,2018-09-25
8757,2727,UA006879,2018-06-11
8758,5112,UA007939,2018-09-27
8759,8771,UA000582,2018-06-21
8760,19751,UA004367,2018-06-04
8761,14280,UA003689,2018-09-15
8762,2712,UA005141,2018-08-17
8763,3706,UA006138,2018-08-30
8764,19243,UA001886,2018-08-25
8765,11191,UA002853,2018-09-11
8766,2747,UA005658,2018-08-18
8767,18834,UA007197,2018-08-26
8768,5317,UA004630,2018-06-19
8769,11105,UA007601,2018-05-13
8770,20249,UA000055,2018-05-19
8771,12778,UA001358,2018-07-31
8772,4573,UA005732,2018-07-08
8773,6439,UA000368,2018-08-19
8774,11549,UA008812,2018-06-23
8775,10662,UA007495,2018-09-05
8776,11438,UA004049,2018-05-12
8777,13828,UA008800,2018-06-06
8778,5438,UA005180,2018-08-21
8779,1170,UA004877,2018-07-17
8780,18480,UA006433,2018-07-07
8781,14049,UA002104,2018-08-03
8782,9075,UA000870,2018-07-31
8783,21207,UA009418,2018-07-01
8784,13079,UA009330,2018-09-14
8785,8708,UA004225,2018-06-26
8786,14970,UA006432,2018-06-30
8787,21187,UA002474,2018-09-19
8788,18734,UA006077,2018-08-02
8789,4748,UA009639,2018-05-29
8790,9612,UA003355,2018-07-19
8791,4689,UA001577,2018-09-28
8792,16703,UA004485,2018-05-24
8793,16343,UA008483,2018-08-09
8794,10380,UA005823,2018-07-01
8795,18104,UA000880,2018-06-29
8796,4898,UA000131,2018-08-05
8797,19127,UA008845,2018-06-13
8798,1779,UA003662,2018-08-29
8799,2591,UA009112,2018-07-08
8800,15752,UA005051,2018-07-07
8801,3612,UA006097,2018-09-03
8802,19259,UA005576,2018-07-09
8803,8785,UA010147,2018-09-05
8804,12669,UA008099,2018-06-08
8805,5247,UA009090,2018-06-14
8806,13641,UA003850,2018-07-13
8807,21,UA001845,2018-05-18
8808,8083,UA008257,2018-09-19
8809,19494,UA007498,2018-06-03
8810,18827,UA004700,2018-09-12
8811,14245,UA000006,2018-05-30
8812,8241,UA002230,2018-09-07
8813,14185,UA002506,2018-08-22
8814,20233,UA009915,2018-05-26
8815,11986,UA006021,2018-08-21
8816,1180,UA009967,2018-08-15
8817,13857,UA004914,2018-06-02
8818,5972,UA004185,2018-09-24
8819,5195,UA001251,2018-06-21
8820,6186,UA009536,2018-08-09
8821,16048,UA004356,2018-06-10
8822,16590,UA003098,2018-08-18
8823,21706,UA002295,2018-05-23
8824,9356,UA007972,2018-08-29
8825,7330,UA006150,2018-05-11
8826,19157,UA001382,2018-09-11
8827,6190,UA006700,2018-08-28
8828,10883,UA005826,2018-07-16
8829,11095,UA008904,2018-06-12
8830,998,UA001400,2018-06-19
8831,19272,UA008573,2018-06-14
8832,5462,UA007199,2018-07-13
8833,10865,UA008411,2018-05-27
8834,2524,UA009243,2018-09-25
8835,7632,UA002262,2018-07-07
8836,19783,UA003323,2018-05-27
8837,10070,UA004675,2018-05-19
8838,8125,UA005643,2018-09-21
8839,15310,UA005657,2018-05-03
8840,3677,UA005613,2018-07-21
8841,17420,UA003427,2018-05-24
8842,16604,UA008502,2018-07-02
8843,20761,UA006296,2018-05-13
8844,7489,UA008464,2018-05-05
8845,19829,UA002466,2018-05-26
8846,16814,UA005155,2018-07-22
8847,2963,UA008652,2018-07-01
8848,2130,UA008882,2018-09-30
8849,10521,UA004772,2018-06-29
8850,3831,UA004574,2018-06-11
8851,14435,UA008489,2018-08-08
8852,2290,UA000455,2018-06-29
8853,1818,UA009885,2018-05-15
8854,15080,UA007082,2018-06-11
8855,15692,UA008070,2018-08-06
8856,13131,UA008678,2018-06-15
8857,16997,UA009429,2018-07-09
8858,17428,UA001137,2018-08-09
8859,6527,UA000420,2018-09-24
8860,2203,UA005243,2018-09-17
8861,12679,UA007444,2018-10-01
8862,21725,UA001142,2018-06-06
8863,21412,UA009055,2018-05-28
8864,5220,UA009188,2018-08-05
8865,17637,UA001244,2018-06-10
8866,14076,UA005112,2018-05-07
8867,15428,UA006825,2018-07-03
8868,12741,UA009336,2018-07-03
8869,1821,UA009037,2018-08-07
8870,8591,UA005799,2018-08-26
8871,10863,UA005097,2018-06-03
8872,12631,UA006419,2018-05-04
8873,15160,UA005520,2018-07-19
8874,7483,UA006052,2018-07-09
8875,12317,UA005669,2018-05-28
8876,6213,UA008305,2018-05-22
8877,5570,UA001328,2018-08-09
8878,4940,UA001727,2018-07-07
8879,8279,UA005863,2018-07-26
8880,21699,UA001481,2018-05-28
8881,15072,UA009154,2018-06-09
8882,11534,UA006983,2018-08-18
8883,18213,UA005531,2018-09-28
8884,14228,UA002436,2018-08-26
8885,2128,UA005536,2018-08-21
8886,11137,UA007061,2018-05-29
8887,10733,UA005115,2018-05-18
8888,11068,UA008916,2018-07-16
8889,10697,UA001393,2018-09-08
8890,15546,UA008408,2018-05-28
8891,17072,UA007962,2018-08-25
8892,19418,UA009420,2018-05-27
8893,20138,UA006956,2018-06-09
8894,5674,UA000658,2018-09-21
8895,18426,UA005910,2018-08-15
8896,21070,UA009190,2018-06-19
8897,13446,UA005159,2018-05-24
8898,18498,UA009453,2018-08-05
8899,12493,UA003531,2018-05-08
8900,2038,UA004720,2018-07-26
8901,6830,UA009988,2018-05-08
8902,12496,UA000871,2018-08-17
8903,4200,UA000602,2018-07-01
8904,20997,UA006930,2018-07-25
8905,16865,UA004527,2018-07-15
8906,3115,UA002539,2018-07-15
8907,4630,UA006278,2018-08-14
8908,18117,UA005999,2018-06-06
8909,3973,UA006188,2018-08-31
8910,16788,UA004791,2018-05-21
8911,2796,UA009207,2018-05-29
8912,17554,UA005330,2018-09-13
8913,7417,UA001356,2018-08-16
8914,184,UA003765,2018-09-17
8915,1030,UA000375,2018-07-18
8916,15481,UA007341,2018-09-14
8917,5340,UA005191,2018-10-01
8918,5422,UA008890,2018-06-22
8919,5687,UA002169,2018-09-23
8920,11487,UA009368,2018-07-18
8921,11873,UA005025,2018-05-24
8922,18863,UA002328,2018-10-01
8923,15307,UA002581,2018-09-21
8924,15986,UA008707,2018-08-26
8925,6383,UA008645,2018-05-16
8926,9744,UA002665,2018-09-19
8927,1749,UA000599,2018-09-25
8928,17302,UA009681,2018-06-29
8929,15833,UA007698,2018-08-31
8930,12913,UA007627,2018-05-30
8931,2341,UA009403,2018-05-27
8932,15552,UA009948,2018-08-09
8933,12035,UA000467,2018-05-15
8934,5258,UA003923,2018-06-28
8935,21246,UA008774,2018-09-19
8936,6460,UA007723,2018-08-22
8937,5458,UA001781,2018-08-16
8938,26,UA000094,2018-07-12
8939,8604,UA008663,2018-06-26
8940,3973,UA000557,2018-07-30
8941,11453,UA002991,2018-08-10
8942,2589,UA002262,2018-05-11
8943,9981,UA003058,2018-07-31
8944,17041,UA006016,2018-07-30
8945,4655,UA009214,2018-08-31
8946,8187,UA003585,2018-08-24
8947,21197,UA002364,2018-06-18
8948,20247,UA007230,2018-05-04
8949,5235,UA007037,2018-09-15
8950,2330,UA000240,2018-07-17
8951,15136,UA008913,2018-06-16
8952,9961,UA003531,2018-07-23
8953,11212,UA001220,2018-08-27
8954,5345,UA003440,2018-07-31
8955,16478,UA001167,2018-05-14
8956,8782,UA008789,2018-05-09
8957,13278,UA009682,2018-07-03
8958,5062,UA006638,2018-08-27
8959,16831,UA001341,2018-08-18
8960,4606,UA007756,2018-09-18
8961,4862,UA006451,2018-07-23
8962,208,UA003841,2018-08-20
8963,5975,UA004900,2018-05-16
8964,17253,UA008989,2018-07-09
8965,4639,UA005574,2018-06-10
8966,163,UA005179,2018-05-21
8967,14252,UA001668,2018-06-23
8968,11857,UA000420,2018-09-25
8969,12150,UA006320,2018-08-20
8970,4493,UA000337,2018-07-26
8971,4488,UA009283,2018-06-03
8972,16351,UA001578,2018-08-26
8973,5285,UA000810,2018-06-27
8974,19426,UA002608,2018-09-04
8975,19105,UA004810,2018-06-08
8976,3585,UA001730,2018-08-31
8977,4992,UA009857,2018-09-15
8978,3103,UA002301,2018-09-13
8979,19364,UA009740,2018-06-28
8980,5716,UA001679,2018-09-30
8981,11374,UA003858,2018-09-16
8982,1604,UA005568,2018-05-03
8983,9704,UA001875,2018-08-24
8984,16816,UA006554,2018-07-20
8985,15780,UA010155,2018-06-08
8986,16952,UA006200,2018-07-27
8987,7106,UA003186,2018-07-31
8988,4671,UA006990,2018-05-19
8989,12753,UA009504,2018-06-27
8990,14676,UA000395,2018-08-09
8991,5702,UA009609,2018-06-28
8992,14305,UA001506,2018-08-12
8993,13546,UA009937,2018-05-17
8994,21784,UA009433,2018-06-21
8995,9820,UA006067,2018-07-13
8996,10746,UA002554,2018-05-31
8997,19710,UA002224,2018-09-23
8998,21089,UA001818,2018-09-18
8999,1645,UA001927,2018-07-11
9000,7121,UA000702,2018-08-27
9001,2369,UA001608,2018-07-11
9002,8299,UA007317,2018-09-24
9003,11051,UA003277,2018-07-02
9004,5047,UA002630,2018-05-31
9005,13729,UA005505,2018-05-01
9006,10833,UA006522,2018-08-03
9007,8009,UA000191,2018-05-07
9008,10498,UA004747,2018-07-02
9009,20477,UA002114,2018-08-02
9010,12894,UA002955,2018-05-02
9011,21486,UA008223,2018-09-18
9012,15269,UA001500,2018-05-10
9013,11281,UA001618,2018-07-09
9014,12744,UA007526,2018-09-03
9015,21644,UA000501,2018-05-09
9016,6122,UA006102,2018-05-28
9017,2866,UA005518,2018-07-14
9018,1338,UA005679,2018-09-10
9019,15516,UA000643,2018-05-15
9020,3737,UA005026,2018-05-11
9021,10032,UA006190,2018-08-09
9022,17104,UA002843,2018-07-22
9023,9846,UA005246,2018-09-12
9024,4134,UA001010,2018-06-30
9025,6202,UA009273,2018-06-28
9026,7190,UA009754,2018-06-28
9027,15958,UA004655,2018-08-18
9028,294,UA008059,2018-07-09
9029,5613,UA000354,2018-08-14
9030,16095,UA004719,2018-06-27
9031,2478,UA008260,2018-08-05
9032,1091,UA007377,2018-06-02
9033,4764,UA001630,2018-09-07
9034,18918,UA007801,2018-06-14
9035,14248,UA002582,2018-07-25
9036,10935,UA009450,2018-08-22
9037,3084,UA007695,2018-08-15
9038,4619,UA008717,2018-06-25
9039,21446,UA000670,2018-08-03
9040,13090,UA007617,2018-07-22
9041,21735,UA009140,2018-09-04
9042,7465,UA007892,2018-06-02
9043,12138,UA003679,2018-09-30
9044,7612,UA002042,2018-05-31
9045,2866,UA000488,2018-10-01
9047,17122,UA010081,2018-07-01
9048,2635,UA002233,2018-09-01
9049,2327,UA008798,2018-08-31
9050,16641,UA007069,2018-07-15
9051,7523,UA006906,2018-07-03
9052,6926,UA000665,2018-06-12
9053,17780,UA003458,2018-05-11
9054,11939,UA000552,2018-08-30
9055,640,UA002133,2018-08-14
9056,21077,UA001489,2018-07-16
9057,1708,UA002223,2018-10-01
9058,14500,UA001540,2018-07-28
9059,6879,UA003246,2018-09-04
9060,1095,UA003166,2018-05-22
9061,16346,UA000044,2018-05-24
9062,9289,UA000663,2018-08-05
9063,19698,UA003184,2018-09-16
9064,17828,UA004211,2018-07-08
9065,4455,UA003552,2018-07-14
9066,19242,UA009923,2018-09-28
9067,16861,UA006319,2018-06-04
9068,7796,UA007241,2018-09-20
9069,21111,UA000112,2018-08-09
9070,1905,UA004027,2018-05-31
9071,3353,UA006059,2018-09-04
9072,6778,UA001338,2018-07-18
9073,18999,UA003318,2018-09-16
9074,16047,UA001736,2018-06-09
9075,9691,UA002008,2018-06-06
9076,3063,UA009361,2018-06-11
9077,12055,UA008420,2018-05-26
9078,12475,UA005012,2018-09-05
9079,9516,UA002263,2018-09-03
9080,11193,UA007685,2018-07-11
9081,8421,UA003523,2018-06-16
9082,8492,UA007792,2018-06-24
9083,18894,UA000377,2018-07-04
9084,21091,UA004454,2018-06-02
9085,15447,UA002965,2018-08-12
9086,6632,UA005401,2018-05-10
9087,6290,UA009646,2018-06-19
9088,2358,UA001172,2018-07-08
9089,13958,UA002169,2018-09-04
9090,14767,UA001312,2018-07-12
9091,13234,UA007844,2018-07-07
9092,9522,UA006438,2018-10-01
9093,6209,UA003062,2018-09-06
9094,17904,UA002065,2018-05-02
9095,12608,UA005731,2018-06-06
9096,7124,UA006289,2018-05-16
9097,18423,UA000530,2018-07-07
9098,328,UA001480,2018-09-19
9099,18888,UA004792,2018-05-11
9100,7755,UA009938,2018-05-22
9101,17307,UA005243,2018-09-14
9102,4730,UA007537,2018-05-15
9103,7017,UA007816,2018-05-12
9104,14598,UA004919,2018-05-19
9105,19327,UA005681,2018-07-16
9106,6909,UA004653,2018-09-15
9107,17051,UA001875,2018-05-11
9108,7791,UA001680,2018-08-11
9109,21541,UA007505,2018-08-18
9110,176,UA006059,2018-08-25
9111,20395,UA000903,2018-05-03
9112,4543,UA002265,2018-08-22
9113,20880,UA002109,2018-05-30
9114,16246,UA000471,2018-08-07
9115,4333,UA008047,2018-09-12
9116,2042,UA005241,2018-09-30
9117,6995,UA007646,2018-08-11
9118,14179,UA006497,2018-08-28
9119,16586,UA008882,2018-07-26
9120,8284,UA007526,2018-06-02
9121,18401,UA000214,2018-09-29
9122,814,UA002459,2018-07-31
9123,6503,UA001271,2018-06-05
9124,6015,UA005006,2018-09-30
9125,18367,UA009604,2018-06-14
9126,18684,UA002799,2018-05-10
9127,13773,UA000644,2018-05-10
9128,8751,UA008680,2018-09-22
9129,4973,UA004248,2018-07-12
9130,10292,UA004230,2018-05-02
9131,21140,UA006651,2018-09-21
9132,9544,UA000962,2018-06-26
9133,20826,UA003744,2018-09-14
9134,16658,UA002736,2018-06-29
9135,18861,UA005929,2018-05-06
9136,7285,UA008848,2018-06-02
9137,6988,UA001334,2018-07-11
9138,1832,UA003214,2018-07-27
9139,4546,UA006109,2018-05-14
9140,9585,UA008372,2018-05-18
9141,3922,UA006253,2018-06-16
9142,1369,UA004929,2018-05-22
9143,7174,UA008948,2018-07-22
9144,19081,UA006338,2018-05-22
9145,8738,UA002541,2018-08-31
9146,12897,UA003140,2018-06-28
9147,19406,UA005032,2018-08-26
9148,6155,UA001534,2018-07-20
9149,19256,UA008602,2018-07-28
9150,15941,UA000502,2018-08-17
9151,5316,UA001562,2018-08-16
9152,3833,UA001625,2018-08-11
9153,12330,UA004552,2018-06-20
9154,4736,UA003130,2018-08-09
9155,3464,UA004781,2018-08-17
9156,10870,UA003249,2018-08-24
9157,2188,UA002306,2018-05-17
9158,6120,UA006369,2018-09-28
9159,19720,UA006559,2018-07-24
9160,20137,UA000280,2018-07-19
9161,9532,UA006991,2018-08-08
9162,10406,UA001638,2018-08-30
9163,15578,UA010172,2018-08-15
9164,16391,UA002712,2018-06-22
9165,5749,UA008585,2018-08-14
9166,21241,UA007331,2018-06-03
9167,8636,UA004128,2018-07-22
9168,7713,UA005310,2018-07-12
9169,1390,UA005017,2018-08-09
9170,17639,UA002153,2018-06-30
9171,15997,UA007494,2018-08-17
9172,4088,UA008564,2018-05-14
9173,13872,UA009908,2018-09-24
9174,16168,UA009761,2018-09-02
9175,7269,UA000901,2018-07-11
9176,15787,UA008126,2018-06-24
9177,11291,UA004632,2018-09-05
9178,1100,UA007893,2018-06-17
9179,16245,UA009880,2018-08-14
9180,788,UA005996,2018-07-31
9181,16029,UA005683,2018-07-14
9182,10225,UA007765,2018-09-26
9183,5577,UA009208,2018-06-24
9184,11647,UA005759,2018-07-22
9185,15214,UA003491,2018-09-30
9186,18348,UA007702,2018-08-18
9187,4967,UA007908,2018-09-06
9188,15330,UA001995,2018-07-10
9189,10273,UA008218,2018-08-24
9190,8268,UA009074,2018-09-25
9191,19678,UA008610,2018-06-06
9192,18141,UA002867,2018-09-27
9193,14355,UA004138,2018-06-25
9194,18131,UA001671,2018-05-01
9195,4646,UA008676,2018-05-28
9196,12145,UA001230,2018-08-23
9197,17349,UA003415,2018-06-20
9198,19399,UA008589,2018-08-12
9199,11317,UA008768,2018-08-13
9200,11285,UA002897,2018-05-06
9201,19341,UA002614,2018-05-03
9202,13126,UA008504,2018-06-03
9203,17058,UA005598,2018-05-31
9204,11840,UA008558,2018-07-26
9205,14190,UA005238,2018-06-03
9206,16371,UA004964,2018-07-18
9207,12826,UA006870,2018-05-13
9208,5832,UA005470,2018-09-23
9209,15387,UA007650,2018-06-01
9210,1985,UA010169,2018-05-01
9211,4547,UA007494,2018-06-18
9212,4324,UA000423,2018-05-24
9213,9489,UA004181,2018-08-02
9214,18921,UA008045,2018-05-02
9215,12649,UA003892,2018-05-25
9216,15669,UA001530,2018-06-13
9217,4747,UA003102,2018-07-02
9218,16950,UA003684,2018-08-27
9219,15048,UA007563,2018-07-23
9220,2150,UA009695,2018-06-04
9221,5838,UA008197,2018-05-26
9222,5776,UA001334,2018-07-21
9223,7487,UA007820,2018-09-26
9224,6149,UA001730,2018-05-23
9225,1015,UA001064,2018-09-27
9226,9614,UA005741,2018-09-24
9227,7750,UA008686,2018-05-29
9228,16529,UA001918,2018-06-18
9229,9193,UA009945,2018-09-20
9230,15509,UA010164,2018-05-19
9231,16667,UA006085,2018-07-08
9232,635,UA003292,2018-09-27
9233,9660,UA006274,2018-08-21
9234,19583,UA003058,2018-07-23
9235,7626,UA003327,2018-08-01
9236,11342,UA009869,2018-08-13
9237,17862,UA001750,2018-05-25
9238,18109,UA010004,2018-09-11
9239,8080,UA005648,2018-09-02
9240,19196,UA002971,2018-06-12
9241,6270,UA003556,2018-09-14
9242,6903,UA007372,2018-09-16
9243,18789,UA004410,2018-09-13
9244,18553,UA007087,2018-06-01
9245,3463,UA003190,2018-07-21
9246,14427,UA007538,2018-08-29
9247,6550,UA003794,2018-08-06
9248,10033,UA002662,2018-07-09
9249,11174,UA001386,2018-05-12
9250,15680,UA005314,2018-07-07
9251,3384,UA009583,2018-05-13
9252,6424,UA007532,2018-09-23
9253,4445,UA007577,2018-06-23
9254,12021,UA003552,2018-07-01
9255,18664,UA010054,2018-09-22
9256,11603,UA005811,2018-08-05
9257,11950,UA007100,2018-06-18
9258,4762,UA006009,2018-05-16
9259,3296,UA004736,2018-09-19
9260,12852,UA007167,2018-06-29
9261,14614,UA005281,2018-09-28
9262,14212,UA001778,2018-07-09
9263,3510,UA001619,2018-09-04
9264,11699,UA008559,2018-09-06
9265,14134,UA005918,2018-08-17
9266,6579,UA004569,2018-08-27
9267,19666,UA008862,2018-06-14
9268,8627,UA006576,2018-06-15
9269,3186,UA001940,2018-05-24
9270,15567,UA000684,2018-09-07
9271,7362,UA006899,2018-06-09
9272,4232,UA004852,2018-08-24
9273,7976,UA002525,2018-06-06
9274,20839,UA001436,2018-07-03
9275,11172,UA000105,2018-06-27
9276,21807,UA009632,2018-06-07
9277,6352,UA002299,2018-09-17
9278,17714,UA001553,2018-07-21
9279,17814,UA008839,2018-08-25
9280,15358,UA002835,2018-06-01
9281,12027,UA007866,2018-05-20
9282,2337,UA002528,2018-06-07
9283,19275,UA006139,2018-05-03
9284,18586,UA006795,2018-07-13
9285,5193,UA001146,2018-06-01
9286,13905,UA008930,2018-07-25
9287,2663,UA009275,2018-08-28
9288,14721,UA003778,2018-08-01
9289,20501,UA003544,2018-06-22
9290,14459,UA009882,2018-07-28
9291,20071,UA005536,2018-07-05
