UserAccountId,IsWorking,StartDate,EndDate,JobTitle,FullTime,CompanyName,WorkSiteCity,WorkSiteState,WorkSiteCountry,WorkSitePostCode,Description
UA005809,Y,2017-10-10,2020-10-09,"SOFTWARE DEVELOPER",Y,"UNIFY SOLUTIONS, INC.","MOUNTAIN VIEW",CA,NULL,94043,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005810,N,2017-10-02,2020-10-01,"CROSS ASSET RISK ANALYST",Y,"METANOIA SOLUTIONS INC.","NEW YORK",NY,NULL,10005,"FINANCIAL SPECIALISTS, ALL OTHER"
UA005811,Y,2017-10-09,2019-04-18,"DELIVERY MANAGER",Y,"NISUM TECHNOLOGIES INC.","JOHNS CREEK",GA,NULL,30097,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA005812,N,2017-10-16,2020-10-16,"DATA SCIENTIST",Y,"SMARTLENS ANALYTICS, INC","SAN JOSE",CA,NULL,95113,"OPERATIONS RESEARCH ANALYSTS"
UA005813,Y,2017-10-20,2020-10-10,"SR. PERFORMANCE TEST ENGINEER",Y,"QSOLV INC.","SAN DIEGO",CA,NULL,92122,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005814,N,2017-10-10,2020-10-10,"SENIOR DEVOPS ENGINEER",Y,"AVCO CONSULTING INC",WORCESTER,MA,NULL,1608,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005815,Y,2017-10-01,2020-10-01,"SYSTEMS ANALYST",Y,"RJT COMPUQUEST, INC.",CHICAGO,IL,NULL,60661,"COMPUTER SYSTEMS ANALYSTS"
UA005816,Y,2017-09-29,2020-09-28,"ANALYTICS DEVELOPER",Y,"FINSOFT CONSULTANTS, INC.","CREVE COEUR",MO,NULL,63146,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005817,Y,2017-10-02,2019-09-15,"PROGRAMMER ANALYST",Y,"CANDOR PS LLC",WINDSOR,CT,NULL,6095,"COMPUTER PROGRAMMERS"
UA005818,Y,2017-10-09,2020-10-08,"RESEARCH LABORATORY TECHNICIAN II - INTERNAL MEDICINE",Y,"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,NULL,60612,"SOCIAL SCIENCE RESEARCH ASSISTANTS"
UA005819,Y,2018-03-30,2021-03-29,"SOFTWARE ENGINEER",Y,"CAPITAL ONE SERVICES II, LLC","ROLLING MEADOWS",IL,NULL,60008,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005820,Y,2017-10-09,2020-10-09,"MANAGER, DESIGN STRATEGY",Y,"COMPASS BANK","SAN FRANCISCO",CA,NULL,94105,"MANAGEMENT ANALYSTS"
UA005821,N,2017-10-04,2020-10-03,"PRE-GROW OUT FARM MANAGER",Y,"AQUABOUNTY FARMS INDIANA LLC",ALBANY,IN,NULL,47320,"FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS"
UA005822,Y,2018-01-01,2021-01-01,"SR. PROGRAMMER ANALYST",Y,"ISPACE, INC.",BURBANK,CA,NULL,91502,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005823,Y,2017-10-09,2020-10-08,"SENIOR ORACLE SYSTEMS ARCHITECT",Y,"THE GATES CORPORATION",DENVER,CO,NULL,80202,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005824,N,2017-10-06,2020-10-05,"SAP MOBILE ADMINISTRATOR",Y,"IT FACE, INC.",IRVING,TX,NULL,75038,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005825,Y,2018-03-30,2021-03-29,"SOFTWARE DEVELOPMENT ENGINEER III",Y,"AMAZON CORPORATE LLC",SEATTLE,WA,NULL,98109,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005826,N,2018-01-04,2021-01-03,DEVELOPER,Y,"TATA CONSULTANCY SERVICES LIMITED",NAPERVILLE,IL,NULL,60563,"COMPUTER PROGRAMMERS"
UA005827,N,2018-02-24,2021-02-23,DEVELOPER,Y,"TATA CONSULTANCY SERVICES LIMITED",MILFORD,OH,NULL,45150,"COMPUTER PROGRAMMERS"
UA005828,N,2018-03-28,2021-03-27,"SOFTWARE ENGINEER IN TEST II",Y,"CHICAGO MERCANTILE EXCHANGE INC.",CHICAGO,IL,NULL,60661,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005829,N,2018-03-28,2021-03-27,"TECHNICAL SPECIALIST QUALITY ASSURANCE",Y,"CHICAGO MERCANTILE EXCHANGE INC.",CHICAGO,IL,NULL,60606,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005830,N,2017-09-29,2020-09-28,"TECHNICAL MANAGER",Y,"MINDTREE LIMITED",LINDON,UT,NULL,84042,"COMPUTER SYSTEMS ANALYSTS"
UA005831,Y,2018-03-22,2021-03-21,"SOFTWARE DEVELOPMENT ENGINEER II",Y,"AMAZON CORPORATE LLC",SEATTLE,WA,NULL,98121,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005832,Y,2017-10-15,2019-09-30,"SENIOR COMMERCIAL ANALYST",Y,"APTARGROUP, INC.",CARY,IL,NULL,60013,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005833,Y,2017-10-01,2020-09-10,"PROGRAMMER ANALYST QA",Y,"PARAM CONSULTING SERVICES, INC","RIDGEFIELD PARK",NJ,NULL,7660,"COMPUTER PROGRAMMERS"
UA005834,N,2017-10-01,2020-08-30,"PROGRAMMER ANALYST/DEVELOPER",Y,"PARAM CONSULTING SERVICES, INC",ISELIN,NJ,NULL,8830,"COMPUTER PROGRAMMERS"
UA005835,Y,2017-10-01,2020-02-07,"SOFTWARE DEVELOPER",Y,"PARAM CONSULTING SERVICES, INC",ISELIN,NJ,NULL,8830,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005836,N,2017-10-01,2019-12-10,"PROGRAMMER ANALYST",Y,"PARAM CONSULTING SERVICES, INC","CHAPEL HILL",NC,NULL,27514,"COMPUTER PROGRAMMERS"
UA005837,Y,2017-10-01,2020-06-18,"SOFTWARE DEVELOPER",Y,"PARAM CONSULTING SERVICES, INC","JERSEY CITY",NJ,NULL,7302,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005838,N,2017-10-01,2020-02-16,"PROGRAMMER ANALYST/DEVELOPER",Y,"PARAM CONSULTING SERVICES, INC","NEW YORK",NY,NULL,10001,"COMPUTER PROGRAMMERS"
UA005839,N,2017-12-01,2020-11-30,"POSTDOCTORAL RESEARCH FELLOW",Y,"UNIVERSITY OF MICHIGAN","ANN ARBOR",MI,NULL,48109,"MEDICAL SCIENTIST, EXCEPT EPIDEMIOLOGIST"
UA005840,N,2018-03-28,2021-03-28,"OCCUPATIONAL THERAPIST",N,"RCM TECHNOLOGIES, INC.",BROOKLYN,NY,NULL,11219,"OCCUPATIONAL THERAPISTS"
UA005841,N,2017-10-09,2020-10-08,"SENIOR SOFTWARE ENGINEER",Y,"INTUIT INC.","MOUNTAIN VIEW",CA,NULL,94043,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005842,Y,2017-11-06,2020-11-05,"CORE VERIFICATION ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"ELECTRICAL ENGINEERS"
UA005843,Y,2017-10-16,2020-10-15,"SENIOR PRODUCT MANAGER - E-COMMERCE",Y,"GODADDY.COM, LLC",SUNNYVALE,CA,NULL,94089,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005844,Y,2018-03-15,2020-03-15,"PUBLIC RELATIONS VP",Y,"ALEATORIC MEDIA GROUP INC.",MAGNOLIA,TX,NULL,77355,"PUBLIC RELATIONS SPECIALISTS"
UA005845,Y,2017-11-06,2020-11-05,"CPU DFT ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"COMPUTER HARDWARE ENGINEERS"
UA005846,Y,2017-11-06,2020-11-05,"SOFTWARE ENGINEER APPS 4",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005847,Y,2017-10-16,2019-10-15,"GROWTH MARKETING MANAGER, SQUARE CAPITAL",Y,"SQUARE, INC.","SAN FRANCISCO",CA,NULL,94103,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005848,Y,2017-10-01,2020-09-30,"STAFF MACHINE LEARNING ENGINEER",Y,"TESLA, INC.","PALO ALTO",CA,NULL,94304,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
UA005849,N,2017-10-12,2020-10-11,"SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005850,Y,2017-10-02,2020-10-01,"ACCOUNT EXECUTIVE",Y,"MICROSOFT CORPORATION",MALVERN,PA,NULL,19355,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005851,Y,2018-03-21,2021-03-21,"SENIOR SYSTEMS ENGINEER",Y,"PYRAMID CONSULTING, INC.",ALPHARETTA,GA,NULL,30022,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005852,N,2018-03-05,2021-03-04,"DIRECTOR FINANCE FP AND A",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"FINANCIAL MANAGERS"
UA005853,Y,2017-09-29,2020-09-28,"DOMAIN CONSULTANT-L3",Y,"WIPRO LIMITED","LONE TREE",CO,NULL,80124,"MANAGEMENT ANALYSTS"
UA005854,N,2017-10-01,2020-10-01,"SENIOR SOFTWARE ENGINEER",Y,"METHODICA TECHNOLOGIES, LLC",TROY,MI,NULL,48084,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005855,N,2017-09-29,2020-09-28,"ARCHITECT LEVEL 2",Y,"WIPRO LIMITED",CORVALLIS,OR,NULL,97330,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005856,N,2017-09-29,2020-09-28,"PROGRAMMER ANALYST",Y,"WIPRO LIMITED",HILLSBORO,OR,NULL,97124,"COMPUTER PROGRAMMERS"
UA005857,N,2017-09-29,2020-09-28,"ARCHITECT LEVEL 2",Y,"WIPRO LIMITED","EL SEGUNDO",CA,NULL,90245,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005858,N,2018-02-18,2021-02-17,"TECHNICAL ARCHITECT",Y,"HEXAWARE TECHNOLOGIES, INC.",CHICAGO,IL,NULL,60603,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005859,Y,2017-09-29,2020-09-28,"SYSTEM ADMINISTRATOR",Y,"WIPRO LIMITED",ENGLEWOOD,CO,NULL,80112,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA005860,Y,2017-09-29,2020-09-28,"DATABASE ADMINISTRATOR",Y,"WIPRO LIMITED",IRVING,TX,NULL,75063,"DATABASE ADMINISTRATORS"
UA005861,Y,2017-09-29,2020-09-28,"SYSTEM ADMINISTRATOR",Y,"WIPRO LIMITED","PAINTED POST",NY,NULL,14870,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA005862,N,2017-09-29,2020-09-28,"PROGRAMMER ANALYST",Y,"WIPRO LIMITED",COLLIERVILLE,TN,NULL,38017,"COMPUTER PROGRAMMERS"
UA005863,Y,2017-09-29,2020-09-28,"LEAD ENGINEER",Y,"WIPRO LIMITED","WINSTON SALEM",NC,NULL,27105,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005864,N,2017-09-29,2020-09-28,"SYSTEMS ANALYST",Y,"HEXAWARE TECHNOLOGIES, INC.",MCLEAN,VA,NULL,22102,"COMPUTER SYSTEMS ANALYSTS"
UA005865,Y,2017-10-04,2020-10-03,MANAGER,Y,"DELOITTE CONSULTING LLP",PHILADELPHIA,PA,NULL,19103,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA005866,N,2017-11-03,2020-11-02,"EXECUTIVE DIRECTOR",N,"INTERGLOBAL ADMINISTRATIVE SERVICES, LLC","CORAL GABLES",FL,NULL,33146,"CHIEF EXECUTIVES"
UA005867,N,2017-10-16,2020-10-16,ANALYST,Y,"GOLDMAN SACHS &AMP; CO. LLC","NEW YORK",NY,NULL,10282,"FINANCIAL ANALYSTS"
UA005868,N,2017-10-11,2019-10-11,"PROJECT MANAGER EXTERNAL",Y,"SIEMENS INDUSTRY, INC.",SACRAMENTO,CA,NULL,95828,"INDUSTRIAL PRODUCTION MANAGERS"
UA005869,N,2017-12-01,2019-12-01,"MARKETING ASSOCIATE, CONSUMER MARKETING",Y,"PANDORA MEDIA, INC.",OAKLAND,CA,NULL,94612,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005870,Y,2017-10-23,2020-10-23,"ALLOWANCES ASSOCIATE",Y,"JPMORGAN CHASE &AMP; CO.",BROOKLYN,NY,NULL,11245,"FINANCIAL SPECIALISTS, ALL OTHER"
UA005871,Y,2017-12-06,2020-12-05,"CUSTOMER ENGINEERING - PRODUCT APPLICATION TECH SPECIALIST",Y,"CUMMINS INC.",COLUMBUS,IN,NULL,47201,"ELECTRICAL ENGINEERS"
UA005872,Y,2018-01-09,2021-01-09,"PRODUCTION TECHNICAL TRAINER",Y,"MURPHY-BROWN LLC",TARBORO,NC,NULL,27886,"TRAINING AND DEVELOPMENT SPECIALISTS"
UA005873,Y,2017-12-31,2020-12-31,"SENIOR INTERACTION DESIGNER",Y,"FROG DESIGN INC.",BROOKLYN,NY,NULL,11201,"COMMERCIAL AND INDUSTRIAL DESIGNERS"
UA005874,Y,2017-10-16,2020-10-15,"LEAD BIG DATA PLATFORM ENGINEER - HADOOP",Y,"THE NPD GROUP, INC.","NEW YORK",NY,NULL,10001,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005875,Y,2018-03-23,2021-03-22,"SENIOR MANAGER, OPERATIONS REPORTING AND ANALYTICS",Y,"LENDINGCLUB CORPORATION","SAN FRANCISCO",CA,NULL,94105,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA005876,Y,2018-01-01,2018-06-30,"ACTING INSTRUCTOR/SENIOR FELLOW",Y,"UNIVERSITY OF WASHINGTON",SEATTLE,WA,NULL,98195,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY"
UA005877,N,2017-10-01,2020-10-01,"ADVISORY MANAGER",Y,"ERNST &AMP; YOUNG U.S. LLP",ISELIN,NJ,NULL,8830,"COMPUTER SYSTEMS ANALYSTS"
UA005878,Y,2017-10-01,2020-10-01,"ADVISORY MANAGER",Y,"ERNST &AMP; YOUNG U.S. LLP",ATLANTA,GA,NULL,30308,"COMPUTER SYSTEMS ANALYSTS"
UA005879,Y,2017-09-29,2020-09-28,"SOFTWARE ENGINEER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005880,N,2017-09-29,2020-09-28,"SOFTWARE ENGINEER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005881,Y,2017-10-01,2018-07-11,"TECHNICAL DELIVERY MANAGER",Y,"SUMTOTAL SYSTEMS, INC.",GAINESVILLE,FL,NULL,32606,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005882,N,2017-09-29,2020-09-29,"SOFTWARE ENGINEER",Y,"AIM BIG INC",WASHINGTON,DC,NULL,20002,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005883,N,2017-09-29,2020-09-28,"SOFTWARE DEVELOPER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005884,N,2017-09-29,2020-09-28,"SOFTWARE DEVELOPER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005885,N,2017-12-30,2020-12-30,"SOFTWARE ENGINEER",Y,"FACEBOOK, INC.",SEATTLE,WA,NULL,98109,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005886,N,2017-09-29,2020-09-28,"SOFTWARE DEVELOPER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005887,Y,2017-10-09,2020-10-08,"PROGRAMMER ANALYST",Y,"PRELUDE SYSTEMS INC.",IRVINE,CA,NULL,92606,"COMPUTER SYSTEMS ANALYSTS"
UA005888,Y,2017-10-04,2020-10-03,"LEAD ENGINEER",Y,"WIPRO LIMITED",RAYMOND,OH,NULL,43067,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005889,Y,2017-10-06,2018-08-15,"SOFTWARE DEVELOPER, SYSTEMS SOFTWARE",Y,"L&T TECHNOLOGY SERVICES, LTD.",MILWAUKEE,WI,NULL,53209,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA005890,N,2018-03-06,2021-03-05,"SENIOR SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005891,Y,2018-03-31,2021-03-30,"SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005892,N,2018-03-28,2021-03-27,"SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005893,Y,2018-03-31,2021-03-30,"SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005894,N,2018-03-31,2021-03-30,"SENIOR SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005895,N,2018-03-31,2021-03-30,"PRINCIPAL PROGRAM MANAGER",Y,"MICROSOFT CORPORATION",BELLEVUE,WA,NULL,98008,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005896,N,2017-10-05,2020-10-05,"ADVISORY MANAGER",Y,"ERNST &AMP; YOUNG U.S. LLP",HERNDON,VA,NULL,20170,"INFORMATION SECURITY ANALYSTS"
UA005897,N,2018-03-06,2021-03-05,"SENIOR SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",SUNNYVALE,CA,NULL,94089,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005898,Y,2018-03-27,2021-03-26,"SENIOR SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005899,Y,2017-10-20,2020-10-19,"SOFTWARE CONSULTANT II",Y,"ALLTECH CONSULTING SERVICES INC.","SALT LAKE CITY",UT,NULL,84101,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005900,Y,2018-03-31,2021-03-30,"SENIOR SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION","MOUNTAIN VIEW",CA,NULL,94043,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005901,Y,2017-10-30,2020-10-29,"JAVA ARCHITECT",Y,"JDM SYSTEMS CONSULTANTS, INC.",DETROIT,MI,NULL,48243,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005902,Y,2017-10-06,2018-09-03,"IT PROJECT MANAGER",Y,"LARSEN & TOUBRO INFOTECH LIMITED",MADISON,WI,NULL,53717,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005903,Y,2017-10-06,2020-10-05,"COMPUTER SYSTEMS ENGINEER",Y,"LARSEN & TOUBRO INFOTECH LIMITED","WEST ALLIS",WI,NULL,53214,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005904,Y,2017-10-06,2019-01-29,"DESIGN ENGINEER",Y,"L&T TECHNOLOGY SERVICES LIMITED",WAUWATOSA,WI,NULL,53222,"COMMERCIAL AND INDUSTRIAL DESIGNERS"
UA005905,N,2017-10-05,2020-10-05,"ADVISORY SENIOR",Y,"ERNST &AMP; YOUNG U.S. LLP",DALLAS,TX,NULL,75201,"MANAGEMENT ANALYSTS"
UA005906,Y,2017-10-05,2020-10-05,"ADVISORY SENIOR",Y,"ERNST &AMP; YOUNG U.S. LLP",CHICAGO,IL,NULL,60606,"MANAGEMENT ANALYSTS"
UA005907,Y,2017-10-06,2019-09-04,"DESIGN ENGINEER",Y,"L&T TECHNOLOGY SERVICES LIMITED","EL SEGUNDO",CA,NULL,90245,"COMMERCIAL AND INDUSTRIAL DESIGNERS"
UA005908,N,2018-01-01,2020-12-31,"RESEARCH SCHOLAR",Y,"MEMORIAL SLOAN-KETTERING CANCER CENTER","NEW YORK",NY,NULL,10065,"BIOCHEMISTS AND BIOPHYSICISTS"
UA005909,Y,2017-10-06,2020-10-05,"SOLUTION ARCHITECT",Y,"L&T TECHNOLOGY SERVICES LIMITED","MAYFIELD HEIGHTS",OH,NULL,44124,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005910,N,2017-10-10,2019-10-09,"MARKET RESEARCH ANALYST",Y,"VENTURE SCOUT CORPORATION",MIAMI,FL,NULL,33127,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA005911,N,2017-11-13,2020-11-12,"COMPUTATIONAL BIOLOGIST",Y,"MEMORIAL SLOAN-KETTERING CANCER CENTER","NEW YORK",NY,NULL,10065,"BIOLOGICAL SCIENTISTS, ALL OTHER"
UA005912,N,2017-10-11,2020-10-09,"SOFTWARE AUTOMATION ENGINEER II",Y,"AMERICAN SPECIALTY HEALTH INCORPORATED","SAN DIEGO",CA,NULL,92121,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005913,N,2018-03-25,2021-03-24,"ERP FUNCTIONAL ANALYST II",Y,"ARROW ELECTRONICS, INC.",CENTENNIAL,CO,NULL,80112,"COMPUTER SYSTEMS ANALYSTS"
UA005914,N,2017-10-01,2020-09-30,"COMPUTER SYSTEMS ENGINEER",Y,"EXSILIO CONSULTING, INC.",IRVINE,CA,NULL,92614,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005915,Y,2017-10-01,2020-09-30,"SENIOR MANAGER, ENGINEERING",Y,"RIVERBED TECHNOLOGY, INC.",SUNNYVALE,CA,NULL,94085,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA005916,Y,2017-11-01,2020-10-31,"SENIOR ACCOUNTANT",Y,"NOVOBI LLC",AUSTIN,TX,NULL,78759,"ACCOUNTANTS AND AUDITORS"
UA005917,Y,2017-10-23,2020-10-22,"ASSOCIATE SYSTEMS ENGINEER",Y,"PS TECHNOLOGY INC.",LOUISVILLE,CO,NULL,80027,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005918,N,2017-10-16,2020-10-15,"SENIOR SOFTWARE ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA005919,Y,2017-11-06,2020-11-05,"ASIC DESIGN ENG",Y,"APPLE INC.",AUSTIN,TX,NULL,78746,"ELECTRICAL ENGINEERS"
UA005920,N,2017-11-06,2020-11-05,"CPU INTEGRATION ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"COMPUTER HARDWARE ENGINEERS"
UA005921,Y,2017-12-11,2020-12-10,"STORAGE (SAN) ADMINISTRATOR",Y,"I NET SOFTWARE TECHNOLOGIES INC","FT WORTH",TX,NULL,76117,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA005922,N,2017-09-29,2020-09-28,"COMPUTER PROGRAMMER ANALYST",Y,"HEXAWARE TECHNOLOGIES, INC.",ALPHARETTA,GA,NULL,30022,"COMPUTER SYSTEMS ANALYSTS"
UA005923,Y,2017-09-29,2020-09-28,"COMPUTER PROGRAMMER",Y,"HEXAWARE TECHNOLOGIES, INC.",BALTIMORE,MD,NULL,21202,"COMPUTER PROGRAMMERS"
UA005924,Y,2017-10-06,2018-06-30,"SOFTWARE ENGINEER AND TESTER",Y,"LARSEN & TOUBRO INFOTECH LIMITED","NEW YORK",NY,NULL,10036,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005925,Y,2017-10-06,2020-10-05,"COMPUTER SYSTEMS ENGINEER",Y,"LARSEN & TOUBRO INFOTECH LIMITED","SAN RAMON",CA,NULL,94583,"COMPUTER OCCUPATIONS, ALL OTHER"
UA005926,Y,2017-10-04,2020-10-03,"SOLUTION ANALYST",Y,"DELOITTE CONSULTING LLP","LAKE MARY",FL,NULL,32746,"COMPUTER PROGRAMMERS"
UA005927,Y,2017-10-06,2020-10-05,"DIRECTOR, DIGITAL MARKETING STRATEGY",Y,"RETAILCONVERGENCE.COM, LP",BOSTON,MA,NULL,2210,"MARKETING MANAGERS"
UA005928,Y,2017-09-29,2020-09-28,"SENIOR SOFTWARE ENGINEER",Y,"MAP MY CUSTOMERS, INC.",CARY,NC,NULL,27511,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005929,N,2017-10-05,2020-10-03,"QUALITY ASSURANCE - SENIOR",Y,"PENSOFT TECHNOLOGIES INC",DENVER,CO,NULL,80124,"COMPUTER SYSTEMS ANALYSTS"
UA005930,Y,2017-10-06,2020-10-06,"MECHANICAL ENGINEER",Y,"AUTOLIV ASP, INC.",SOUTHFIELD,MI,NULL,48034,"MECHANICAL ENGINEERS"
UA005931,Y,2017-11-13,2020-11-12,"SENIOR PRODUCT MANAGER",Y,"GROUPON, INC.",SEATTLE,WA,NULL,98101,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA005932,N,2018-01-10,2021-01-09,"FINANCIAL ANALYST II",Y,"HUDSON DATA LLC",CHARLOTTE,NC,NULL,28202,"FINANCIAL ANALYSTS"
UA005933,Y,2017-10-20,2020-10-19,"SOFTWARE DEVELOPER",Y,"SVS TECHNOLOGIES LIMITED",RICHMOND,VA,NULL,23230,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005934,N,2017-09-29,2020-09-28,"SOFTWARE ENGINEER",Y,"PEOPLE TECH GROUP INC.",BELLEVUE,WA,NULL,98004,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA005935,N,2017-10-02,2020-10-01,"NETWORK DEVELOPMENT ENGINEER I",Y,"AMAZON FULFILLMENT SERVICES, INC.",SEATTLE,WA,NULL,98121,"COMPUTER NETWORK ARCHITECTS"
UA005936,N,2017-10-10,2020-10-07,"PRINCIPAL CONSULTANT - US - PROFESSIONAL",Y,"INFOSYS LIMITED","SAN FRANCISCO",CA,NULL,94105,"MANAGEMENT ANALYST"
UA005937,N,2017-10-10,2020-10-07,"TECHNOLOGY ARCHITECT - US",Y,"INFOSYS LIMITED",SUNNYVALE,CA,NULL,94085,"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS"
UA005938,N,2017-10-10,2020-10-07,"TECHNOLOGY ANALYST - US",Y,"INFOSYS LIMITED",ATLANTA,GA,NULL,30303-1617,"COMPUTER SYSTEMS ANALYST"
UA005939,Y,2017-10-05,2020-10-04,"SOLUTION ANALYST",Y,"DELOITTE CONSULTING LLP",WARSAW,IN,NULL,46580,"COMPUTER PROGRAMMERS"
UA005940,Y,2017-10-21,2020-10-18,"TECHNICAL TEST LEAD - US - PROFESSIONAL",Y,"INFOSYS LIMITED",MILWAUKEE,WI,NULL,53202,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS"
UA005941,Y,2017-10-10,2020-10-07,"TECHNOLOGY LEAD - US",Y,"INFOSYS LIMITED","NEW YORK",NY,NULL,10004,"COMPUTER SYSTEMS ANALYST"
UA005942,N,2017-10-16,2020-10-13,"TECHNOLOGY LEAD - US",Y,"INFOSYS LIMITED",ATLANTA,GA,NULL,30346,"COMPUTER SYSTEMS ANALYST"
