JobPostSkillSetId,JobId,SkillSetId,SkillLevel
17648,2900,1661,II
17649,4459,5226,I
17650,12593,1145,II
17651,17016,1102,III
17652,15292,1792,II
17653,717,908,I
17654,4733,2221,II
17655,2444,2612,III
17656,8948,4156,II
17657,8901,2056,I
17658,17924,5980,II
17659,6858,2281,III
17660,20609,4663,II
17661,11332,803,I
17662,5079,577,II
17663,14144,2138,III
17664,11353,5481,II
17665,20809,490,I
17666,14062,4964,II
17667,20057,3866,III
17668,13542,1643,II
17669,13973,5581,I
17670,6519,1038,II
17671,8343,168,III
17672,21237,1446,II
17673,13693,1419,I
17674,4887,1689,II
17675,10190,4204,III
17676,3569,4259,II
17677,19517,4466,I
17678,1104,3532,II
17679,16614,2743,III
17680,20561,573,II
17681,19241,935,I
17682,12289,546,II
17683,2564,5258,III
17684,11119,548,II
17685,12063,4509,I
17686,19154,1721,II
17687,2649,4108,III
17688,403,3655,II
17689,17614,4871,I
17690,11511,2597,II
17691,8226,2079,III
17692,14520,1551,II
17693,3128,225,I
17694,7422,2768,II
17695,3876,1916,III
17696,8301,2145,I
17697,9362,5393,II
17698,16541,4488,III
17699,6476,5444,II
17700,16012,3795,I
17701,11951,2876,II
17702,6155,4998,III
17703,12721,5795,II
17704,20176,4357,I
17705,1329,530,II
17706,21156,3236,III
17707,14016,2101,II
17708,21252,1489,I
17709,14411,3799,II
17710,20186,913,III
17711,18129,3333,II
17712,8829,2833,I
17713,10065,5845,II
17714,18624,2446,III
17715,11817,2241,II
17716,19568,612,I
17717,19029,1843,II
17718,7684,1067,III
17719,9068,2006,II
17720,12797,386,I
17721,470,5372,II
17722,13537,4741,III
17723,13749,5943,II
17724,6270,1151,I
17725,19760,593,II
17726,13489,3912,III
17727,9007,2533,II
17728,15489,3239,I
17729,20483,1781,II
17730,11626,5295,III
17731,6212,550,II
17732,19360,4330,I
17733,2054,126,II
17734,13583,2880,III
17735,14901,5776,II
17736,11124,5106,I
17737,20958,18,II
17738,995,3223,III
17739,3443,2116,II
17740,4,2145,I
17741,9893,3493,II
17742,11254,1787,III
17743,11179,850,II
17744,14832,2599,I
17745,2521,941,II
17746,21434,5247,III
17747,15104,106,II
17748,11154,858,I
17749,15871,956,II
17750,12411,3012,III
17751,8912,1755,II
17752,18837,3609,I
17753,21026,4531,II
17754,17673,3302,III
17755,7123,503,II
17756,2156,3054,I
17757,8203,5421,II
17758,5953,5153,III
17759,1736,1954,II
17760,1165,1757,I
17761,13848,3625,II
17762,1301,4971,III
17763,16940,4232,II
17764,9632,2805,I
17765,21182,5558,II
17766,4674,3683,III
17767,1513,5756,II
17768,14080,4390,I
17769,8665,4286,II
17770,19549,3228,III
17771,8408,3095,II
17772,4922,5200,I
17773,3275,2171,II
17774,11678,1875,III
17775,12934,875,II
17776,8337,1964,I
17777,3724,2685,II
17778,14629,4760,III
17779,19495,3006,II
17780,13291,1389,I
17781,4853,1344,II
17782,12953,3273,III
17783,12525,4452,II
17784,1306,4222,I
17785,16679,268,II
17786,3240,3238,III
17787,21733,2550,II
17788,21652,3553,I
17789,17313,5396,II
17790,6746,2228,III
17791,18221,2748,II
17792,19086,4627,I
17793,770,682,II
17794,19656,4666,III
17795,17474,4671,II
17796,18947,442,I
17797,7543,5442,II
17798,21771,4420,III
17799,8791,3444,II
17800,14491,618,I
17801,11891,5630,II
17802,9782,4007,III
17803,16297,3607,II
17804,18093,3344,I
17805,21697,1200,II
17806,9865,2947,III
17807,10523,4382,II
17808,11398,1583,I
17809,4706,797,II
17810,5801,1040,III
17811,13818,1928,II
17812,6802,961,I
17813,10981,3786,II
17814,1290,5450,III
17815,5839,1074,II
17816,4090,1122,I
17817,2925,456,II
17818,11853,5360,III
17819,8588,5831,II
17820,1468,5665,I
17821,5273,4275,II
17822,15990,1498,III
17823,12801,2954,II
17824,2056,1355,I
17825,16515,4553,II
17826,19606,4917,III
17827,13963,5048,II
17828,15913,4555,I
17829,3066,458,II
17830,18724,3866,III
17831,4204,2466,II
17832,9770,3073,I
17833,18817,493,II
17834,13166,1928,III
17835,3684,1092,II
17836,9137,804,I
17837,6684,2417,II
17838,19243,975,III
17839,14210,5139,II
17840,11212,4685,I
17841,4512,644,II
17842,10744,2760,III
17843,14180,2591,II
17844,7647,261,I
17845,18133,893,II
17846,9542,5978,III
17847,17377,2333,II
17848,946,3466,I
17849,9958,978,I
17850,18615,2693,II
17851,13593,3293,III
17852,235,4161,II
17853,5721,4708,I
17854,10792,791,II
17855,19073,3736,III
17856,10314,5567,II
17857,6305,2059,I
17858,14217,4552,II
17859,13929,2541,III
17860,16795,1498,II
17861,4645,4023,I
17862,4020,1047,II
17863,9477,3836,III
17864,6592,5170,II
17865,17387,2946,I
17866,4225,1112,II
17867,3068,4628,III
17868,18105,1765,II
17869,13140,555,I
17870,6895,381,II
17871,2641,2363,III
17872,3233,2773,II
17873,21523,3489,I
17874,15718,249,II
17875,18578,5579,III
17876,9825,266,II
17877,14851,2299,I
17878,21566,1750,II
17879,21513,4230,III
17880,7067,775,II
17881,2402,2567,I
17882,16768,2800,II
17883,9141,1836,III
17884,13542,433,II
17885,11156,5606,I
17886,11619,940,II
17887,3698,1118,III
17888,5510,3772,II
17889,11709,637,I
17890,10781,5905,II
17891,21266,4857,III
17892,5389,4773,II
17893,1346,2752,I
17894,6062,477,II
17895,12285,2719,III
17896,17345,4639,II
17897,599,1358,I
17898,5874,432,II
17899,18750,2444,III
17900,3916,848,II
17901,9774,698,I
17902,5998,5691,II
17903,6495,1880,III
17904,1444,111,II
17905,12999,1897,I
17906,2401,582,II
17907,7323,4657,III
17908,58,5130,II
17909,12934,4299,I
17910,11801,2437,II
17911,7692,4269,III
17912,3238,3989,II
17913,20724,1455,I
17914,9080,2821,II
17915,1992,415,III
17916,20113,5726,II
17917,20943,1328,I
17918,19025,2707,II
17919,1572,312,III
17920,6496,4693,II
17921,10052,2397,I
17922,11246,3269,II
17923,1474,3618,III
17924,6755,1401,II
17925,10453,1577,I
17926,5657,418,II
17927,17477,3058,III
17928,18043,5941,II
17929,9112,415,I
17930,3547,1146,II
17931,14405,1274,III
17932,5161,2389,II
17933,14308,5804,I
17934,20275,4935,II
17935,9135,2569,III
17936,4286,2805,II
17937,15890,4786,I
17938,2567,53,II
17939,10875,3680,III
17940,3684,1258,II
17941,9828,3277,I
17942,20135,1513,II
17943,21487,306,III
17944,2602,346,II
17945,11645,4034,I
17946,7124,3602,II
17947,21320,678,III
17948,4675,3342,II
17949,2263,2747,I
17950,16682,334,II
17951,19139,3120,III
17952,549,271,II
17953,9612,4375,I
17954,1454,1226,II
17955,1853,3192,III
17956,7918,4858,II
17957,73,3442,I
17958,12609,3460,II
17959,2045,5691,III
17960,17605,3624,II
17961,6790,841,I
17962,17503,2481,II
17963,2291,2845,III
17964,16554,1280,II
17965,11754,3698,I
17966,3626,2231,II
17967,1002,2603,III
17968,14614,5770,II
17969,16378,909,I
17970,15491,967,II
17971,15346,3578,III
17972,6134,5603,II
17973,16241,829,I
17974,11763,5818,II
17975,3883,5520,III
17976,4879,2616,II
17977,5678,1168,I
17978,20649,1922,II
17979,20704,3504,III
17980,399,959,II
17981,10184,5743,I
17982,3353,2711,II
17983,15343,851,III
17984,11842,286,II
17985,2960,5685,I
17986,14106,4693,II
17987,3253,3420,III
17988,6039,3858,II
17989,21256,3943,I
17990,1822,5748,II
17991,5201,5863,III
17992,11042,4206,II
17993,21143,2100,I
17994,3980,5025,II
17995,16247,3422,III
17996,16503,3822,II
17997,10748,5347,I
17998,9697,5625,II
17999,16038,5937,III
18000,1521,3660,II
18001,7912,5933,I
18002,12372,5142,II
18003,13499,2272,III
18004,12403,5142,II
18005,11069,451,I
18006,11343,846,II
18007,3941,1388,III
18008,16085,5566,II
18009,16197,5840,I
18010,2439,2741,II
18011,13228,2523,III
18012,8700,2697,II
18013,20581,5050,I
18014,18246,1352,II
18015,19559,5025,III
18016,10390,4427,II
18017,3664,1317,I
18018,13952,5851,II
18019,9501,2603,III
18020,6467,1808,II
18021,6553,4355,I
18022,21297,2065,II
18023,4960,1267,III
18024,7118,4496,II
18025,14513,1886,I
18026,15898,3302,II
18027,17640,984,III
18028,6931,222,II
18029,13436,2617,I
18030,11821,1824,II
18031,14163,749,III
18032,1155,3056,II
18033,428,3198,I
18034,5993,22,II
18035,12670,585,III
18036,4190,5090,II
18037,6061,4368,I
18038,6956,3865,II
18039,9597,5243,III
18040,3334,4211,II
18041,2529,3325,I
18042,18072,2161,II
18043,4799,10,III
18044,16763,166,II
18045,101,191,I
18046,635,2725,II
18047,16878,5156,III
18048,4970,5943,II
18049,13510,4731,I
18050,2327,3866,II
18051,12114,4040,III
18052,19288,5291,II
18053,842,3321,I
18054,15602,3654,II
18055,13303,638,III
18056,13338,1471,II
18057,6048,1445,I
18058,3676,4790,II
18059,20207,4905,III
18060,1975,3078,II
18061,8648,2285,I
18062,19077,4278,II
18063,7674,4831,III
18064,882,3404,II
18065,3902,1497,I
18066,18602,5793,II
18067,3094,3635,III
18068,19257,5290,II
18069,6869,5351,I
18070,464,4895,II
18071,10911,3992,III
18072,3033,1076,II
18073,3339,5049,I
18074,1152,1957,II
18075,16324,337,III
18076,3571,3540,II
18077,13760,802,I
18078,7199,3585,II
18079,8963,2512,III
18080,16310,909,II
18081,17612,5887,I
18082,9176,4492,II
18083,2367,5556,III
18084,3451,3514,I
18085,20473,1544,II
18086,4652,2127,III
18087,4368,2506,II
18088,3316,2261,I
18089,5235,3153,II
18090,12218,2631,III
18091,7727,501,II
18092,11728,2638,I
18093,6660,416,II
18094,11065,2806,III
18095,7395,1684,II
18096,4637,3208,I
18097,20225,1329,II
18098,12106,169,III
18099,11406,1426,II
18100,14488,2828,I
18101,12547,3650,II
18102,13449,1308,III
18103,13848,626,II
18104,19288,1816,I
18105,237,2923,II
18106,720,2291,III
18107,12631,4324,II
18108,3445,4623,I
18109,13432,447,II
18110,12756,3002,III
18111,7547,1385,II
18112,14369,73,I
18113,5659,1629,II
18114,2763,2837,III
18115,7087,783,II
18116,9700,1183,I
18117,20572,5357,II
18118,20387,714,III
18119,16998,2159,II
18120,3189,2389,I
18121,551,5824,II
18122,19571,3454,III
18123,17989,4371,II
18124,12078,5691,I
18125,5644,2308,II
18126,3093,5560,III
18127,1497,1245,II
18128,1408,3270,I
18129,1422,302,II
18130,17960,2772,III
18131,3125,3326,II
18132,12557,4274,I
18133,14051,2463,II
18134,17415,3176,III
18135,21322,2463,II
18136,869,5579,I
18137,9634,5553,II
18138,6700,1279,III
18139,4722,2801,II
18140,9906,1160,I
18141,7451,5101,II
18142,4974,3094,III
18143,2030,1240,II
18144,1596,2989,I
18145,13626,346,II
18146,14948,1493,III
18147,12597,2354,II
18148,12492,919,I
18149,14691,2790,II
18150,15814,4682,III
18151,19800,2676,II
18152,12141,4890,I
18153,5840,3612,II
18154,14411,1448,III
18155,21418,1506,II
18156,20868,1168,I
18157,2342,3554,II
18158,17469,2876,III
18159,18362,2203,II
18160,4971,102,I
18161,10921,765,II
18162,9613,3748,III
18163,1329,2132,II
18164,19070,1332,I
18165,2979,5584,II
18166,11377,5324,III
18167,11494,196,II
18168,16232,3178,I
18169,5436,3025,II
18170,6295,4053,III
18171,4316,3505,II
18172,15085,3812,I
18173,17662,5907,II
18174,21287,5843,III
18175,6885,2200,II
18176,13835,4370,I
18177,16035,3056,II
18178,11558,2811,III
18179,8240,5923,II
18180,9590,1372,I
18181,8597,4162,II
18182,11643,2696,III
18183,18308,869,II
18184,3358,2693,I
18185,14068,3396,II
18186,16070,2698,III
18187,15904,2417,II
18188,19813,2267,I
18189,6521,1470,II
18190,8695,1134,III
18191,2828,4695,II
18192,5188,2878,I
18193,11637,5337,II
18194,3904,2580,III
18195,5675,2588,II
18196,11659,1448,I
18197,3696,1221,II
18198,14929,3897,III
18199,16297,239,II
18200,14189,923,I
18201,17050,4019,II
18202,17321,1487,III
18203,19782,921,II
18204,10299,3638,I
18205,20157,5675,II
18206,1547,3683,III
18207,13212,3973,II
18208,3428,4040,I
18209,19581,1110,II
18210,6295,5508,III
18211,4745,3950,II
18212,6716,2678,I
18213,18781,2591,II
18214,3018,4552,III
18215,5400,1444,II
18216,20095,1538,I
18217,3986,937,II
18218,4987,3657,III
18219,13992,4843,II
18220,3046,4520,I
18221,10040,5595,II
18222,9950,1358,III
18223,7179,1935,II
18224,14740,3139,I
18225,8505,1298,II
18226,16222,2020,III
18227,12138,76,II
18228,11066,1919,I
18229,13884,2840,II
18230,7897,127,III
18231,9856,2398,II
18232,2920,1492,I
18233,179,5029,II
18234,14239,2012,III
18235,7667,2275,II
18236,15595,4995,I
18237,6763,2569,I
18238,12574,2494,II
18239,86,888,III
18240,3742,2101,II
18241,16423,1729,I
18242,10859,5710,II
18243,173,2560,III
18244,13299,463,II
18245,18725,9,I
18246,18700,1696,II
18247,12030,4860,III
18248,8673,3539,II
18249,8515,167,I
18250,15956,4879,II
18251,10086,710,III
18252,243,2749,II
18253,6710,1703,I
18254,14097,77,II
18255,19480,1983,III
18256,12507,3540,II
18257,10858,5435,I
18258,9799,2913,II
18259,6690,4760,III
18260,10436,4835,II
18261,17681,4903,I
18262,14763,3469,II
18263,8636,1228,III
18264,11387,4807,II
18265,3387,1789,I
18266,2102,5634,II
18267,14999,2970,III
18268,4579,1654,II
18269,18746,5950,I
18270,21646,2360,II
18271,4698,145,III
18272,12741,1355,II
18273,9392,1434,I
18274,9282,1039,II
18275,6492,4830,III
18276,5203,1278,II
18277,456,2796,I
18278,265,2803,II
18279,20448,5024,III
18280,8892,3538,II
18281,19359,3429,I
18282,19229,5277,II
18283,11528,2525,III
18284,17499,675,II
18285,11369,752,I
18286,2302,3504,II
18287,3154,3851,III
18288,14322,1342,II
18289,20047,3748,I
18290,5993,3291,II
18291,19813,777,III
18292,11157,5758,II
18293,3244,5492,I
18294,670,641,II
18295,1012,4365,III
18296,17272,4780,II
18297,1124,5302,I
18298,1456,5349,II
18299,9011,528,III
18300,5637,4467,II
18301,5831,2501,I
18302,15718,4324,II
18303,6261,5379,III
18304,429,3009,II
18305,13765,1286,I
18306,4493,584,II
18307,17543,1117,III
18308,10944,4599,II
18309,7900,2021,I
18310,326,1540,II
18311,8108,1215,III
18312,15156,2621,II
18313,9073,3506,I
18314,510,552,II
18315,5516,1992,III
18316,336,4211,II
18317,12084,599,I
18318,16823,4518,II
18319,1271,3301,III
18320,6381,4196,II
18321,3751,3096,I
18322,20432,456,II
18323,4276,5768,III
18324,20830,5404,II
18325,21533,5790,I
18326,13518,3294,II
18327,17998,5815,III
18328,16820,5886,II
18329,17016,1757,I
18330,10593,5857,II
18331,519,3135,III
18332,89,4557,II
18333,5177,379,I
18334,11415,198,II
18335,5320,2101,III
18336,10070,5668,II
18337,8310,3045,I
18338,17636,5210,II
18339,7453,5575,III
18340,19654,788,II
18341,7699,3411,I
18342,17769,3535,II
18343,20444,2462,III
18344,14108,4377,II
18345,13173,3251,I
18346,10170,2049,II
18347,9839,4214,III
18348,3841,2008,II
18349,18744,5596,I
18350,14010,5364,II
18351,18089,3211,III
18352,2104,3508,II
18353,2804,2044,I
18354,18395,986,II
18355,6643,4941,III
18356,5607,5919,II
18357,9272,929,I
18358,5545,5944,II
18359,8797,4430,III
18360,14235,3861,II
18361,3420,3391,I
18362,5316,2547,II
18363,781,2861,III
18364,14258,5005,II
18365,21789,236,I
18366,18195,5108,II
18367,11634,5420,III
18368,837,4964,II
18369,7902,3054,I
18370,4000,5032,II
18371,21181,5551,III
18372,14326,1891,II
18373,15898,5219,I
18374,2363,2524,II
18375,12038,801,III
18376,19436,4240,II
18377,5391,4102,I
18378,11748,1433,II
18379,2388,3409,III
18380,14027,1138,II
18381,10685,1936,I
18382,10608,450,II
18383,19521,987,III
18384,14971,1002,II
18385,7515,2105,I
18386,16132,2925,II
18387,4210,2241,III
18388,14575,1337,II
18389,305,5383,I
18390,18637,5038,II
18391,2278,2450,III
18392,3489,4540,II
18393,16520,111,I
18394,16210,159,II
18395,20755,4784,III
18396,14955,3791,II
18397,7014,4127,I
18398,3475,523,II
18399,10313,5417,III
18400,11975,5680,II
18401,350,3124,I
18402,8090,1054,II
18403,16917,1951,III
18404,14008,2758,II
18405,6514,4263,I
18406,20335,5899,II
18407,18980,3558,III
18408,15370,3633,II
18409,13534,688,I
18410,9602,2603,II
18411,16689,5581,III
18412,6979,3165,II
18413,1779,5488,I
18414,21225,291,II
18415,21462,1502,III
18416,18028,3349,II
18417,17511,1699,I
18418,8604,1538,II
18419,11327,2725,III
18420,11525,364,II
18421,19483,4073,I
18422,9174,3395,II
18423,9936,850,III
18424,10160,928,II
18425,2903,4912,I
18426,14857,5209,II
18427,16193,2608,III
18428,14427,497,II
18429,12280,1320,I
18430,1185,1689,II
18431,14426,5273,III
18432,18276,2501,II
18433,20702,5614,I
18434,723,2111,II
18435,16199,180,III
18436,6922,4250,II
18437,2891,2482,I
18438,19282,4208,II
18439,12453,1838,III
18440,10118,2624,II
18441,14315,3986,I
18442,1746,741,II
18443,11072,2769,III
18444,5836,1662,II
18445,13520,2446,I
18446,7827,3034,II
18447,5564,5686,III
18448,19131,1343,II
18449,15318,2393,I
18450,14492,1399,II
18451,2065,2409,III
18452,17190,513,II
18453,13576,2881,I
18454,13492,410,II
18455,11838,5644,III
18456,5320,3565,II
18457,1745,4262,I
18458,12136,2051,II
18459,5244,4235,III
18460,20853,4081,II
18461,8469,2567,I
18462,12413,5101,II
18463,10535,1700,III
18464,20846,4233,II
18465,8940,1909,I
18466,11196,200,II
18467,1973,3111,III
18468,12227,583,II
18469,21761,4527,I
18470,20425,3154,II
18471,16850,3619,III
18472,19769,3761,I
18473,11641,435,II
18474,14523,3840,III
18475,5458,2311,II
18476,20695,2131,I
18477,515,931,II
18478,8524,3414,III
18479,9502,1045,II
18480,16029,3015,I
18481,19578,790,II
18482,10110,2119,III
18483,21213,1439,II
18484,14629,837,I
18485,15382,2914,II
18486,11532,4471,III
18487,14126,145,II
18488,4355,3277,I
18489,190,2890,II
18490,12949,75,III
18491,14776,3259,II
18492,20563,3796,I
18493,183,1623,II
18494,183,1699,III
18495,3406,2141,II
18496,11337,5383,I
18497,13745,3862,II
18498,10660,2146,III
18499,14515,4286,II
18500,21302,4939,I
18501,5399,5473,II
18502,13443,3887,III
18503,15793,951,II
18504,21576,1120,I
18505,5778,5941,II
18506,5014,1104,III
18507,6814,2393,II
18508,4600,688,I
18509,11815,1680,II
18510,20228,681,III
18511,9179,3395,II
18512,402,832,I
18513,20929,3402,II
18514,3091,5392,III
18515,21210,2178,II
18516,20182,1440,I
18517,18354,2378,II
18518,327,1010,III
18519,19328,1128,II
18520,3765,1513,I
18521,7338,5878,II
18522,16537,459,III
18523,4292,1767,II
18524,9291,630,I
18525,20100,5796,II
18526,11564,2954,III
18527,5242,3634,II
18528,12413,4877,I
18529,6833,4743,II
18530,11743,3887,III
18531,6250,4665,II
18532,8253,5446,I
18533,9399,4371,II
18534,17043,4771,III
18535,10264,5703,II
18536,2183,5791,I
18537,10451,4282,II
18538,18619,5361,III
18539,9734,4570,II
18540,1917,3948,I
18541,17517,875,II
18542,3618,5952,III
18543,8638,1631,II
18544,189,735,I
18545,19164,4237,II
18546,18273,444,III
18547,11105,5990,II
18548,9301,3244,I
18549,8215,5530,II
18550,2875,1388,III
18551,13205,4506,II
18552,18240,2152,I
18553,19267,4133,II
18554,10374,3526,III
18555,998,1881,II
18556,1880,1895,I
18557,8747,4701,II
18558,19962,3988,III
18559,18168,2848,II
18560,5255,3982,I
18561,928,2801,II
18562,9690,4184,III
18563,16984,5482,II
18564,11008,1405,I
18565,20512,4497,II
18566,11214,2298,III
18567,14069,1087,II
18568,10078,5309,I
18569,16588,350,II
18570,871,5007,III
18571,20338,4379,II
18572,14251,937,I
18573,13852,5762,II
18574,16875,3989,III
18575,1616,5548,II
18576,20985,2076,I
18577,15884,4571,II
18578,9897,1379,III
18579,16875,5036,II
18580,1915,2426,I
18581,2874,1347,II
18582,15503,5993,III
18583,286,4810,II
18584,16166,1644,I
18585,15203,1234,II
18586,2550,568,III
18587,4031,5896,II
18588,11155,61,I
18589,2940,5630,II
18590,1238,5007,III
18591,17009,1274,II
18592,7396,3349,I
18593,8448,1767,II
18594,3847,3043,III
18595,15725,62,II
18596,11812,5281,I
18597,10015,789,II
18598,16432,2277,III
18599,3744,248,II
18600,17928,3203,I
18601,20589,682,II
18602,11474,4735,III
18603,2463,1330,II
18604,10006,5383,I
18605,21316,3855,II
18606,14757,1587,III
18607,12826,1516,II
18608,4787,5268,I
18609,14572,4174,II
18610,15344,695,III
18611,14233,4133,II
18612,17112,2812,I
18613,16395,61,II
18614,865,1844,III
18615,13152,5083,II
18616,3262,3444,I
18617,20715,3662,II
18618,8078,5248,III
18619,3774,4237,II
18620,9075,1026,I
18621,16500,374,II
18622,7762,2122,III
18623,10085,5057,II
18624,8786,1720,I
18625,18629,4231,I
18626,13594,5985,II
18627,1950,3039,III
18628,9066,4103,II
18629,14433,395,I
18630,6678,4808,II
18631,8050,2223,III
18632,12515,4593,II
18633,13926,3086,I
18634,14510,744,II
18635,17352,3306,III
18636,8102,3396,II
18637,3844,3436,I
18638,19037,4033,II
18639,3411,1201,III
18640,14235,4586,II
18641,2651,1152,I
18642,10886,178,II
18643,19721,1458,III
18644,2221,1432,II
18645,19132,2875,I
18646,21635,4907,II
18647,19994,4038,III
18648,4341,3013,II
18649,12260,2624,I
18650,15249,3527,II
18651,630,5790,III
18652,1911,1272,II
18653,4033,5901,I
18654,19257,3215,II
18655,4675,3460,III
18656,2605,5196,II
18657,7679,3986,I
18658,1418,5126,II
18659,1684,1638,III
18660,9107,2880,II
18661,17916,2483,I
18662,20423,2333,II
18663,8578,3450,III
18664,11568,5142,II
18665,1550,1979,I
18666,16091,561,II
18667,3695,5206,III
18668,19422,1649,II
18669,5566,3023,I
18670,19271,1167,II
18671,10013,4866,III
18672,1413,2950,II
18673,6976,978,I
18674,3862,4969,II
18675,1873,5641,III
18676,5552,3010,II
18677,8328,1376,I
18678,14460,2345,II
18679,21493,1933,III
18680,11699,1491,II
18681,8046,583,I
18682,5171,709,II
18683,12462,4709,III
18684,7917,3714,II
18685,21015,2930,I
18686,14192,1596,II
18687,19920,3985,III
18688,1665,1987,II
18689,21427,4040,I
18690,15782,4146,II
18691,16243,3623,III
18692,906,4504,II
18693,5378,686,I
18694,13592,2530,II
18695,17654,2940,III
18696,15346,1039,II
18697,20102,482,I
18698,18957,1820,II
18699,9286,5523,III
18700,5013,3124,II
18701,1711,5470,I
18702,10760,1513,II
18703,19351,144,III
18704,5722,4590,II
18705,4457,5512,I
18706,19669,1385,II
18707,1770,3713,III
18708,20584,1081,II
18709,701,1412,I
18710,10305,5153,II
18711,3560,994,III
18712,1657,4346,II
18713,12665,217,I
18714,18332,3187,II
18715,14,4128,III
18716,7288,5551,II
18717,4173,1400,I
18718,16143,3292,II
18719,20156,4730,III
18720,18905,3587,II
18721,21050,5866,I
18722,12969,1046,II
18723,10701,3305,III
18724,13458,2130,II
18725,4094,4259,I
18726,7861,2953,II
18727,1944,4472,III
18728,15287,5291,II
18729,10245,2152,I
18730,1380,2390,II
18731,951,1868,III
18732,262,3400,II
18733,5937,4194,I
18734,10396,4079,II
18735,15898,307,III
18736,8062,3433,II
18737,16079,851,I
18738,12011,1904,II
18739,16975,1920,III
18740,2587,1156,II
18741,4302,1106,I
18742,4088,788,II
18743,20663,5150,III
18744,4866,4092,II
18745,12990,2309,I
18746,3059,5242,II
18747,774,1219,III
18748,3524,3829,II
18749,6661,4213,I
18750,16793,5165,II
18751,12254,4787,III
18752,10847,999,II
18753,13987,4394,I
18754,16588,5807,II
18755,11267,3451,III
18756,11201,4788,II
18757,4149,1115,I
18758,13838,2908,II
18759,4362,2207,III
18760,12880,3681,II
18761,1709,1144,I
18762,18079,2332,II
18763,17421,4683,III
18764,2230,5125,II
18765,4534,99,I
18766,5362,4142,II
18767,11197,5104,III
18768,2336,3020,II
18769,16309,4083,I
18770,8462,4953,II
18771,15053,4830,III
18772,10394,2356,II
18773,11430,3339,I
18774,6098,5004,II
18775,20241,5180,III
18776,18090,443,II
18777,5661,4087,I
18778,16935,1521,II
18779,8984,4981,III
18780,7448,664,II
18781,19235,3774,I
18782,8963,2977,II
18783,21265,2672,III
18784,17712,5467,II
18785,20241,3202,I
18786,9921,2030,II
18787,11628,3298,III
18788,20188,4397,II
18789,6051,3200,I
18790,12962,2883,II
18791,8636,496,III
18792,11703,732,II
18793,8948,2622,I
18794,17999,1758,II
18795,5688,5919,III
18796,11920,3819,II
18797,21396,4259,I
18798,15417,5233,II
18799,8988,5200,III
18800,17361,2161,II
18801,2317,1764,I
18802,8758,2277,II
18803,3103,5840,III
18804,11649,2461,II
18805,17568,3495,I
18806,17340,3726,II
18807,18887,2855,III
18808,15675,4022,II
18809,20079,4447,I
18810,5927,4654,II
18811,20704,2804,III
18812,18866,1898,II
18813,5655,3181,I
18814,3155,226,II
18815,16333,2790,III
18816,8822,319,II
18817,10710,4409,I
18818,6715,5870,II
18819,11050,2403,III
18820,2134,5157,II
18821,15581,3683,I
18822,1699,3430,II
18823,17214,3641,III
18824,15064,1784,II
18825,13193,396,I
18826,12191,3243,II
18827,12209,1109,III
18828,10990,2084,II
18829,6486,5860,I
18830,4085,3646,II
18831,18154,5525,III
18832,20439,4277,II
18833,8820,3611,I
18834,16764,5532,II
18835,2538,2650,III
18836,18531,4866,II
18837,2759,208,I
18838,19948,994,II
18839,9000,2446,III
18840,8557,4555,II
18841,6774,1815,I
18842,11637,315,II
18843,7982,1880,III
18844,1603,3909,II
18845,20956,1648,I
18846,15272,4229,II
18847,6597,4215,III
18848,3083,2455,II
18849,15367,1144,I
18850,20893,1834,II
18851,15574,4439,III
18852,11521,2699,II
18853,14995,65,I
18854,12531,5608,II
18855,20632,3208,III
18856,7433,3989,II
18857,15678,5783,I
18858,7476,660,II
18859,21590,5878,III
18860,14133,4866,I
18861,13129,5341,II
18862,3762,3302,III
18863,13013,5272,II
18864,13235,2956,I
18865,10082,4893,II
18866,1886,5494,III
18867,8584,697,II
18868,11263,2971,I
18869,2663,1082,II
18870,18265,3366,III
18871,4834,4444,II
18872,14299,4928,I
18873,20308,1647,II
18874,14618,5340,III
18875,4085,3791,II
18876,7996,2607,I
18877,16567,1563,II
18878,8617,1320,III
18879,19007,2855,II
18880,8985,5550,I
18881,20558,2321,II
18882,15112,4762,III
18883,4736,5736,II
18884,14432,4251,I
18885,840,4571,II
18886,21260,4318,III
18887,3863,5746,II
18888,6927,1279,I
18889,9236,1513,II
18890,19800,2107,III
18891,13170,2196,II
18892,14248,127,I
18893,19734,4543,II
18894,5862,4893,III
18895,15993,3414,II
18896,14668,3679,I
18897,20493,4651,II
18898,20309,4634,III
18899,19869,30,II
18900,10599,1979,I
18901,12296,792,II
18902,13979,4410,III
18903,3829,1641,II
18904,11962,2380,I
18905,15917,2413,II
18906,12718,4551,III
18907,13025,4586,II
18908,5210,2264,I
18909,19119,1900,II
18910,19270,1905,III
18911,5690,934,II
18912,13395,1168,I
18913,1703,5084,II
18914,10097,4205,III
18915,20886,4842,II
18916,8608,4160,I
18917,9252,3903,II
18918,211,5980,III
18919,18439,4907,II
18920,4774,478,I
18921,12569,1015,II
18922,13848,825,III
18923,8032,296,II
18924,3511,4919,I
18925,12314,3632,II
18926,19092,1293,III
18927,4121,3765,II
18928,7401,4462,I
18929,2402,5735,II
18930,2966,5634,III
18931,17253,4161,II
18932,6847,1904,I
18933,11015,3015,II
18934,12994,4452,III
18935,10536,2722,II
18936,13026,3868,I
18937,11391,1362,II
18938,13285,849,III
18939,16470,3603,II
18940,12248,1306,I
18941,2500,5879,II
